annotation_lbl,category,num_distinct_lbls
fiction_nn_26_33_175_182,3,2
fiction_nn_26_33_273_280,3,5
fiction_nn_26_33_343_350,3,2
fiction_nn_27_35_19_26,3,2
fiction_nn_281_288_120_127,3,2
fiction_nn_281_288_42_49,3,2
fiction_nn_29_37_41_48,4,2
fiction_nn_29_37_42_49,4,3
fiction_nn_31_38_176_183,3,2
fiction_nn_32_39_0_7,4,2
fiction_nn_32_39_26_33,4,2
fiction_nn_335_343_175_182,3,2
fiction_nn_33_40_59_66,3,2
fiction_nn_343_350_17_24,3,2
fiction_nn_343_350_19_26,4,2
fiction_nn_343_350_556_564,3,2
fiction_nn_343_350_88_96,3,3
fiction_nn_34_41_54_61,3,2
fiction_nn_357_364_19_26,4,2
fiction_nn_35_42_273_280,3,4
fiction_nn_36_43_106_114,4,2
fiction_nn_36_43_88_95,3,4
fiction_nn_38_46_181_188,4,2
fiction_nn_40_47_343_350,4,2
fiction_nn_40_47_55_62,4,2
fiction_nn_41_48_88_96,3,2
fiction_nn_42_49_128_135,3,2
fiction_nn_42_49_273_280,3,3
fiction_nn_43_50_238_246,1,2
fiction_nn_43_50_42_49,3,2
fiction_nn_43_51_17_24,3,3
fiction_nn_44_51_19_26,4,2
fiction_nn_44_51_25_32,3,2
fiction_nn_44_51_32_39,4,2
fiction_nn_46_53_181_188,3,2
fiction_nn_46_53_238_246,4,2
fiction_nn_46_53_356_363,3,3
fiction_nn_46_53_556_564,4,2
fiction_nn_47_54_19_26,3,2
fiction_nn_51_58_91_98,4,2
fiction_nn_52_59_17_24,4,4
fiction_nn_52_59_556_564,3,3
fiction_nn_52_59_91_98,4,3
fiction_nn_53_60_132_139,3,3
fiction_nn_54_61_132_139,3,2
fiction_nn_556_564_25_32,3,2
fiction_nn_556_564_343_350,3,2
fiction_nn_55_62_17_24,4,2
fiction_nn_55_63_31_38,3,2
fiction_nn_56_63_88_96,3,2
fiction_nn_57_64_176_183,3,2
fiction_nn_59_66_33_40,3,3
fiction_nn_59_66_44_51,4,2
fiction_nn_61_68_132_139,4,2
fiction_nn_61_68_176_183,4,3
fiction_nn_62_69_343_350,4,2
fiction_nn_63_70_343_350,3,5
fiction_nn_63_70_54_61,3,2
fiction_nn_67_74_273_280,3,4
fiction_nn_68_75_88_96,4,2
fiction_nn_6_13_91_98,4,2
fiction_nn_70_77_17_24,3,2
fiction_nn_71_78_273_280,4,2
fiction_nn_73_80_125_132,3,2
fiction_nn_73_80_25_32,3,2
fiction_nn_75_82_132_139,3,4
fiction_nn_75_82_42_49,4,3
fiction_nn_76_83_273_280,3,2
fiction_nn_77_84_59_66,4,2
fiction_nn_79_87_25_32,3,2
fiction_nn_7_14_132_139,3,3
fiction_nn_7_14_164_172,3,2
fiction_nn_7_14_19_26,3,4
fiction_nn_80_87_12_19,4,2
fiction_nn_80_87_17_24,4,2
fiction_nn_86_93_44_51,3,2
fiction_nn_87_94_343_350,3,2
fiction_nn_87_94_88_96,3,2
fiction_nn_88_95_132_139,3,5
fiction_nn_88_95_238_246,4,5
fiction_nn_88_95_556_564,3,3
fiction_nn_88_96_27_34,3,2
fiction_nn_88_96_80_87,4,2
fiction_nn_88_96_91_98,4,2
fiction_nn_89_96_91_98,3,3
fiction_nn_8_15_181_188,4,2
fiction_nn_8_15_88_96,4,2
fiction_nn_90_97_556_564,3,2
fiction_nn_91_98_343_350,3,2
fiction_nn_91_98_44_51,4,2
fiction_nn_91_98_88_95,4,2
fiction_nn_91_98_91_98,4,2
fiction_nn_93_100_88_95,4,2
fiction_nn_97_104_54_61,4,2
fiction_nn_99_106_356_363,3,2
fiction_nn_99_106_41_48,4,2
fiction_nn_9_16_105_112,4,2
fiction_nn_9_16_107_114,4,2
fiction_nn_9_16_88_96,3,2
gas_nn_100_103_101_106,4,2
gas_nn_100_103_106_109,3,2
gas_nn_100_103_215_220,4,3
gas_nn_100_103_30_33,3,3
gas_nn_100_103_35_38,3,2
gas_nn_100_103_67_70,1,2
gas_nn_101_106_10_13,3,3
gas_nn_101_106_33_36,3,2
gas_nn_101_106_386_389,4,2
gas_nn_101_106_44_47,2,2
gas_nn_103_106_27_32,3,2
gas_nn_103_106_5_10,3,3
gas_nn_104_107_127_130,4,2
gas_nn_105_108_30_33,4,3
gas_nn_106_109_91_94,4,3
gas_nn_10_13_93_96,3,2
gas_nn_111_114_67_70,4,2
gas_nn_111_114_87_90,4,2
gas_nn_112_115_172_175,3,3
gas_nn_112_115_48_51,1,2
gas_nn_112_117_131_134,3,2
gas_nn_118_121_101_106,4,2
gas_nn_118_123_93_96,4,2
gas_nn_119_122_127_130,3,3
gas_nn_121_124_101_106,3,2
gas_nn_122_127_29_32,3,3
gas_nn_123_126_172_175,4,3
gas_nn_123_128_127_130,3,2
gas_nn_123_128_172_175,4,2
gas_nn_125_128_47_50,3,3
gas_nn_126_129_18_21,4,2
gas_nn_127_130_100_103,3,2
gas_nn_127_130_30_33,4,2
gas_nn_127_130_42_45,2,2
gas_nn_127_130_48_51,1,2
gas_nn_127_130_5_10,3,4
gas_nn_129_132_127_130,2,2
gas_nn_129_132_33_36,4,2
gas_nn_129_132_48_51,1,2
gas_nn_129_134_47_50,3,2
gas_nn_12_15_27_32,4,3
gas_nn_131_134_155_158,3,2
gas_nn_131_134_29_32,4,2
gas_nn_131_134_47_50,3,2
gas_nn_131_134_48_51,1,2
gas_nn_138_143_212_215,4,2
gas_nn_138_143_29_32,3,4
gas_nn_138_143_45_48,3,4
gas_nn_138_143_88_91,3,2
gas_nn_144_147_5_10,3,2
gas_nn_146_149_29_32,4,2
gas_nn_14_17_10_13,3,3
gas_nn_14_17_156_159,4,2
gas_nn_14_17_28_31,3,2
gas_nn_14_17_31_34,2,2
gas_nn_14_17_41_44,2,2
gas_nn_14_17_48_51,2,2
gas_nn_14_17_53_56,3,2
gas_nn_14_17_67_70,2,2
gas_nn_153_158_127_130,3,3
gas_nn_154_159_5_10,4,3
gas_nn_155_158_131_134,4,2
gas_nn_156_159_101_106,3,2
gas_nn_156_159_28_31,3,2
gas_nn_156_159_29_32,2,2
gas_nn_156_159_31_34,2,2
gas_nn_158_161_30_33,4,4
gas_nn_159_162_100_103,4,3
gas_nn_164_169_18_21,3,2
gas_nn_165_171_77_80,4,2
gas_nn_171_174_47_50,4,2
gas_nn_172_175_101_106,3,2
gas_nn_172_175_91_94,3,3
gas_nn_178_183_30_33,4,2
gas_nn_19_22_131_134,3,3
gas_nn_201_204_215_220,3,2
gas_nn_203_206_215_220,3,2
gas_nn_207_210_101_106,4,2
gas_nn_208_211_91_94,4,2
gas_nn_212_215_101_106,3,3
gas_nn_215_218_33_36,4,3
gas_nn_215_220_91_94,4,2
gas_nn_21_24_131_134,3,2
gas_nn_22_25_127_130,3,2
gas_nn_22_25_18_21,4,2
gas_nn_22_25_5_10,3,2
gas_nn_237_242_30_33,3,3
gas_nn_23_26_100_103,3,2
gas_nn_23_26_215_220,3,2
gas_nn_255_258_81_84,4,2
gas_nn_25_28_29_32,4,3
gas_nn_27_30_215_220,3,5
gas_nn_27_32_131_134,3,2
gas_nn_27_32_215_220,4,2
gas_nn_27_32_30_33,3,2
gas_nn_288_293_18_21,3,3
gas_nn_28_31_31_34,3,2
gas_nn_29_32_172_175,4,2
gas_nn_29_32_5_10,4,2
gas_nn_30_33_47_50,4,2
gas_nn_30_33_87_90,3,2
gas_nn_31_34_77_80,4,2
gas_nn_325_328_93_96,4,3
gas_nn_33_36_77_80,4,4
gas_nn_33_38_27_32,4,2
gas_nn_34_37_5_10,4,2
gas_nn_35_38_77_80,4,2
gas_nn_36_39_18_21,4,2
gas_nn_386_389_30_33,3,2
gas_nn_38_41_93_96,4,3
gas_nn_41_44_156_159,2,2
gas_nn_41_44_18_21,4,2
gas_nn_41_44_28_31,3,2
gas_nn_41_44_31_34,4,2
gas_nn_41_44_42_45,3,2
gas_nn_41_44_48_51,3,2
gas_nn_41_44_53_56,3,2
gas_nn_41_44_67_70,4,2
gas_nn_42_45_127_130,3,2
gas_nn_42_45_14_17,4,2
gas_nn_42_45_156_159,3,3
gas_nn_42_45_18_21,3,3
gas_nn_42_45_28_31,3,2
gas_nn_42_45_31_34,3,4
gas_nn_42_45_41_44,2,2
gas_nn_42_45_42_45,2,2
gas_nn_42_45_48_51,2,2
gas_nn_42_45_53_56,3,2
gas_nn_42_45_59_62,3,4
gas_nn_42_45_67_70,3,2
gas_nn_42_45_99_102,3,2
gas_nn_44_47_101_106,3,2
gas_nn_44_47_14_17,2,2
gas_nn_44_47_28_31,3,2
gas_nn_44_47_48_51,4,3
gas_nn_44_47_53_56,2,2
gas_nn_44_47_59_62,3,2
gas_nn_45_48_27_32,4,2
gas_nn_47_50_100_103,4,2
gas_nn_47_50_101_106,3,2
gas_nn_47_50_131_134,2,2
gas_nn_47_50_172_175,4,2
gas_nn_47_50_18_21,3,3
gas_nn_47_50_30_33,4,2
gas_nn_48_51_28_31,3,2
gas_nn_48_51_31_34,3,2
gas_nn_48_51_47_50,2,2
gas_nn_49_52_91_94,3,2
gas_nn_4_7_33_36,3,2
gas_nn_4_7_35_38,3,3
gas_nn_4_9_127_130,4,2
gas_nn_4_9_154_159,4,2
gas_nn_4_9_42_45,2,2
gas_nn_53_56_10_13,3,3
gas_nn_53_56_156_159,3,2
gas_nn_53_56_28_31,4,2
gas_nn_53_56_31_34,3,2
gas_nn_53_56_42_45,2,2
gas_nn_53_56_47_50,3,2
gas_nn_53_56_91_94,3,3
gas_nn_55_58_48_51,3,2
gas_nn_57_60_100_103,3,3
gas_nn_59_62_14_17,2,4
gas_nn_59_62_156_159,2,4
gas_nn_59_62_28_31,3,4
gas_nn_59_62_31_34,3,4
gas_nn_59_62_41_44,3,5
gas_nn_59_62_44_47,3,2
gas_nn_59_62_47_50,3,2
gas_nn_59_62_48_51,3,4
gas_nn_59_62_53_56,3,4
gas_nn_59_62_59_62,3,3
gas_nn_59_62_67_70,3,4
gas_nn_59_62_77_80,3,2
gas_nn_59_62_91_94,3,2
gas_nn_5_10_10_13,4,2
gas_nn_5_10_47_50,3,2
gas_nn_5_10_99_102,2,2
gas_nn_5_8_29_32,3,3
gas_nn_61_64_33_36,3,3
gas_nn_62_67_14_17,4,2
gas_nn_62_67_156_159,4,2
gas_nn_62_67_28_31,3,2
gas_nn_62_67_31_34,2,2
gas_nn_62_67_41_44,2,2
gas_nn_62_67_42_45,4,2
gas_nn_62_67_44_47,2,2
gas_nn_62_67_48_51,2,2
gas_nn_62_67_53_56,4,2
gas_nn_62_67_59_62,2,4
gas_nn_62_67_67_70,3,2
gas_nn_62_67_99_102,2,2
gas_nn_64_67_29_32,4,2
gas_nn_64_67_30_33,4,2
gas_nn_65_68_131_134,4,3
gas_nn_66_69_100_103,3,2
gas_nn_67_70_28_31,3,2
gas_nn_67_70_31_34,3,2
gas_nn_67_70_48_51,4,4
gas_nn_67_70_53_56,3,2
gas_nn_67_70_93_96,4,2
gas_nn_68_71_10_13,3,5
gas_nn_68_71_172_175,3,2
gas_nn_68_71_18_21,3,3
gas_nn_68_71_27_32,3,3
gas_nn_68_71_29_32,4,2
gas_nn_68_71_77_80,4,4
gas_nn_6_9_214_219,4,2
gas_nn_6_9_87_90,4,2
gas_nn_71_74_33_36,3,3
gas_nn_74_77_30_33,3,3
gas_nn_74_77_33_36,3,4
gas_nn_74_77_81_84,4,3
gas_nn_77_80_172_175,3,2
gas_nn_77_80_29_32,3,3
gas_nn_77_80_5_10,4,2
gas_nn_77_80_93_96,3,2
gas_nn_78_81_127_130,3,2
gas_nn_78_81_237_242,4,2
gas_nn_78_81_91_94,3,2
gas_nn_79_82_81_84,4,2
gas_nn_81_84_10_13,3,2
gas_nn_81_84_77_80,3,2
gas_nn_81_84_91_94,4,3
gas_nn_82_87_112_115,4,2
gas_nn_86_89_10_13,4,3
gas_nn_86_89_215_220,3,2
gas_nn_87_90_30_33,3,2
gas_nn_87_90_5_10,3,2
gas_nn_8_11_5_10,3,2
gas_nn_91_94_127_130,4,2
gas_nn_91_94_47_50,3,2
gas_nn_92_95_131_134,3,2
gas_nn_92_97_10_13,4,2
gas_nn_92_97_28_31,1,2
gas_nn_93_96_172_175,3,2
gas_nn_93_96_18_21,3,3
gas_nn_94_97_77_80,4,3
gas_nn_98_101_81_84,4,3
gas_nn_99_102_14_17,2,2
gas_nn_99_102_156_159,2,2
gas_nn_99_102_28_31,3,2
gas_nn_99_102_31_34,4,2
gas_nn_99_102_41_44,4,2
gas_nn_99_102_53_56,3,2
gas_nn_99_102_59_62,3,2
gas_nn_99_102_5_10,2,2
gas_nn_9_12_100_103,3,3
gas_nn_9_12_112_115,4,2
gas_nn_9_12_5_8,3,2
gas_nn_9_12_87_90,3,2
graft_nn_0_5_32_37,4,2
graft_nn_0_5_64_70,3,2
graft_nn_0_6_100_105,2,2
graft_nn_0_6_136_141,4,2
graft_nn_0_6_59_64,1,3
graft_nn_0_6_64_69,1,2
graft_nn_100_105_162_167,1,2
graft_nn_101_106_40_45,4,2
graft_nn_101_106_59_64,4,4
graft_nn_102_107_64_69,4,2
graft_nn_102_107_74_79,3,2
graft_nn_106_111_169_174,3,3
graft_nn_106_111_274_279,4,2
graft_nn_106_111_64_70,4,2
graft_nn_106_111_74_79,2,2
graft_nn_107_112_128_133,1,3
graft_nn_107_112_150_155,1,5
graft_nn_107_112_87_92,1,2
graft_nn_107_113_59_64,2,2
graft_nn_110_115_70_75,4,2
graft_nn_115_120_74_79,4,5
graft_nn_118_123_110_115,3,3
graft_nn_118_123_125_130,1,2
graft_nn_118_123_150_155,1,2
graft_nn_118_123_162_167,4,3
graft_nn_118_123_169_174,4,3
graft_nn_118_123_74_79,4,3
graft_nn_11_16_162_167,4,5
graft_nn_11_16_33_38,4,2
graft_nn_11_16_59_64,1,2
graft_nn_11_16_64_70,3,2
graft_nn_11_16_92_97,1,2
graft_nn_11_17_33_38,1,2
graft_nn_11_17_4_9,4,3
graft_nn_11_17_74_79,1,2
graft_nn_11_17_95_100,1,2
graft_nn_120_126_162_167,4,2
graft_nn_120_126_74_79,1,2
graft_nn_122_127_160_165,1,2
graft_nn_122_127_73_78,1,2
graft_nn_122_127_74_79,1,2
graft_nn_122_127_95_101,4,3
graft_nn_124_130_150_155,1,2
graft_nn_125_130_136_141,4,2
graft_nn_125_130_150_155,3,3
graft_nn_125_130_169_174,1,4
graft_nn_125_130_24_29,4,2
graft_nn_125_130_74_79,4,2
graft_nn_125_130_92_97,4,2
graft_nn_127_132_142_147,2,2
graft_nn_127_132_70_75,4,3
graft_nn_128_133_458_463,3,3
graft_nn_128_133_73_78,4,3
graft_nn_129_135_139_145,3,3
graft_nn_129_135_40_45,1,2
graft_nn_129_135_59_64,2,2
graft_nn_12_17_11_16,3,2
graft_nn_12_18_169_174,3,2
graft_nn_12_18_74_79,1,2
graft_nn_136_141_11_16,4,3
graft_nn_136_141_136_142,1,2
graft_nn_136_141_150_155,4,5
graft_nn_136_141_162_167,3,3
graft_nn_136_141_196_202,2,2
graft_nn_136_141_21_26,4,2
graft_nn_136_141_40_45,2,2
graft_nn_136_141_74_79,2,3
graft_nn_136_141_99_105,4,2
graft_nn_136_142_11_16,4,2
graft_nn_136_142_59_64,3,4
graft_nn_139_145_128_133,3,2
graft_nn_139_145_70_75,4,2
graft_nn_139_145_74_79,1,2
graft_nn_13_19_59_64,1,4
graft_nn_142_147_21_27,1,2
graft_nn_142_147_95_101,2,4
graft_nn_142_148_238_243,4,2
graft_nn_142_148_59_64,1,2
graft_nn_143_149_128_133,3,2
graft_nn_150_155_54_60,1,2
graft_nn_150_155_74_79,3,3
graft_nn_150_156_150_155,1,2
graft_nn_150_156_169_174,3,4
graft_nn_151_156_150_155,1,2
graft_nn_151_156_196_202,4,4
graft_nn_151_156_59_64,4,3
graft_nn_159_164_33_38,3,2
graft_nn_160_165_59_64,3,2
graft_nn_162_167_136_141,4,2
graft_nn_162_167_139_145,4,3
graft_nn_162_167_169_174,3,3
graft_nn_162_167_74_79,1,3
graft_nn_166_172_4_9,4,2
graft_nn_167_173_59_64,2,2
graft_nn_169_174_139_145,3,2
graft_nn_169_174_74_79,1,2
graft_nn_16_21_59_64,2,2
graft_nn_173_178_59_64,2,3
graft_nn_174_179_33_38,4,2
graft_nn_174_179_59_64,2,2
graft_nn_17_22_169_174,1,2
graft_nn_181_186_136_141,4,2
graft_nn_181_186_59_64,2,4
graft_nn_18_23_54_60,2,3
graft_nn_196_201_59_64,4,2
graft_nn_196_202_139_145,3,2
graft_nn_196_202_162_167,4,3
graft_nn_199_204_107_113,4,2
graft_nn_199_204_139_145,3,2
graft_nn_199_204_150_155,2,4
graft_nn_199_204_238_243,4,2
graft_nn_199_204_41_46,1,2
graft_nn_19_24_44_50,1,3
graft_nn_19_24_4_9,1,2
graft_nn_19_24_59_64,4,2
graft_nn_202_207_150_155,1,2
graft_nn_202_207_59_64,1,3
graft_nn_202_207_95_101,4,3
graft_nn_206_211_139_145,3,3
graft_nn_206_211_74_79,2,2
graft_nn_209_215_59_64,1,2
graft_nn_217_222_70_75,4,2
graft_nn_217_222_74_79,1,2
graft_nn_21_26_136_141,4,2
graft_nn_21_26_150_155,1,2
graft_nn_21_26_41_46,2,2
graft_nn_21_27_150_155,4,5
graft_nn_21_27_196_201,1,3
graft_nn_21_27_238_243,3,2
graft_nn_21_27_55_61,4,2
graft_nn_224_229_196_202,4,2
graft_nn_238_243_128_133,3,2
graft_nn_238_243_13_19,3,2
graft_nn_238_243_33_38,1,2
graft_nn_238_243_4_9,4,2
graft_nn_238_243_74_79,2,5
graft_nn_23_28_150_155,1,2
graft_nn_23_28_21_27,4,2
graft_nn_240_245_136_141,1,3
graft_nn_240_245_59_64,4,3
graft_nn_24_29_128_133,1,2
graft_nn_24_29_21_27,2,2
graft_nn_24_29_46_52,2,2
graft_nn_24_29_55_61,1,2
graft_nn_24_29_99_105,4,2
graft_nn_25_31_128_133,2,3
graft_nn_25_31_59_64,2,3
graft_nn_260_265_74_79,2,3
graft_nn_269_274_150_155,1,2
graft_nn_269_274_64_70,4,2
graft_nn_26_32_136_141,4,3
graft_nn_26_32_59_64,1,2
graft_nn_26_32_70_75,4,2
graft_nn_26_32_74_79,1,2
graft_nn_271_276_150_155,1,2
graft_nn_271_276_162_167,4,2
graft_nn_272_277_54_60,4,2
graft_nn_272_277_74_79,1,3
graft_nn_274_279_11_16,4,2
graft_nn_274_279_136_141,4,2
graft_nn_274_279_150_155,2,2
graft_nn_274_279_204_209,1,3
graft_nn_282_287_238_243,1,3
graft_nn_282_287_74_79,4,3
graft_nn_28_33_150_155,1,3
graft_nn_28_33_54_60,4,3
graft_nn_28_34_162_167,4,2
graft_nn_28_34_59_64,1,2
graft_nn_2_7_150_155,1,3
graft_nn_2_7_156_161,2,2
graft_nn_2_7_204_209,1,3
graft_nn_2_7_4_9,3,5
graft_nn_2_7_59_64,2,3
graft_nn_307_312_11_16,1,2
graft_nn_30_35_150_155,3,5
graft_nn_30_35_59_64,4,2
graft_nn_30_35_70_75,1,2
graft_nn_31_36_82_87,1,2
graft_nn_31_36_99_105,4,2
graft_nn_32_37_74_79,2,2
graft_nn_335_340_74_79,4,3
graft_nn_33_38_139_145,1,2
graft_nn_33_38_54_60,3,3
graft_nn_33_38_59_64,4,2
graft_nn_34_40_44_50,4,3
graft_nn_35_40_162_167,4,2
graft_nn_35_40_74_79,1,2
graft_nn_37_42_139_145,2,2
graft_nn_39_44_11_16,4,2
graft_nn_39_44_150_155,1,2
graft_nn_39_44_30_35,2,2
graft_nn_39_44_37_42,2,2
graft_nn_3_8_4_9,2,2
graft_nn_405_410_59_64,1,2
graft_nn_405_410_95_101,4,2
graft_nn_40_45_139_145,2,3
graft_nn_40_45_196_202,2,3
graft_nn_40_45_59_64,1,2
graft_nn_40_45_74_79,4,4
graft_nn_40_46_139_145,4,2
graft_nn_40_46_59_64,1,2
graft_nn_41_46_21_27,1,3
graft_nn_41_46_59_64,1,2
graft_nn_41_46_74_79,4,2
graft_nn_41_46_95_101,3,3
graft_nn_421_426_21_27,4,2
graft_nn_421_426_74_79,2,3
graft_nn_43_48_150_155,0,2
graft_nn_43_48_19_24,1,2
graft_nn_43_48_74_79,3,3
graft_nn_43_48_95_101,4,2
graft_nn_446_451_150_155,1,2
graft_nn_44_50_150_155,1,3
graft_nn_44_50_162_167,3,3
graft_nn_44_50_37_42,1,2
graft_nn_44_50_59_64,1,2
graft_nn_458_463_128_133,4,2
graft_nn_45_50_11_16,4,2
graft_nn_45_50_238_243,4,3
graft_nn_45_50_74_79,2,4
graft_nn_46_52_21_27,2,2
graft_nn_46_52_55_61,2,2
graft_nn_46_52_70_75,1,3
graft_nn_49_54_196_202,3,2
graft_nn_49_54_59_64,4,3
graft_nn_4_10_169_174,3,3
graft_nn_4_9_11_16,4,2
graft_nn_4_9_169_174,3,4
graft_nn_4_9_238_243,4,2
graft_nn_4_9_99_105,4,2
graft_nn_50_56_136_141,4,2
graft_nn_50_56_59_64,2,3
graft_nn_51_56_53_58,1,2
graft_nn_51_56_74_79,3,3
graft_nn_51_56_95_100,4,2
graft_nn_51_57_136_141,4,3
graft_nn_52_58_238_243,4,2
graft_nn_53_58_59_64,1,2
graft_nn_54_59_128_133,1,2
graft_nn_54_59_99_105,1,2
graft_nn_54_60_21_27,3,2
graft_nn_55_60_74_79,4,3
graft_nn_55_61_150_155,1,2
graft_nn_55_61_21_27,1,2
graft_nn_55_61_55_60,1,2
graft_nn_55_61_99_105,4,2
graft_nn_57_62_136_141,4,2
graft_nn_57_62_139_145,4,4
graft_nn_57_62_59_64,4,2
graft_nn_57_62_74_79,1,2
graft_nn_59_64_162_167,1,2
graft_nn_59_64_74_79,3,2
graft_nn_5_10_40_45,1,2
graft_nn_5_10_41_46,1,2
graft_nn_5_10_54_60,3,2
graft_nn_5_10_59_64,1,2
graft_nn_5_10_83_88,2,2
graft_nn_60_65_238_243,2,2
graft_nn_60_65_74_79,4,2
graft_nn_60_66_59_64,1,2
graft_nn_63_68_107_112,4,2
graft_nn_63_68_162_167,2,2
graft_nn_63_68_57_62,4,2
graft_nn_63_68_74_79,4,2
graft_nn_64_69_196_202,1,3
graft_nn_65_70_150_155,1,2
graft_nn_677_682_139_145,0,2
graft_nn_677_682_74_79,0,2
graft_nn_67_72_54_60,1,2
graft_nn_67_73_59_64,1,2
graft_nn_70_75_136_141,1,2
graft_nn_70_75_238_243,3,2
graft_nn_70_75_59_64,4,2
graft_nn_70_75_74_79,4,2
graft_nn_71_76_59_64,2,3
graft_nn_74_79_150_155,3,2
graft_nn_74_79_162_167,1,2
graft_nn_74_79_33_38,2,2
graft_nn_74_79_4_9,2,2
graft_nn_75_81_196_202,4,3
graft_nn_78_83_150_155,3,3
graft_nn_78_83_196_202,3,3
graft_nn_78_83_59_64,4,3
graft_nn_80_85_110_115,4,2
graft_nn_80_85_169_174,3,2
graft_nn_82_87_59_64,1,5
graft_nn_82_87_70_75,4,3
graft_nn_82_87_74_79,4,2
graft_nn_83_88_139_145,1,2
graft_nn_83_88_150_155,4,3
graft_nn_84_89_4_9,4,2
graft_nn_84_89_74_79,1,2
graft_nn_86_92_33_38,4,2
graft_nn_86_92_74_79,1,2
graft_nn_87_92_64_70,1,4
graft_nn_89_94_70_75,4,4
graft_nn_89_95_110_115,1,2
graft_nn_90_95_162_167,4,4
graft_nn_90_95_59_64,1,2
graft_nn_92_97_102_107,4,3
graft_nn_92_97_162_167,2,2
graft_nn_92_97_21_27,1,2
graft_nn_92_97_74_79,4,3
graft_nn_92_97_95_100,3,2
graft_nn_92_97_99_105,1,2
graft_nn_95_100_150_155,4,3
graft_nn_95_100_21_27,1,2
graft_nn_95_101_202_207,3,2
graft_nn_95_101_33_38,2,3
graft_nn_96_101_99_105,3,2
graft_nn_97_102_150_155,1,2
graft_nn_97_102_169_174,4,2
graft_nn_99_105_128_133,4,2
graft_nn_99_105_169_174,4,2
graft_nn_99_105_59_64,1,2
graft_nn_99_105_64_70,3,2
graft_nn_99_105_74_79,1,3
graft_nn_9_14_54_60,4,2
graft_nn_9_14_74_79,1,2
head_nn_103_107_59_63,4,2
head_nn_103_107_60_64,4,4
head_nn_103_107_62_66,3,3
head_nn_106_110_14_18,4,2
head_nn_107_111_14_18,4,3
head_nn_107_111_25_29,4,2
head_nn_109_113_106_110,3,3
head_nn_109_113_60_64,3,2
head_nn_109_114_14_18,4,3
head_nn_110_114_400_404,2,6
head_nn_110_114_46_50,2,2
head_nn_110_114_80_84,2,2
head_nn_110_115_62_66,3,2
head_nn_111_115_25_29,4,2
head_nn_112_116_14_18,4,4
head_nn_113_117_11_15,4,3
head_nn_113_117_15_19,4,2
head_nn_115_119_46_50,2,2
head_nn_115_119_48_52,2,2
head_nn_115_119_4_8,2,3
head_nn_115_119_67_72,1,2
head_nn_115_119_70_74,2,3
head_nn_115_119_970_974,2,3
head_nn_115_120_67_72,2,2
head_nn_115_120_80_84,3,2
head_nn_119_123_230_234,3,3
head_nn_119_123_24_28,4,2
head_nn_119_123_44_48,4,2
head_nn_126_130_179_183,2,2
head_nn_126_130_31_35,2,2
head_nn_126_130_44_48,4,2
head_nn_12_16_24_28,2,2
head_nn_12_16_25_29,3,3
head_nn_12_16_31_35,3,2
head_nn_12_16_400_404,2,2
head_nn_12_16_46_50,3,2
head_nn_12_16_4_9,2,2
head_nn_130_134_184_189,4,2
head_nn_133_137_109_113,3,3
head_nn_135_139_400_404,3,4
head_nn_137_141_184_189,3,3
head_nn_13_17_15_19,4,3
head_nn_13_17_58_62,4,2
head_nn_144_149_79_83,3,2
head_nn_146_150_106_110,4,2
head_nn_148_153_48_52,4,2
head_nn_14_18_115_119,3,2
head_nn_14_18_179_183,2,2
head_nn_14_18_23_27,2,2
head_nn_14_18_400_404,3,3
head_nn_14_18_48_52,4,2
head_nn_14_18_49_53,4,2
head_nn_14_18_67_72,4,4
head_nn_14_18_80_84,3,2
head_nn_151_155_11_15,2,2
head_nn_151_155_14_18,3,2
head_nn_151_155_23_27,2,2
head_nn_153_158_60_64,4,2
head_nn_155_159_400_404,4,2
head_nn_155_159_62_66,4,3
head_nn_158_162_45_49,3,5
head_nn_158_162_48_52,3,3
head_nn_15_19_11_15,3,3
head_nn_15_19_59_63,4,4
head_nn_168_172_23_27,2,3
head_nn_168_172_25_29,3,4
head_nn_168_172_28_32,2,2
head_nn_168_172_44_48,3,3
head_nn_168_172_79_83,2,2
head_nn_170_175_39_43,3,2
head_nn_170_175_48_52,3,3
head_nn_170_175_59_63,3,2
head_nn_178_182_115_119,3,3
head_nn_178_182_60_64,2,2
head_nn_178_182_67_72,2,2
head_nn_178_182_80_84,3,3
head_nn_179_183_22_26,2,2
head_nn_179_183_400_404,2,2
head_nn_179_183_7_11,2,2
head_nn_17_21_106_110,4,2
head_nn_17_21_45_49,4,2
head_nn_183_187_106_110,2,2
head_nn_183_187_48_52,4,2
head_nn_183_187_80_84,2,3
head_nn_183_187_85_89,2,2
head_nn_184_189_400_404,2,2
head_nn_184_189_79_83,2,2
head_nn_185_189_106_110,3,3
head_nn_18_22_107_112,2,2
head_nn_18_22_70_75,3,2
head_nn_18_22_79_83,2,2
head_nn_18_22_80_84,2,2
head_nn_18_22_94_98,4,2
head_nn_191_195_44_48,2,2
head_nn_191_195_4_8,3,3
head_nn_19_23_110_114,4,2
head_nn_19_23_25_29,4,3
head_nn_19_23_45_49,3,2
head_nn_19_23_46_50,2,2
head_nn_19_23_49_53,3,2
head_nn_204_209_183_187,2,2
head_nn_204_209_49_53,4,2
head_nn_20_24_106_110,4,2
head_nn_20_24_45_49,3,2
head_nn_22_26_115_120,3,2
head_nn_22_26_48_52,4,3
head_nn_22_26_49_53,4,2
head_nn_22_26_59_63,2,2
