annotation_lbl,num_distinct_lbls,num_total_lbls,range
lass_fic_1999_30509.txt-368-9_lass_fic_1846_8819.txt-1886-16,1,1,0
lass_fic_1999_30509.txt-368-9_lass_fic_1849_583.txt-2574-50,1,1,0
lass_fic_1999_30509.txt-368-9_lass_nf_1854_755030.txt-3112-24,1,1,0
lass_fic_1999_30509.txt-376-11_lass_fic_1974_10593.txt-3510-10,1,1,0
lass_fic_1999_30509.txt-376-11_lassi_fic_1998_43328.txt-535-10,1,1,0
lass_fic_1999_30509.txt-376-11_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_1999_30509.txt-381-5_lass_fic_1854_9826.txt-1896-19,1,1,0
lass_fic_1999_30509.txt-381-5_lasses_nf_1984_774242.txt-1326-11,1,1,0
lass_fic_1999_30509.txt-381-5_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_1999_44468.txt-104-7_lass_fic_1986_10746.txt-1657-2,1,1,0
lass_fic_1999_44468.txt-90-4_lass_fic_1818_8861.txt-495-8,1,1,0
lass_fic_1999_44468.txt-90-4_lass_fic_1823_8520.txt-1516-23,1,1,0
lass_fic_1999_44468.txt-90-4_lass_fic_1980_10663.txt-1172-33,1,1,0
lass_fic_1999_44468.txt-98-8_lass_fic_1849_5168.txt-4805-6,1,1,0
lass_fic_1999_45249.txt-99-2_lass_fic_1849_583.txt-2574-50,1,1,0
lass_fic_1999_45249.txt-99-2_lass_fic_2006_26882.txt-27-9,1,1,0
lass_fic_1999_45249.txt-99-2_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2000_32016.txt-389-3_lass_fic_1999_30509.txt-381-5,1,1,0
lass_fic_2000_38940.txt-758-38_lasses_fic_1824_7211.txt-745-21,1,1,0
lass_fic_2000_38940.txt-758-38_lasses_fic_1849_5295.txt-473-8,1,1,0
lass_fic_2000_38940.txt-758-38_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2001_14559.txt-594-15_lass_fic_1818_8861.txt-495-8,1,1,0
lass_fic_2001_14559.txt-594-15_lass_fic_1823_7213.txt-551-14,1,1,0
lass_fic_2001_14559.txt-594-15_lass_news_1966_725564.txt-42-13,1,1,0
lass_fic_2001_14559.txt-594-15_lasses_fic_2005_50424.txt-0-36,1,1,0
lass_fic_2001_28777.txt-76-20_lass_fic_1814_8564.txt-739-3,1,1,0
lass_fic_2001_28777.txt-76-20_lass_fic_2004_32368.txt-134-15,1,1,0
lass_fic_2001_28777.txt-76-20_lass_nf_1854_755030.txt-3112-24,1,1,0
lass_fic_2002_31369.txt-22-12_lass_fic_1981_10675.txt-2101-6,1,1,0
lass_fic_2002_31369.txt-22-12_lass_fic_1985_10727.txt-2751-2,1,1,0
lass_fic_2002_31369.txt-22-12_lasses_fic_1824_7211.txt-2276-17,1,1,0
lass_fic_2002_31369.txt-22-12_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2004_13808.txt-742-11_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2004_29590.txt-142-2_lass_nf_1854_755030.txt-3112-24,1,1,0
lass_fic_2004_29590.txt-147-20_lass_fic_1849_583.txt-2574-50,1,1,0
lass_fic_2004_29590.txt-147-20_lass_fic_2000_32016.txt-389-3,1,1,0
lass_fic_2004_29590.txt-147-20_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2004_30097.txt-143-3_lass_fic_1843_7208.txt-10532-32,1,1,0
lass_fic_2004_30097.txt-143-3_lass_fic_2001_14559.txt-594-15,1,1,0
lass_fic_2004_30097.txt-143-3_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_2004_32368.txt-134-15_lass_mag_1964_208036.txt-1-10,1,1,0
lass_fic_2004_32368.txt-134-15_lasses_fic_1837_7395.txt-1589-33,1,1,0
lass_fic_2004_32368.txt-134-15_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_2004_32497.txt-94-6_lass_fic_1843_7155.txt-1237-67,1,1,0
lass_fic_2004_32497.txt-94-6_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_2005_31478.txt-87-12_lass_fic_1815_8719.txt-718-15,1,1,0
lass_fic_2005_31478.txt-87-12_lass_mag_1964_208036.txt-1-10,1,1,0
lass_fic_2005_31478.txt-87-12_lasses_fic_1824_7211.txt-2276-17,1,1,0
lass_fic_2005_32787.txt-402-4_lass_fic_1987_782033.txt-1026-16,1,1,0
lass_fic_2005_32787.txt-402-4_lass_fic_2007_34090.txt-14-2,1,1,0
lass_fic_2005_32787.txt-402-4_lass_news_1974_731687.txt-9-3,1,1,0
lass_fic_2005_32787.txt-402-4_lasses_nf_1824_747448.txt-1941-90,1,1,0
lass_fic_2005_32787.txt-402-4_lassi_news_2006_623988.txt-62-17,1,1,0
lass_fic_2006_26899.txt-32-22_lass_fic_1974_780164.txt-1256-32,1,1,0
lass_fic_2006_26899.txt-32-22_lass_nf_1832_758144.txt-421-17,1,1,0
lass_fic_2006_27510.txt-18-4_lasses_fic_1853_9158.txt-109-11,1,1,0
lass_fic_2006_29620.txt-90-43_lasses_fic_2003_29566.txt-57-25,1,1,0
lass_fic_2007_34090.txt-14-2_lasses_fic_1837_7395.txt-1589-33,1,1,0
lass_fic_2007_34090.txt-14-2_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_fic_2007_34090.txt-89-5_lass_fic_1971_10537.txt-9882-7,1,1,0
lass_fic_2009_36846.txt-47-6_lass_fic_1847_7149.txt-2014-29,1,1,0
lass_mag_1833_554219.txt-312-26_lass_fic_1824_7211.txt-2316-18,1,1,0
lass_mag_1833_554219.txt-312-26_lass_fic_2009_36692.txt-135-11,1,1,0
lass_mag_1833_554219.txt-312-26_lasses_fic_1824_7211.txt-1178-21,1,1,0
lass_mag_1846_565490.txt-312-31_lass_fic_2002_28914.txt-4-24,1,1,0
lass_mag_1846_565490.txt-312-31_lasses_fic_1844_7081.txt-543-12,1,1,0
lass_mag_1859_506372.txt-189-19_lass_fic_1980_10663.txt-1172-33,1,1,0
lass_mag_1859_506372.txt-189-19_lass_nf_1854_755030.txt-3112-24,1,1,0
lass_mag_1859_506372.txt-189-19_lasses_news_1985_669432.txt-5-23,1,1,0
lass_mag_1859_506372.txt-189-19_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_mag_1964_208036.txt-1-10_lass_fic_1849_583.txt-2574-50,1,1,0
lass_mag_1964_208036.txt-1-10_lasses_fic_1824_7211.txt-2276-17,1,1,0
lass_mag_1966_488145.txt-89-11_lasses_fic_1849_583.txt-4636-79,1,1,0
lass_mag_1966_488145.txt-89-11_lassi_news_2006_623988.txt-62-17,1,1,0
lass_mag_1967_274916.txt-5-15_lass_fic_1981_10675.txt-2101-6,1,1,0
lass_mag_1967_274916.txt-5-15_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_mag_1967_492341.txt-284-23_lass_fic_1987_782033.txt-1026-16,1,1,0
lass_mag_1967_492341.txt-284-23_lass_fic_1993_1040075.txt-3386-3,1,1,0
lass_mag_1967_492341.txt-284-23_lass_mag_2001_417106.txt-800-8,1,1,0
lass_mag_1980_431982.txt-155-14_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_mag_1982_325004.txt-19-4_lassi_news_2006_623988.txt-62-17,1,1,0
lass_mag_1995_415117.txt-3-23_lass_fic_1815_8719.txt-718-15,1,1,0
lass_mag_1995_415117.txt-3-23_lass_fic_2006_26899.txt-99-7,1,1,0
lass_mag_1995_415117.txt-3-23_lass_news_1972_730482.txt-1-7,1,1,0
lass_mag_1995_415117.txt-3-23_lasses_fic_1824_7211.txt-2276-17,1,1,0
lass_mag_1995_415117.txt-3-23_lassi_news_2006_623988.txt-62-17,1,1,0
lass_mag_2001_417106.txt-800-8_lass_fic_1824_7211.txt-189-15,1,1,0
lass_mag_2001_417106.txt-800-8_lass_fic_1981_10675.txt-2101-6,1,1,0
lass_mag_2001_417106.txt-800-8_lassi_news_2006_623988.txt-62-17,1,1,0
lass_mag_2001_417106.txt-821-5_lass_news_1985_668689.txt-13-13,1,1,0
lass_mag_2001_417106.txt-821-5_lasses_fic_1859_9220.txt-669-14,1,1,0
lass_mag_2001_417106.txt-821-5_lassi_news_2006_623988.txt-62-17,1,1,0
lass_news_1972_730482.txt-1-7_Lass_news_1976_732547.txt-14-10,1,1,0
lass_news_1972_730482.txt-1-7_lass_fic_1824_7211.txt-1161-4,1,1,0
lass_news_1972_730482.txt-1-7_lass_fic_1993_1040075.txt-3226-4,1,1,0
lass_news_1974_731687.txt-9-3_lass_mag_1964_208036.txt-1-10,1,1,0
lass_news_1985_668689.txt-13-13_LASS_fic_1989_13956.txt-513-4,1,1,0
lass_news_1985_668689.txt-13-13_lass_fic_1993_1040075.txt-3226-4,1,1,0
lass_news_1985_668689.txt-13-13_lass_fic_2004_32497.txt-94-6,1,1,0
lass_news_1985_668689.txt-13-13_lasses_fic_1824_7211.txt-1178-21,1,1,0
lass_nf_1832_758144.txt-421-17_lassi_news_2006_623988.txt-62-17,1,1,0
lass_nf_1852_752548.txt-2830-27_lass_fic_1974_10593.txt-3509-5,1,1,0
lass_nf_1852_752548.txt-2830-27_lass_fic_1995_39439.txt-273-15,1,1,0
lass_nf_1854_755030.txt-3112-24_Lass_mag_1961_268246.txt-9-15,1,1,0
lass_nf_1854_755030.txt-3112-24_Lass_mag_1987_494263.txt-44-14,1,1,0
lass_nf_1854_755030.txt-3112-24_lass_fic_1848_7193.txt-13264-28,1,1,0
lass_nf_1854_755030.txt-3112-24_lass_fic_1993_1040075.txt-3226-4,1,1,0
lass_nf_1854_755030.txt-3112-24_lass_nf_1832_758144.txt-421-17,1,1,0
lass_nf_1854_755030.txt-3112-24_lasses_fic_1815_8717.txt-1117-15,1,1,0
lass_nf_1859_749190.txt-1021-9_lass_fic_1849_5168.txt-4805-6,1,1,0
lass_nf_1859_749190.txt-1021-9_lass_fic_1854_9826.txt-1896-19,1,1,0
lass_nf_1974_773785.txt-272-22_lass_fic_1999_30509.txt-368-9,1,1,0
lass_nf_1974_773785.txt-272-22_lassi_fic_1998_43328.txt-581-6,1,1,0
lass_nf_1974_773785.txt-272-22_lassi_news_2006_623988.txt-62-17,1,1,0
lass_nf_1998_773548.txt-664-1_lasses_fic_1823_7213.txt-1671-48,1,1,0
lass_nf_1999_773549.txt-625-21_lass_fic_1981_10675.txt-2101-6,1,1,0
lass_nf_1999_773549.txt-625-21_lass_fic_1995_39386.txt-190-9,1,1,0
lasses_fic_1815_8613.txt-100-9_lass_fic_1835_7063.txt-1748-31,1,1,0
lasses_fic_1815_8613.txt-100-9_lass_fic_1849_7333.txt-432-11,1,1,0
lasses_fic_1815_8613.txt-100-9_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_fic_1815_8717.txt-1117-15_lass_fic_1849_583.txt-2574-50,1,1,0
lasses_fic_1815_8717.txt-1117-15_lass_fic_1987_782033.txt-1026-16,1,1,0
lasses_fic_1815_8717.txt-1117-15_lass_fic_2004_13808.txt-742-11,1,1,0
lasses_fic_1815_8717.txt-3597-2_lass_fic_1824_7211.txt-189-15,1,1,0
lasses_fic_1823_7213.txt-1671-48_lassi_fic_1998_43328.txt-535-10,1,1,0
lasses_fic_1823_7213.txt-1671-48_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1823_7213.txt-1732-5_lass_fic_1837_7395.txt-3207-35,1,1,0
lasses_fic_1823_9628.txt-498-19_lasses_fic_1837_7395.txt-1589-33,1,1,0
lasses_fic_1824_7211.txt-1090-18_lass_fic_1848_7107.txt-864-13,1,1,0
lasses_fic_1824_7211.txt-1090-18_lass_fic_1854_7839.txt-1700-3,1,1,0
lasses_fic_1824_7211.txt-1090-18_lass_fic_2004_13808.txt-742-11,1,1,0
lasses_fic_1824_7211.txt-1178-21_lass_fic_1833_7058.txt-1562-15,1,1,0
lasses_fic_1824_7211.txt-1178-21_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1824_7211.txt-2276-17_Lass_mag_1961_268246.txt-9-15,1,1,0
lasses_fic_1824_7211.txt-2276-17_Lasses_mag_1971_479219.txt-250-0,1,1,0
lasses_fic_1824_7211.txt-2276-17_lass_fic_1854_9826.txt-1896-19,1,1,0
lasses_fic_1824_7211.txt-2276-17_lasses_fic_1849_5295.txt-500-60,1,1,0
lasses_fic_1824_7211.txt-745-21_lass_fic_1971_10537.txt-9882-7,1,1,0
lasses_fic_1824_7211.txt-745-21_lass_fic_1997_28876.txt-24-17,1,1,0
lasses_fic_1824_7211.txt-745-21_lass_fic_1999_30509.txt-368-9,1,1,0
lasses_fic_1824_7211.txt-745-21_lasses_fic_1834_7032.txt-2020-45,1,1,0
lasses_fic_1829_7072.txt-2468-38_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1829_7072.txt-2505-39_lass_nf_1854_755030.txt-3112-24,1,1,0
lasses_fic_1832_7177.txt-3501-37_lass_fic_1824_7211.txt-1161-4,1,1,0
lasses_fic_1832_8862.txt-1103-4_Lass_news_2001_661933.txt-35-0,1,1,0
lasses_fic_1832_8862.txt-1103-4_lass_fic_1860_9791.txt-1410-4,1,1,0
lasses_fic_1834_7032.txt-2020-45_lasses_fic_1815_8613.txt-100-9,1,1,0
lasses_fic_1835_7272.txt-1859-68_lass_fic_1993_1040075.txt-3226-4,1,1,0
lasses_fic_1835_7272.txt-1859-68_lass_mag_1846_565490.txt-312-31,1,1,0
lasses_fic_1835_7272.txt-1859-68_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_fic_1837_7395.txt-1589-33_Lass_mag_1835_565217.txt-61-8,1,1,0
lasses_fic_1837_7395.txt-1589-33_lass_fic_1977_10628.txt-4037-4,1,1,0
lasses_fic_1837_7395.txt-1589-33_lass_fic_1999_44468.txt-104-7,1,1,0
lasses_fic_1837_7395.txt-1589-33_lass_news_1974_731687.txt-9-3,1,1,0
lasses_fic_1838_7085.txt-574-8_lass_fic_1824_7211.txt-189-15,1,1,0
lasses_fic_1838_7085.txt-574-8_lass_fic_1847_7149.txt-2762-9,1,1,0
lasses_fic_1838_7085.txt-574-8_lass_fic_1999_44468.txt-104-7,1,1,0
lasses_fic_1838_7085.txt-574-8_lasses_fic_1824_7211.txt-2276-17,1,1,0
lasses_fic_1838_7085.txt-574-8_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_fic_1844_7081.txt-543-12_lass_fic_1823_7213.txt-551-14,1,1,0
lasses_fic_1844_7081.txt-543-12_lass_fic_1986_10746.txt-660-9,1,1,0
lasses_fic_1844_7114.txt-736-14_lass_fic_1835_7063.txt-1748-31,1,1,0
lasses_fic_1844_7114.txt-736-14_lass_fic_1843_7325.txt-795-1,1,1,0
lasses_fic_1844_7114.txt-736-14_lasses_fic_1837_7395.txt-1589-33,1,1,0
lasses_fic_1846_4464.txt-1316-28_lass_fic_1999_45249.txt-99-2,1,1,0
lasses_fic_1846_4464.txt-1316-28_lass_mag_1967_492341.txt-284-23,1,1,0
lasses_fic_1846_544.txt-2641-14_lass_fic_1843_7155.txt-1237-67,1,1,0
lasses_fic_1846_544.txt-2641-14_lasses_fic_1857_8225.txt-230-6,1,1,0
lasses_fic_1846_544.txt-2641-14_lasses_mag_1851_555722.txt-216-7,1,1,0
lasses_fic_1847_7149.txt-48-54_lass_fic_1846_544.txt-333-4,1,1,0
lasses_fic_1847_7149.txt-48-54_lass_fic_1999_30509.txt-368-9,1,1,0
lasses_fic_1847_8919.txt-686-4_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1849_5295.txt-500-60_lass_fic_1833_7058.txt-1562-15,1,1,0
lasses_fic_1849_5295.txt-500-60_lass_fic_1843_8764.txt-2502-60,1,1,0
lasses_fic_1849_5295.txt-500-60_lass_fic_1999_30509.txt-368-9,1,1,0
lasses_fic_1849_7230.txt-2481-6_Lass_news_2001_661933.txt-35-0,1,1,0
lasses_fic_1849_7230.txt-2481-6_lass_fic_1847_7149.txt-2762-9,1,1,0
lasses_fic_1849_7333.txt-1254-39_lasses_fic_1823_9628.txt-498-19,1,1,0
lasses_fic_1850_7171.txt-3943-10_lass_fic_1823_7213.txt-551-14,1,1,0
lasses_fic_1850_7171.txt-3943-10_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1853_9158.txt-109-11_lasses_fic_1824_7211.txt-1178-21,1,1,0
lasses_fic_1853_9158.txt-109-11_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_1854_2820.txt-5129-20_lass_fic_1844_7081.txt-1867-11,1,1,0
lasses_fic_1854_2820.txt-5129-20_lass_fic_1993_1040075.txt-3226-4,1,1,0
lasses_fic_1854_2820.txt-5129-20_lass_nf_1998_773548.txt-664-1,1,1,0
lasses_fic_1857_8225.txt-230-6_lass_fic_1843_7208.txt-10532-32,1,1,0
lasses_fic_1859_9220.txt-669-14_lass_fic_1845_7103.txt-24-29,1,1,0
lasses_fic_1859_9220.txt-669-14_lass_fic_1985_10727.txt-2751-2,1,1,0
lasses_fic_1859_9220.txt-669-14_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_fic_1987_780087.txt-248-19_lass_fic_1860_9791.txt-1410-4,1,1,0
lasses_fic_1987_780087.txt-248-19_lass_mag_1980_431982.txt-155-14,1,1,0
lasses_fic_2003_29566.txt-57-25_lass_fic_1854_9826.txt-1896-19,1,1,0
lasses_fic_2003_29566.txt-57-25_lassi_fic_1998_43328.txt-581-6,1,1,0
lasses_fic_2004_29590.txt-16-19_lass_fic_1815_8719.txt-718-15,1,1,0
lasses_fic_2004_29590.txt-16-19_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_fic_2005_50424.txt-0-36_lass_fic_1849_583.txt-2574-50,1,1,0
lasses_fic_2005_50424.txt-0-36_lasses_fic_2003_29566.txt-57-25,1,1,0
lasses_fic_2008_36218.txt-33-18_lassi_news_2006_623988.txt-62-17,1,1,0
lasses_mag_1832_564115.txt-87-35_lass_fic_1835_7063.txt-1748-31,1,1,0
lasses_mag_1832_564115.txt-87-35_lass_fic_1845_7103.txt-24-29,1,1,0
lasses_mag_1832_564115.txt-87-35_lass_fic_1965_780078.txt-2158-5,1,1,0
lasses_mag_1832_564115.txt-87-35_lass_mag_1859_506372.txt-189-19,1,1,0
lasses_mag_1832_564115.txt-87-35_lass_news_1974_731687.txt-9-3,1,1,0
lasses_mag_1834_564618.txt-134-9_lass_fic_1981_10675.txt-2101-6,1,1,0
lasses_mag_1851_555722.txt-216-7_lass_fic_1843_7208.txt-10532-32,1,1,0
lasses_mag_1988_487706.txt-108-9_lass_fic_1835_7334.txt-1114-91,1,1,0
lasses_news_1985_669432.txt-5-23_lass_fic_1986_10746.txt-1657-2,1,1,0
lasses_news_1985_669432.txt-5-23_lasses_fic_1824_7211.txt-2276-17,1,1,0
lasses_nf_1984_774242.txt-1326-11_lass_fic_1843_7116.txt-477-15,1,1,0
lasses_nf_1984_774242.txt-1326-11_lass_nf_1854_755030.txt-3112-24,1,1,0
lassi_fic_1998_43328.txt-510-23_lassi_fic_1998_43328.txt-581-6,1,1,0
lassi_fic_1998_43328.txt-535-10_lass_mag_1964_208036.txt-1-10,1,1,0
lassi_fic_1998_43328.txt-535-10_lasses_fic_1824_7211.txt-2276-17,1,1,0
lassi_fic_1998_43328.txt-535-10_lassi_fic_1998_43328.txt-510-23,1,1,0
lassi_fic_1998_43328.txt-535-10_lassi_fic_1998_43328.txt-581-6,1,1,0
lassi_fic_1998_43328.txt-535-10_lassi_fic_1998_43328.txt-596-9,1,1,0
lassi_fic_1998_43328.txt-535-10_lassi_news_2006_623988.txt-62-17,1,1,0
lassi_fic_1998_43328.txt-581-6_lass_fic_1854_9826.txt-1896-19,1,1,0
lassi_fic_1998_43328.txt-581-6_lass_fic_1971_10541.txt-2230-30,1,1,0
lassi_fic_1998_43328.txt-581-6_lass_mag_1964_208036.txt-1-10,1,1,0
lassi_fic_1998_43328.txt-581-6_lasses_fic_1815_8613.txt-100-9,1,1,0
lassi_fic_1998_43328.txt-596-9_lass_fic_1843_7116.txt-477-15,1,1,0
lassi_fic_1998_43328.txt-596-9_lass_fic_1843_7208.txt-10532-32,1,1,0
lassi_fic_1998_43328.txt-596-9_lass_fic_2006_29620.txt-90-43,1,1,0
lassi_fic_1998_43328.txt-596-9_lasses_fic_1854_2820.txt-5129-20,1,1,0
lassi_fic_1998_43328.txt-596-9_lassi_fic_1998_43328.txt-510-23,1,1,0
lassi_fic_1998_43328.txt-596-9_lassi_fic_1998_43328.txt-535-10,1,1,0
lassi_mag_2001_426201.txt-48-2_lass_nf_1854_755030.txt-3112-24,1,1,0
lassi_mag_2001_426201.txt-48-2_lassi_fic_1998_43328.txt-581-6,1,1,0
lassi_news_2006_623988.txt-62-17_lass_fic_1980_10663.txt-1172-33,1,1,0
lassi_news_2006_623988.txt-62-17_lassi_fic_1998_43328.txt-510-23,1,1,0
maxim_fic_1824_7285.txt-1102-1_Maxim_fic_2001_45565.txt-734-5,1,1,0
maxim_fic_1824_7285.txt-1102-1_maxim_nf_1967_774169.txt-502-13,1,1,0
maxim_fic_1824_7285.txt-1102-1_maxims_fic_1842_7158.txt-1050-41,1,1,0
maxim_fic_1827_9759.txt-295-13_maxim_mag_1838_586189.txt-339-10,1,1,0
maxim_fic_1835_7014.txt-782-8_maxim_mag_1973_479437.txt-161-23,1,1,0
maxim_fic_1835_7014.txt-782-8_maxims_news_1960_721462.txt-45-6,1,1,0
maxim_fic_1835_7133.txt-1935-29_Maxim_nf_1994_773479.txt-114-34,1,1,0
maxim_fic_1836_7111.txt-2338-16_maxims_fic_1858_1282.txt-245-20,1,1,0
maxim_fic_1838_7359.txt-3306-8_maxims_mag_1844_565352.txt-293-25,1,1,0
maxim_fic_1839_7088.txt-629-9_maxim_mag_1967_478816.txt-40-14,1,1,0
maxim_fic_1839_7088.txt-718-17_maxim_mag_1962_441667.txt-137-11,1,1,0
maxim_fic_1839_7088.txt-718-17_maxim_nf_1859_747415.txt-1257-60,1,1,0
maxim_fic_1844_3928.txt-816-3_maxims_fic_1823_7213.txt-1345-11,1,1,0
maxim_fic_1844_3928.txt-816-3_maxims_mag_1826_553699.txt-30-27,1,1,0
maxim_fic_1852_9832.txt-4659-25_maxim_mag_1833_564563.txt-169-30,1,1,0
maxim_fic_1852_9832.txt-4659-25_maxim_mag_1849_525201.txt-349-29,1,1,0
maxim_fic_1852_9832.txt-4659-25_maxim_nf_1999_775054.txt-55-2,1,1,0
maxim_fic_1856_2470.txt-5680-1_Maxim_mag_1960_311388.txt-12-27,1,1,0
maxim_fic_1856_2470.txt-5680-1_maxim_mag_1837_554480.txt-499-24,1,1,0
maxim_fic_1860_9072.txt-25-10_maxim_mag_1992_61833.txt-113-14,1,1,0
maxim_fic_1860_9072.txt-25-10_maxim_nf_1843_747650.txt-1240-21,1,1,0
maxim_fic_1860_9168.txt-1845-29_maxim_nf_1843_747650.txt-1240-21,1,1,0
maxim_fic_1860_9168.txt-1845-29_maxims_fic_1860_8044.txt-776-18,1,1,0
maxim_fic_1860_9168.txt-210-32_Maxim_fic_1998_43273.txt-149-7,1,1,0
maxim_fic_1860_9168.txt-210-32_maxim_mag_1973_479437.txt-161-23,1,1,0
maxim_fic_1860_9168.txt-210-32_maxim_nf_1851_758845.txt-2313-9,1,1,0
maxim_fic_1860_9168.txt-360-3_maxims_fic_1815_8679.txt-207-1,1,1,0
maxim_fic_1980_10671.txt-884-1_maxim_nf_1985_774316.txt-18-8,1,1,0
maxim_fic_1980_10671.txt-884-1_maxims_fic_1992_40407.txt-92-10,1,1,0
maxim_fic_2001_27996.txt-104-21_maxim_mag_1979_431967.txt-304-5,1,1,0
maxim_fic_2001_27996.txt-104-21_maxims_mag_1850_565905.txt-123-49,1,1,0
maxim_fic_2001_27996.txt-104-21_maxims_news_1960_721462.txt-45-6,1,1,0
maxim_fic_2001_45461.txt-121-4_maxims_nf_2007_747189.txt-787-9,1,1,0
maxim_mag_1822_553406.txt-9-19_maxims_fic_1815_8679.txt-336-13,1,1,0
maxim_mag_1822_553406.txt-9-19_maxims_mag_1826_553699.txt-30-27,1,1,0
maxim_mag_1823_553475.txt-129-6_maxim_mag_1825_553652.txt-78-3,1,1,0
maxim_mag_1823_553475.txt-129-6_maxim_mag_1962_311891.txt-7-41,1,1,0
maxim_mag_1825_553652.txt-78-3_maxim_fic_1839_7088.txt-629-9,1,1,0
maxim_mag_1825_553652.txt-78-3_maxims_nf_1837_772749.txt-870-3,1,1,0
maxim_mag_1828_553913.txt-218-38_maxim_mag_1825_553652.txt-78-3,1,1,0
maxim_mag_1828_553913.txt-218-38_maxim_mag_1846_555400.txt-553-6,1,1,0
maxim_mag_1828_553913.txt-218-38_maxim_mag_1860_556848.txt-673-141,1,1,0
maxim_mag_1830_554012.txt-55-2_Maxim_fic_1969_10521.txt-571-8,1,1,0
maxim_mag_1830_554012.txt-55-2_maxim_mag_1973_479437.txt-161-23,1,1,0
maxim_mag_1830_554012.txt-55-2_maxim_nf_1832_747409.txt-255-24,1,1,0
maxim_mag_1831_554103.txt-195-17_MAXIM_fic_1964_24514.txt-2034-11,1,1,0
maxim_mag_1831_554103.txt-195-17_maxim_fic_1835_7133.txt-1935-29,1,1,0
maxim_mag_1831_554103.txt-195-17_maxims_mag_1827_553785.txt-125-9,1,1,0
maxim_mag_1833_564563.txt-169-30_maxims_fic_1856_3677.txt-178-34,1,1,0
maxim_mag_1833_564563.txt-169-30_maxims_mag_1828_553935.txt-15-27,1,1,0
maxim_mag_1837_554480.txt-499-24_maxims_fic_1856_3677.txt-178-34,1,1,0
maxim_mag_1838_586189.txt-339-10_MaxIm_mag_2004_413046.txt-47-7,1,1,0
maxim_mag_1838_586189.txt-339-10_maxim_fic_1839_7088.txt-629-9,1,1,0
maxim_mag_1838_586189.txt-339-10_maxim_mag_1830_554012.txt-55-2,1,1,0
maxim_mag_1838_586189.txt-339-10_maxim_mag_1962_311891.txt-7-41,1,1,0
maxim_mag_1846_555400.txt-553-6_Maxim_mag_1998_401996.txt-21-12,1,1,0
maxim_mag_1846_555400.txt-553-6_maxim_nf_1984_773424.txt-236-9,1,1,0
maxim_mag_1849_525201.txt-349-29_MaxIm_mag_2004_413046.txt-47-7,1,1,0
maxim_mag_1849_525201.txt-349-29_Maxim_nf_1994_773479.txt-114-34,1,1,0
maxim_mag_1849_525201.txt-349-29_maxim_fic_1844_3928.txt-816-3,1,1,0
maxim_mag_1849_525201.txt-349-29_maxim_nf_1847_748116.txt-2272-11,1,1,0
maxim_mag_1849_525201.txt-349-29_maxims_mag_1859_556713.txt-167-77,1,1,0
maxim_mag_1853_590163.txt-235-8_maxim_fic_1980_10671.txt-884-1,1,1,0
maxim_mag_1853_590163.txt-235-8_maxim_nf_2008_774727.txt-197-3,1,1,0
maxim_mag_1860_556848.txt-673-141_Maxim_fic_2007_33912.txt-10-4,1,1,0
maxim_mag_1860_556848.txt-673-141_maxims_fic_1856_1281.txt-5028-6,1,1,0
maxim_mag_1860_556848.txt-673-141_maxims_fic_1858_1282.txt-245-20,1,1,0
maxim_mag_1860_556848.txt-673-141_maxims_mag_1850_565905.txt-123-49,1,1,0
maxim_mag_1962_311891.txt-7-41_maxim_mag_1970_479130.txt-26-13,1,1,0
maxim_mag_1962_311891.txt-7-41_maxim_mag_1985_331153.txt-6-1,1,1,0
maxim_mag_1965_492050.txt-333-54_maxim_mag_2004_416538.txt-1-5,1,1,0
maxim_mag_1965_492050.txt-333-54_maxim_nf_1859_747415.txt-2224-7,1,1,0
maxim_mag_1965_492050.txt-333-54_maxims_nf_1964_774160.txt-452-13,1,1,0
maxim_mag_1967_478816.txt-40-14_maxim_fic_1844_3928.txt-816-3,1,1,0
maxim_mag_1970_479130.txt-26-13_maxim_fic_1835_7133.txt-1935-29,1,1,0
