annotation_lbl,category,sentence
heads_mag_1850_589329.txt-344-12_head_fic_1840_8909.txt-2220-19,Unrelated,"Enter the Post Master General, carrying a mail-bag filled with the heads of six thousand defunct Deputy Post Masters. || First Officer Great Duke, you must, for I know that; for when we made a former head against them, it seemed but as a noiseless place; but afore our thoughts were turned for it; we were in one another's ranks right thickly; hilt and hilt the game, and death the stakes; and by chance, I saved myself from the sacrifice."
heads_mag_1850_589329.txt-344-12_head_fic_1847_2352.txt-205-25,Identical,"Enter the Post Master General, carrying a mail-bag filled with the heads of six thousand defunct Deputy Post Masters. || He would not take the sofa, saying he was not used to that, but he stretched himself on the floor and put his head on an ottoman."
heads_mag_1850_589329.txt-344-12_head_nf_1827_747582.txt-210-5,Distantly Related,"Enter the Post Master General, carrying a mail-bag filled with the heads of six thousand defunct Deputy Post Masters. || But there was no common head to regulate commerce."
heads_mag_1851_555692.txt-205-32_head_nf_1827_747582.txt-210-5,Distantly Related,"Indeed, if every vixenish impulse is to be allowed to seize upon the press, by way of speaking-trumpet, and when we stop our ears, hold // down our heads, and run, we must find home taunts upon our most defenceless follies and sins, mocking us in derisive echoes, before us and behind us and on every side; if we are to be overtaken, and branded, and cruelly mauled, without judge or jury, or a chance for defence or deprecation; if we must stand and take this clapper-clawing from fair, but not gentle, hands, under the eyes of the amused public, who, if they interfere at all, pelt either party at random, or both, to make justice sure and prevent brawls in the open thoroughfare in future, - is it not high time there was a police to come to the rescue? || But there was no common head to regulate commerce."
heads_mag_1993_349041.txt-5-18_head_nf_1852_771569.txt-951-14,Distantly Related,"Mixner wasn't there, in part because of his own suggestion that the invitations go to the heads of major gay organizations. || The good taste of the officers had prevented the general simplicity of an oaken head and foot-board to each of the three graves being marred by any long and childish epitaphs, or the doggerel of a lower-deck poet, and the three inscriptions were as follows: -- "" Sacred to the memory of J. Torrington, who departed this life, January 1st, 1846,"
heads_nf_1856_755595.txt-146-24_head_nf_1852_771569.txt-951-14,Distantly Related,"landed, the Canada fired her guns, and steamed off to Boston; and as I saw her coloured lights disappear round the heads of the harbour, I did not feel the slightest regret at having taken leave of her for ever. || The good taste of the officers had prevented the general simplicity of an oaken head and foot-board to each of the three graves being marred by any long and childish epitaphs, or the doggerel of a lower-deck poet, and the three inscriptions were as follows: -- "" Sacred to the memory of J. Torrington, who departed this life, January 1st, 1846,"
heads_nf_1856_755595.txt-146-24_heads_mag_1850_589329.txt-344-12,Distantly Related,"landed, the Canada fired her guns, and steamed off to Boston; and as I saw her coloured lights disappear round the heads of the harbour, I did not feel the slightest regret at having taken leave of her for ever. || Enter the Post Master General, carrying a mail-bag filled with the heads of six thousand defunct Deputy Post Masters."
heads_nf_1986_774269.txt-271-13_head_fic_1985_10727.txt-1284-3,Distantly Related,"This, of course, shifts the relative influence of faculty, department heads, and college- and university-level administrators. || More than one head turned to face her, perplexed."
heads_nf_1986_774269.txt-271-13_head_news_2001_627713.txt-216-10,Identical,"This, of course, shifts the relative influence of faculty, department heads, and college- and university-level administrators. || Porter, one of the firm's founding partners and head of its corporate, securities law and merger and acquisition department, will serve as the chief executive of the 75-lawyer firm."
heads_nf_1986_774269.txt-271-13_heads_nf_1856_755595.txt-146-24,Distantly Related,"This, of course, shifts the relative influence of faculty, department heads, and college- and university-level administrators. || landed, the Canada fired her guns, and steamed off to Boston; and as I saw her coloured lights disappear round the heads of the harbour, I did not feel the slightest regret at having taken leave of her for ever."
land_fic_1823_7248.txt-1618-5_land_mag_2006_385056.txt-36-16,Closely Related,"we shall sooner clear the land of these devils, than if we huddle about our own hearths. || Unlike most of the western parks, which were carved out of vast holdings of federal land, Great Smoky Mountains National Park was stitched together from thousands of small tracts, including farms and villages that had existed for a century or more."
land_fic_1828_8619.txt-136-46_land_news_1991_619078.txt-39-3,Distantly Related,"like my friends before, I'd strive till life-blood is no more; Like them, I think the only path Of safety from the ruffian's wrath, Is sword to sword, and man to man, To drive these villains from our land. || When the feathers land, some piles will be bigger than others. """
land_fic_1828_8619.txt-136-46_landing_fic_1984_10725.txt-353-6,Distantly Related,"like my friends before, I'd strive till life-blood is no more; Like them, I think the only path Of safety from the ruffian's wrath, Is sword to sword, and man to man, To drive these villains from our land. || If the NEACP was destroyed on landing, the United States would lose its ability to respond properlyto a Soviet attack."
land_fic_1843_7051.txt-2222-25_land_fic_1855_2416.txt-1354-23,Closely Related,"And Henry came, and the scene of his first detection, and the form of the friend he had betrayed, in a distant land. || content to remain quiet in his new home, and there repent of his many sins, but immediately got up an immense land speculation, by which he hoped to build a village on his grounds, and thus make another fortune."
land_fic_1843_7325.txt-534-23_land_fic_1976_13997.txt-477-8,Identical,"You say your son has courted the girl, "" said the deacon, after a long pause; "" that strip of land is the best part of Susan's share; I paid down five hundred dollars on the nail for it; I've got papers here that Judge Smith and Squire Moseley say will stand good in any court of law. "" || ELLA I 'm selling the house, the land, the orchard, the tractor, the stock."
land_fic_1844_7426.txt-470-9_land_news_2001_661976.txt-125-14,Closely Related,"from Poems (1844) Birds fly away over land and sea, Seeking their sunny home; The winds are wandering strong and free, Wherever they choose to roam. || Inside, a shrine displays a copy of the 1868 treaty, promising the land "" for the absolute and undisturbed use and occupancy of the Sioux. """
land_fic_1844_7426.txt-470-9_lands_nf_1833_747716.txt-366-18,Closely Related,"from Poems (1844) Birds fly away over land and sea, Seeking their sunny home; The winds are wandering strong and free, Wherever they choose to roam. || those sections, his conclusion was, that the ordinance contained no authority to a sub-delegate to grant lands in reward of any other services, of which description were those rendered by Soulard."
land_fic_1850_7304.txt-5022-30_land_fic_1855_2416.txt-1354-23,Identical,"The sea rose between the assailant and his prey, -- the storm parted them, and while the feebler vessels of Melendez, partially under the security of the land, swept back towards the settlement which he had made on shore, the brigantines and bateaux of Ribault were forced to rejoin their greater vessels, and they all bore away to sea before the gale. || content to remain quiet in his new home, and there repent of his many sins, but immediately got up an immense land speculation, by which he hoped to build a village on his grounds, and thus make another fortune."
land_fic_1853_9200.txt-1041-12_land_fic_1966_10481.txt-1732-17,Closely Related,", I wished him to believe that I was in a foreign land. || Barbarians ' were allowed to build warehouses andTAI-PAN (72) BOOK Ifactories on a plot of land half a mile by two hundred yards at Canton; ' barbarians ' were totally confined to this walled-in area -- the Canton Settlement -- andcould stay only for the winter shipping season -- September until March -- when they must leave and go to Macao."
land_fic_1966_781993.txt-1898-33_land_fic_1843_7325.txt-534-23,Identical,"Once they held large holdings of land, but they began to lose it, plot after plot, in all the ways a family destined for disaster can find to lose its land. || You say your son has courted the girl, "" said the deacon, after a long pause; "" that strip of land is the best part of Susan's share; I paid down five hundred dollars on the nail for it; I've got papers here that Judge Smith and Squire Moseley say will stand good in any court of law. """
land_fic_1967_10484.txt-6391-47_land_fic_1843_7166.txt-602-12,Identical,"Slumbrous in broad daylight, they would flop asleep against the side boards of the wagon, pink lips wet and apart, nodding off into oblivion even before they had been taken beyond the gate, even before they were carried past the bounds of that land which had composed the entire smell and substance and geography of their lives and whose fields and || The Pawnee and his bride enjoyed the blessings of summer in another land."
land_fic_1972_10563.txt-303-52_landing_nf_1988_773439.txt-1368-15,Distantly Related,"and rosy natural lips with but just a tiny down of sideburn wisping down the cheekbone a price they could afford, without them she would have scared them off into the formal camps of complete ego-approach the kind American boys use for their Lana Turners in the rosy ballroom of the land, use for their idea of what it's like to make Lana Turner and Ava Gardner and such. || One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar)."
land_fic_1976_13997.txt-477-8_land_fic_1843_8106.txt-268-59,Closely Related,"ELLA I 'm selling the house, the land, the orchard, the tractor, the stock. || Few suns set on that dismal scene, My wounds were still unsear'd and green, When thundering on with trump and drum, I heard again the war-horse come, Like gathering tempest, big and black, That through the forest wings its track, Sweeping and tearing all that stand, And desolating wood and land."
land_fic_1976_13997.txt-477-8_land_mag_1836_554422.txt-221-14,Closely Related,"ELLA I 'm selling the house, the land, the orchard, the tractor, the stock. || It is his inheritance, secured to him not by the laws of the land, but by the common consent of mankind."
land_fic_1980_782022.txt-1850-13_land_news_1991_619078.txt-39-3,Distantly Related,"All the intelligence I had of him, from his house and his land and his train and his resident poets, had not prepared me for the impel sonal force of him, the frightening freedom of him. || When the feathers land, some piles will be bigger than others. """
land_fic_1981_10675.txt-3517-26_lands_mag_1848_524876.txt-163-10,Identical,"On the far shore of the lake a dark line appeared, a sinister black crop growing out of the green fields, advancing over the land like a blight. || But whether there be a revenue standard of the public lands, or what that standard is, if there be one, we are not informed."
land_fic_1981_780030.txt-2186-16_land_mag_1836_554422.txt-221-14,Identical,"The murderers will be punished and peace secured, and a new order raised in the land. "" || It is his inheritance, secured to him not by the laws of the land, but by the common consent of mankind."
land_fic_1981_780030.txt-2186-16_land_news_1991_619078.txt-39-3,Distantly Related,"The murderers will be punished and peace secured, and a new order raised in the land. "" || When the feathers land, some piles will be bigger than others. """
land_fic_1986_16143.txt-1921-13_land_news_1989_670803.txt-31-8,Identical,I've seen people blow each other to bits over a piece of land. || The state was able to accomplish a radical land reform program quickly.
land_fic_1988_10768.txt-6251-8_land_mag_1836_554422.txt-221-14,Identical,"Red man is never naked in his own land. || It is his inheritance, secured to him not by the laws of the land, but by the common consent of mankind."
land_fic_1993_25030.txt-2922-5_landing_fic_2002_46815.txt-448-22,Unrelated,"Take a piece of lakeshore land near Kendaia, turn it into a navy boot camp, finish with it, give it to the air force for a while, and when they don't need it anymore, throw up your hands, give it to the state, tear down the buildings, make it a park, call it Sampson, let it be a || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
land_mag_1830_554083.txt-544-29_land_mag_1996_383207.txt-10-10,Closely Related,"Georgia remonstrated against it on the single ground, that it belonged to her, as a separate State, to treat with Indians occupying a part of the land within her chartered limits. || After service in the U.S. Army, Jimmy worked on land for"
land_mag_1835_565135.txt-63-10_land_news_1991_619078.txt-39-3,Distantly Related,"On one side, the river is continually forming new land || When the feathers land, some piles will be bigger than others. """
land_mag_1835_565135.txt-63-10_landing_fic_1971_782006.txt-4830-4,Unrelated,"On one side, the river is continually forming new land || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke."
land_mag_1847_524602.txt-267-1_landing_fic_2002_46815.txt-448-22,Unrelated,"The land was hung in crape, and one convulsive sob shook the heart of the nation. || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
land_mag_1847_555508.txt-399-52_landing_fic_2002_46815.txt-448-22,Distantly Related,"Ireland // itself, wretched, starving Ireland, is owned, as it were, in counties, by the English and Irish nobility and gentry; it is carved out into monster estates, which are leased piecemeal to middlemen and great farmers, who again subdivide and underlet the land which they hire, till the division is brought down to the little conacre patches of the miserable peasants. || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
land_mag_1852_504526.txt-390-17_lands_fic_1848_7186.txt-1065-7,Closely Related,"Many animals were seen at different times in the vicinity of the sea, some on the land, and others flying freely over the water. || The God of Blood, in some lands, demanded the offerings of an lnquisition, pledged to do the works of hell on earth, on the victims of persesution, slain without mercy on the battle fields of bigotry."
land_mag_1855_566598.txt-331-135_land_nf_1827_747582.txt-989-47,Closely Related,"He talks of a class of men who play upon the public sympathies, who make a trade of philanthropy and live by it, whose benevolence is according to their mere instincts and sensibilities, and without regard to God's comprehensive government is always exclusively on one side, and that the side of crime, lawlessness, and violence-who are spreading abroad a new visionary philosophy and literature which subject scripture to the interpretation of the intuitional reason, and corresponding impulses of a romantic sensibility, and plead for the boasted dignity and perfectibility of man, and set up his imaginary rights above his duties, and his happiness above his virtue; who are encouraged by selfish and time-serving politicians, and are doing much mis- chief iu the land. || The power here given to define a felony at sea, implies an admission, that if such a power were not given, Congress would be excluded the use of the power altogether; and it further implies, that the power of defining felonies on land, solely and exclusively belongs to the States."
land_mag_1961_491959.txt-98-3_lands_mag_1988_339648.txt-4-20,Closely Related,"The piece of land she bought was far out in the suburbs of Tokyo, but at a place from which her husband could commute conveniently to the factory where he worked. || His 1988 itinerary has featured revival meetings, drop-ins at both U.S. political conventions and breakthrough tours in two Communist lands."
land_mag_1980_491790.txt-104-15_landing_fic_1960_4460.txt-179-3,Distantly Related,"But her last words were, ' I 'm dying a stranger in a strange land. ' || Now about the landing tonight -- "" "" You mean the spaceship's coming"
land_mag_1980_491817.txt-105-22_landing_nf_1837_755525.txt-1321-24,Closely Related,"Sooner or later visitors to the peninsula ascend Franklin Point on the incline and look down on the vista of sea and land from where Sir John Franklin stood in 1802 on his epochal voyage of discovery. || At an early hour, the whole city was in motion; almost every man, woman and child was preparing to witness the landing of their much respected guest."
land_mag_1989_329755.txt-2-17_land_fic_1966_10481.txt-1732-17,Closely Related,"Meanwhile, the Reagan era became famous for skyrocketing maximum wages as greed became fashionable throughout the land. || Barbarians ' were allowed to build warehouses andTAI-PAN (72) BOOK Ifactories on a plot of land half a mile by two hundred yards at Canton; ' barbarians ' were totally confined to this walled-in area -- the Canton Settlement -- andcould stay only for the winter shipping season -- September until March -- when they must leave and go to Macao."
land_mag_1989_329755.txt-2-17_land_mag_1855_566598.txt-331-135,Identical,"Meanwhile, the Reagan era became famous for skyrocketing maximum wages as greed became fashionable throughout the land. || He talks of a class of men who play upon the public sympathies, who make a trade of philanthropy and live by it, whose benevolence is according to their mere instincts and sensibilities, and without regard to God's comprehensive government is always exclusively on one side, and that the side of crime, lawlessness, and violence-who are spreading abroad a new visionary philosophy and literature which subject scripture to the interpretation of the intuitional reason, and corresponding impulses of a romantic sensibility, and plead for the boasted dignity and perfectibility of man, and set up his imaginary rights above his duties, and his happiness above his virtue; who are encouraged by selfish and time-serving politicians, and are doing much mis- chief iu the land."
land_mag_1989_329755.txt-2-17_land_mag_1961_491959.txt-98-3,Distantly Related,"Meanwhile, the Reagan era became famous for skyrocketing maximum wages as greed became fashionable throughout the land. || The piece of land she bought was far out in the suburbs of Tokyo, but at a place from which her husband could commute conveniently to the factory where he worked."
land_mag_1989_329755.txt-2-17_lands_fic_1973_16200.txt-246-1,Unrelated,"Meanwhile, the Reagan era became famous for skyrocketing maximum wages as greed became fashionable throughout the land. || It lands on a girl at the next table."
land_news_1991_619078.txt-39-3_land_mag_1989_329755.txt-2-17,Distantly Related,"When the feathers land, some piles will be bigger than others. "" || Meanwhile, the Reagan era became famous for skyrocketing maximum wages as greed became fashionable throughout the land."
land_news_1991_619078.txt-39-3_landing_fic_1971_782006.txt-4830-4,Unrelated,"When the feathers land, some piles will be bigger than others. "" || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke."
land_news_1991_619078.txt-39-3_landing_fic_1982_10699.txt-8325-2,Closely Related,"When the feathers land, some piles will be bigger than others. "" || On the landing she's waiting patiently; a girl without a calendar."
land_news_1991_619078.txt-39-3_landing_mag_1981_297525.txt-19-17,Closely Related,"When the feathers land, some piles will be bigger than others. "" || Simultaneously, local operatives in the Southeast China port of Swatow, the city near the planned landing, made hundreds of area photographs and closely monitored local Chinese security forces."
land_news_1991_619078.txt-39-3_landing_mag_1981_297525.txt-19-17,Identical,"When the feathers land, some piles will be bigger than others. "" || Simultaneously, local operatives in the Southeast China port of Swatow, the city near the planned landing, made hundreds of area photographs and closely monitored local Chinese security forces."
land_news_1991_619078.txt-39-3_landing_nf_1856_755595.txt-102-5,Closely Related,"When the feathers land, some piles will be bigger than others. "" || The day previous to our landing was a Sunday, and I was pleased to observe the decorum which pervaded the ship."
land_nf_1829_751465.txt-3079-38_landing_nf_1856_755595.txt-102-5,Unrelated,"The Catholic army (says Antonio Agapida) entered Moclin in solemn state, not as a licentious host intent upon plunder and desolation, but as a band of Christian warriors coming to purify and regenerate the land. || The day previous to our landing was a Sunday, and I was pleased to observe the decorum which pervaded the ship."
land_nf_1829_751465.txt-3079-38_lands_fic_2004_780501.txt-2632-1,Distantly Related,"The Catholic army (says Antonio Agapida) entered Moclin in solemn state, not as a licentious host intent upon plunder and desolation, but as a band of Christian warriors coming to purify and regenerate the land. || He lands, head first, sprawling into the cops and knocking about half of them off their feet."
land_nf_1839_747610.txt-2459-90_land_fic_1835_7064.txt-1327-9,Closely Related,"New England Rum at 3 s 10 d a gallon by the hogshead or barrel, exclusive of 13 s 4 d for the hogshead, or 4 s for the barrel, and 4 s 6 d by the single gallon, at the town where the same is distilled, and so in like proportion for smaller quantities, according to the old and approved customs for retailing smaller quantities, allowing one penny each ten miles for every gallon that has been or shall be transported by land from the place of distillery. "" || Oh that I had been born in such a land!"
land_nf_1857_753133.txt-2537-89_landing_fic_1971_782006.txt-4830-4,Unrelated,"In fine, as it seems to me, there is nothing of the present case, in so far as appears by the questions presented, and the official reports and statement by which they are explained, except a convict of claim to two or three sectional subdivisions of land between different sets of preemptors, one set being avowed municipal preemptors, and the other professed agricultural preemptors, but both sets having in reality the same ulterior purposes in regard to the use of the land. || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke."
land_nf_1967_773779.txt-1593-10_Land_mag_2001_412021.txt-135-8,Closely Related,"For, first, property need not be constituted by land or material objects. || The investigators began quizzing him about the Holy Land Foundation."
land_nf_1967_774106.txt-667-17_land_fic_1842_9749.txt-2070-15,Closely Related,"The knights are satisfied; they can now rest assured that baronial government will not subvert their land tenures. || Sir Ronald Thou art soaring away, beautiful bird, Upon thy pinions into distant land, Bathing thy downy bosom's loftiest flight In welkin zephyrs."
land_nf_1967_774106.txt-667-17_lands_mag_1822_553415.txt-22-1,Distantly Related,"The knights are satisfied; they can now rest assured that baronial government will not subvert their land tenures. || He lands among us, falls into some circle, good or bad, as the case may be, hears them speak in strong terms of their party adversaries, is able to make none of that secret"
land_nf_1972_774324.txt-528-21_land_fic_1976_13997.txt-477-8,Closely Related,"Products Association told the Portland, Oregon Chamber of Commerce last March: Nature has its own way of limiting the land base for producing forests, but in recent years nature has suddenly acquired some ardent helpers. || ELLA I 'm selling the house, the land, the orchard, the tractor, the stock."
land_nf_1973_773528.txt-286-11_land_mag_1836_554422.txt-221-14,Closely Related,"development of an economic surplus, the differential possession of the land and its fruits became an additional criterion for evaluating families and individuals. || It is his inheritance, secured to him not by the laws of the land, but by the common consent of mankind."
landing_fic_1960_4460.txt-179-3_land_nf_1972_774324.txt-528-21,Distantly Related,"Now about the landing tonight -- "" "" You mean the spaceship's coming || Products Association told the Portland, Oregon Chamber of Commerce last March: Nature has its own way of limiting the land base for producing forests, but in recent years nature has suddenly acquired some ardent helpers."
landing_fic_1982_10699.txt-8325-2_landing_fic_1971_782006.txt-4830-4,Identical,On the landing she's waiting patiently; a girl without a calendar. || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke.
landing_fic_1984_10725.txt-353-6_land_news_1991_619078.txt-39-3,Identical,"If the NEACP was destroyed on landing, the United States would lose its ability to respond properlyto a Soviet attack. || When the feathers land, some piles will be bigger than others. """
landing_fic_1984_10725.txt-353-6_landing_fic_2002_46815.txt-448-22,Closely Related,"If the NEACP was destroyed on landing, the United States would lose its ability to respond properlyto a Soviet attack. || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
landing_fic_2009_36915.txt-36-5_landing_fic_1984_10725.txt-353-6,Identical,"At the end of its landing roll, the plane reversed direction and lurched to a stop. || If the NEACP was destroyed on landing, the United States would lose its ability to respond properlyto a Soviet attack."
landing_fic_2009_36915.txt-36-5_landing_nf_1995_777121.txt-337-16,Identical,"At the end of its landing roll, the plane reversed direction and lurched to a stop. || I looked up and stood dumbstruck to see an actual airplane come stuttering down to a landing - just like in the movie Wings."
landing_mag_1981_297525.txt-19-17_landing_fic_1971_782006.txt-4830-4,Closely Related,"Simultaneously, local operatives in the Southeast China port of Swatow, the city near the planned landing, made hundreds of area photographs and closely monitored local Chinese security forces. || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke."
landing_mag_1981_297525.txt-19-17_landing_fic_1982_10699.txt-8325-2,Closely Related,"Simultaneously, local operatives in the Southeast China port of Swatow, the city near the planned landing, made hundreds of area photographs and closely monitored local Chinese security forces. || On the landing she's waiting patiently; a girl without a calendar."
landing_mag_1981_297525.txt-19-17_landing_fic_2002_46815.txt-448-22,Distantly Related,"Simultaneously, local operatives in the Southeast China port of Swatow, the city near the planned landing, made hundreds of area photographs and closely monitored local Chinese security forces. || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
landing_nf_1856_755595.txt-102-5_landing_fic_1960_4460.txt-179-3,Identical,"The day previous to our landing was a Sunday, and I was pleased to observe the decorum which pervaded the ship. || Now about the landing tonight -- "" "" You mean the spaceship's coming"
landing_nf_1856_755595.txt-102-5_landing_fic_2002_46815.txt-448-22,Distantly Related,"The day previous to our landing was a Sunday, and I was pleased to observe the decorum which pervaded the ship. || What length of time was required for him to amass sufficient daring to venture the narrow flight of stairs to the attic landing I can't say."
landing_nf_1988_773439.txt-1368-15_land_fic_1843_8106.txt-268-59,Distantly Related,"One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar). || Few suns set on that dismal scene, My wounds were still unsear'd and green, When thundering on with trump and drum, I heard again the war-horse come, Like gathering tempest, big and black, That through the forest wings its track, Sweeping and tearing all that stand, And desolating wood and land."
landing_nf_1988_773439.txt-1368-15_land_mag_1836_554422.txt-221-14,Distantly Related,"One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar). || It is his inheritance, secured to him not by the laws of the land, but by the common consent of mankind."
landing_nf_1988_773439.txt-1368-15_landing_fic_1960_4460.txt-179-3,Identical,"One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar). || Now about the landing tonight -- "" "" You mean the spaceship's coming"
landing_nf_1988_773439.txt-1368-15_landing_fic_1971_782006.txt-4830-4,Closely Related,One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar). || They reached the last landing and then the inner courtyard and now they saw why they had not been challenged yet: fires had broken out following the explosions and the courtyard was filled with black smoke.
landing_nf_1988_773439.txt-1368-15_landing_fic_1982_10699.txt-8325-2,Closely Related,One of the // great achievements of Omayyads was the conquest of Spain following the landing of their famous General Tarik on a rock now bearing his name (Jabal-al-Tarik meaning the mountain of Tarik ' or Gibraltar). || On the landing she's waiting patiently; a girl without a calendar.
lands_fic_1973_16200.txt-246-1_land_mag_2006_385056.txt-36-16,Unrelated,"It lands on a girl at the next table. || Unlike most of the western parks, which were carved out of vast holdings of federal land, Great Smoky Mountains National Park was stitched together from thousands of small tracts, including farms and villages that had existed for a century or more."
lands_fic_1973_16200.txt-246-1_landing_fic_1984_10725.txt-353-6,Identical,"It lands on a girl at the next table. || If the NEACP was destroyed on landing, the United States would lose its ability to respond properlyto a Soviet attack."
lands_fic_2004_780501.txt-2632-1_land_news_1991_619078.txt-39-3,Identical,"He lands, head first, sprawling into the cops and knocking about half of them off their feet. || When the feathers land, some piles will be bigger than others. """
lands_mag_1822_553415.txt-22-1_land_news_1991_619078.txt-39-3,Identical,"He lands among us, falls into some circle, good or bad, as the case may be, hears them speak in strong terms of their party adversaries, is able to make none of that secret || When the feathers land, some piles will be bigger than others. """
lands_mag_1849_525090.txt-128-63_land_mag_1973_280583.txt-9-4,Identical,"taken place within the last thirty years is said to be gre ' * ter than the whole averaqe product of the land of this country, and that increase has been obtained by the application of l'bor to the extent of twenty, forty, eighty, or one hundred shillings per acre; being less than the cost of the wild lands of the West to the settler, if we estimate his actual expenditure from the time he sets out on his pilgrimage until he is enabled to clear and cultivate as much as enables him to obtain subsistence for himself and his family, and 38 Jan., // provide a proper shelter for them. || Most of the flat land in the mountainous nation has long since been given over to cities and needed farms; by necessity, many greens have been put on hillsides, where they result in the destruction of forests, blocked streams and erosion. """
lands_mag_1856_590811.txt-254-15_land_nf_1967_774106.txt-947-20,Closely Related,"This practice created a class of tenants, or compelled the colonists to buy their lands of the large owners; it also made great || Many aspects of feudal law were submerged, but the ideas of property survived and became the basis of English land law that was worked out in the thirteenth and fourteenth centuries."
lands_mag_1988_339648.txt-4-20_land_nf_1967_773779.txt-1593-10,Closely Related,"His 1988 itinerary has featured revival meetings, drop-ins at both U.S. political conventions and breakthrough tours in two Communist lands. || For, first, property need not be constituted by land or material objects."
lands_nf_1833_747581.txt-1705-5_land_fic_1970_14238.txt-1302-4,Identical,"It further declared that all lands should be held in free and common socage according to the tenure of East Greenwich in England; that in all criminal cases there should be a trial by jury; that estates of femes covert should be conveyed only by deed upon privy examination; that wills in 1 1 Chalmers's Annals, 579, 580. a 1 Chalmers's Annals, 581, 583; Smith's New York, 123, 125, 126 72, 75. || BEN CAMPBELL It's land Chief White Eyes gave them, Colonel."
lass_fic_1818_7631.txt-309-6_lasses_mag_1834_564618.txt-134-9,Identical,"You may present the furious little lass With her own image in a looking glass -- Tell her the passion which her peace annoys, Disturbs her person, and her mind destroys, Can only serve to make her tortur'd breast An emblem of a raging hornet's nest; Her friends will || said they did; then says I, the lasses are the more fools to let them."
lass_fic_1838_7086.txt-2825-11_lasses_fic_1835_7272.txt-1859-68,Identical,"but you are a father, with a tight, pretty lass of your own; what cares an old widower for bright een and sunny hair? || It seemed to have struck a sympathetic chord in the countryman; for drawing near the good woman, whose exterior expressed very little resemblance to the gentle emblem by which she had chosen to personify herself, he said, kindly smiling, "" Bring me a knife, mother, and I'll give you a slice of butter to garnish your tea-table when your comely lasses come home. """
lass_fic_1849_5168.txt-4805-6_lass_fic_1835_7334.txt-1483-49,Identical,"' You're a gay old lass, ' said the Dead Man, without availing himself of the old lady's kind permission -- ' you have been a ' high one ' in your time, but your day is nearly over. ' || In a few minutes more another made a kind of circuit round the room, and passing near him, dropped a small piece of paper into his hand, and scarcely had he put away the first before another billet was dropped at his feet as a gay lass brushed by him, saying she was going to peep out the door to see if papa was coming."
lass_fic_1860_9791.txt-1180-27_lasses_fic_1835_7272.txt-1843-27,Identical,""" Then, if content to have your retirement broken in upon, all your household upset, and your immutable decrees turned topsy-turvy by a romping lass and an angelic gentleman, what did you seek it for? "" || As he approached Broadway, however, the sounds of life and busy movement reached his ear, and he saw half a dozen young lads and lasses issue from a house on his left, dressed in their Sunday gear"
lass_fic_1965_780078.txt-2158-5_lasses_fic_1846_4464.txt-1316-28,Identical,"But dalliance with a lovely lass Far surpasses these. || from the country, and to stare at the uncouth and sturdy forms of the farmers, or admire the black eyes and merry faces of the country lasses."
lass_fic_1974_10593.txt-3510-10_Lass_news_1976_732547.txt-14-10,Undecidable,"I was trying to keep from being a wee dirty lass. || the Editor: In a recent Op-Ed article, Abraham Lass, a retired high-school principal, recalled with fondness the school system he knew, a system that he says "" rewarded me and my colleagues for what we knew,."
lass_fic_1987_782033.txt-1026-16_lassi_fic_1998_43328.txt-535-10,Unrelated,"It was warm in the greenhouse, and his companion, Annie, a buxom country lass, had prevailed upon the good constable to bring a picnic hamper. "" || The waiter popped back up with their pitcher of apricot lassi."
lass_fic_1993_1040075.txt-3386-3_lass_fic_1974_780164.txt-1256-32,Identical,"Is this the lass I used to bounce on my knee? || If the young laird fired that pistol, "" Angus said, "" he meant not to hit you, but only to frighten, else you would be dead now, lass."
