annotation_lbl,category,sentence
circling_fic_1960_10398.txt-5951-5_Circling_fic_1852_8028.txt-398-39,Distantly Related,"Knau and I will keep circling to the right. || -- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you!"
circling_fic_1960_10398.txt-5951-5_circled_fic_1973_10569.txt-2907-9,Distantly Related,Knau and I will keep circling to the right. || A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills.
circling_fic_1964_10451.txt-458-31_circle_fic_2007_52345.txt-225-12,Distantly Related,"Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to "" keep everyone properly placed. "" || Yet, there is something, some emotion they all seem to circle but never successfully describe about the pain of their lives that, Anita feels certain, just might be the point."
circling_fic_1964_10451.txt-458-31_circling_fic_1831_8376.txt-725-32,Distantly Related,"Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to "" keep everyone properly placed. "" || Tall spire, and glittering roof, and battlement, And banners floating in the sunny air, And white sails o'er the calm blue waters bent, Green isle, and circling shore, are blended there, In wild reality."
circling_fic_1965_780079.txt-1535-10_circled_fic_2005_780526.txt-2258-12,Distantly Related,"He did not stop moving, but kept circling, circling, knees bent, in a kind of squat; as he passed the table he seized a bottle by the neck and broke it in half -- crack -- on the table edge, and kept moving. || Over the threshold is a holoform: a pig with wings, circled by the legend "" Hog Heaven!"
circling_fic_1974_10588.txt-478-28_circle_fic_1833_7028.txt-1089-12,Distantly Related,"By the time Sam had give up and noticed what I was doing, I was a hundred yards off and going brisk, and the burro was circling off south of us both, his pack tree waggling. || Acquirement thus made will feed itself: circle will be added to circle by the strengthening impulse of gratified curiosity: the conformity to nature will make the acquisition more substantial and the"
circling_fic_1974_10588.txt-478-28_circling_fic_1847_7152.txt-1569-4,Distantly Related,"By the time Sam had give up and noticed what I was doing, I was a hundred yards off and going brisk, and the burro was circling off south of us both, his pack tree waggling. || came a broad and circling glare, blinding the pale daylight; a sharp stunning roar, succeeded by an awful rushing sound -- and the rocks reeled like drunken men!"
circling_fic_1978_10634.txt-2489-8_circled_fic_1849_7216.txt-6245-4,Distantly Related,"Otis and Brady approached each other similarly; circling in small, glidingsteps, each moving opposite his opponent's crooked left arm, each one's left elbow down in front of his left ribs, each one's left hand extendedshoulder-high a foot, each one's right hand cocked back below his right cheek ready to attack or defend. || "" Then we have circled not the round reef wholly, "" said Babbalanja, "" but made of it a segment."
circling_fic_1989_10789.txt-1071-11_circling_fic_1849_7230.txt-2441-6,Closely Related,"Maybe he'd wake up still on the plane, still circling La Guardia Airport, sipping champagne. || ye lieges all advance, And circling join in merry Morrice dance. """
circling_fic_1994_54062.txt-687-3_Circled_mag_1840_554815.txt-207-38,Distantly Related,"More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circling_fic_1994_54062.txt-687-3_circled_mag_1856_590750.txt-21-18,Distantly Related,"More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog. || // From that war the feeble and once-despised navy of the United States came out "" its forehead circled and adorned by the laurels it had torn from the brow of the naval genius of England"
circling_fic_1994_54062.txt-687-3_circling_fic_1964_10451.txt-458-31,Closely Related,"More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog. || Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to "" keep everyone properly placed. """
circling_fic_2003_31844.txt-22-13_circling_fic_1849_7230.txt-2441-6,Distantly Related,"I could feel it coming, just as I could hear his motorcycle circling. || ye lieges all advance, And circling join in merry Morrice dance. """
circling_mag_1824_553520.txt-13-8_circling_fic_1849_7230.txt-2441-6,Closely Related,"By his Wild rule Of whirling vortices and circling spheres, ' he constructed the earth, the planets, the sun, and the heavens; and after such prodigies of execution, where is the // wonder, that he should affirm it to be within the compass of his power, having a quantity of matter and motion to produce an animal? ' || ye lieges all advance, And circling join in merry Morrice dance. """
circling_mag_1828_553925.txt-186-22_Circle_nf_2006_775510.txt-112-0,Distantly Related,"Then it rose, rocking to the surface; and, for a moment, was tossed and whirled like a bubble circling in the eddies of a pool. || Circle yes if it is your mother or father or a sibling (if a stepsibling, circle no) // Y / N Did this relative get the disease with a suspected genetic link before age sixty-five?"
circling_mag_1828_553925.txt-186-22_circled_fic_1978_782020.txt-1272-1,Closely Related,"Then it rose, rocking to the surface; and, for a moment, was tossed and whirled like a bubble circling in the eddies of a pool. || Janet circled him at a distance as though he might still be dangerous."
circling_mag_2007_388177.txt-3-28_circling_fic_1849_7230.txt-2441-6,Distantly Related,"Three hundred men and women sat swaying on tightly packed lines of folding chairs, eyes tightly clenched in trance-like ecstasy as they beckoned an unseen paramour with circling comehither hands. || ye lieges all advance, And circling join in merry Morrice dance. """
circling_news_1963_722897.txt-12-49_circling_nf_1849_749269.txt-626-4,Distantly Related,"A year and a half ago, Dr. Sternglass reported that, theoretically, he could account for all observed Properties of the simplest of a type of particle known as mesons, the so-called neutral pi meson, by assuming it to consist of an electron and positron circling each other in a tight orbit (0.0000000000001 centimeters in diameter) and at speeds near that of light. || he said again, circling back to his favorite maxim."
circling_nf_1849_749269.txt-626-4_circled_mag_1840_554815.txt-255-35,Distantly Related,"he said again, circling back to his favorite maxim. || A woman in distress affects most minds more strongly than a suffering angel; and this scene of purely human character served as a pretty touchstone, to try the sympathies of the many who circled the gallery."
circling_nf_1849_749269.txt-626-4_circling_mag_2005_377686.txt-9-27,Distantly Related,"he said again, circling back to his favorite maxim. || But critics wonder why the charter wasn't written long ago -- Cambone took the job in March 2003 -- and say the Pentagon appears to be circling its wagons to ensure that it doesn't lose any power."
circling_nf_1855_748479.txt-213-16_circled_fic_1845_7162.txt-1633-28,Distantly Related,"The Egyptians, like the Americans, were a mixed race, with some Negro blood circling around the throne, as well as in the mud hovels. || A broad-brimmed, low-crowned and long-napped white hat, set forth assuredly to the best advantage his rotund, rubicund, good-humored phiz; a clean white handkerchief circled his sturdy neck, on the volumnious folds of which reposed in placid dignity the mighty collops of his double chin."
circling_nf_1855_748479.txt-213-16_circled_nf_2005_776573.txt-14-1,Distantly Related,"The Egyptians, like the Americans, were a mixed race, with some Negro blood circling around the throne, as well as in the mud hovels. || We circled, underlined, and clipped with abandon."
donkey_fic_1856_7698.txt-435-19_donkeys_fic_1854_3384.txt-1965-12,Distantly Related,"The streets, too, through whose narrow, dusty track We ride in files, each on our donkey's back, When evening's shadow o'er the high gray walls, O'ertopped with oranges and olives, falls, And at each corner ' neath its roof of tiles, Hung with poor offerings, the Madonna smiles In her rude shrine so picturesque with dirt. || I have nothing to do with such milk-sop organizations, or the donkeys that draggle at their heels."
donkey_fic_1994_54030.txt-305-13_donkey_fic_1843_7208.txt-11924-17,Identical,"To some it sounds like a mob of crows, to others a donkey's bray. || The old doctrine was, that the soul of a philosopher might possess the body of a donkey; but it is an altogether new-fangled thing for the spirit of a Bakewell bull or a Merino to take up its residence in the body of a doctor of divinity, or that of a lecturer on Hygiene."
donkey_mag_1847_524175.txt-916-3_donkey_mag_1966_211235.txt-8-4,Distantly Related,"much of the donkey in them; for the stupidest brutes and the most enlightened demons agree in equally lacking docility and reverence. || There's a big donkey population in this country around this time of year. """
donkey_mag_1848_565755.txt-427-5_donkey_fic_1852_3609.txt-310-21,Unrelated,"I have had so many donkey frolics that I have almost cease (l laughing at donkey parties. || The man roared -- the guests laugh'd dog the bell rung: Coals, poker, and tongs, at the donkey were flung, Till the blows and the kicks, with combined demonstration, Convinced him that this was a bad speculation; So, mortified deeply, his footsteps deeply he, Hurt much in his mind, but still more in his body."
donkey_mag_1999_404075.txt-254-9_donkey_nf_1843_748690.txt-1154-34,Distantly Related,"As if from habit, hundreds of "" nodding donkey "" oil drills, their corroded gears whining in the wind, still scavenge the long-exhausted shoreline reserves, seeking to pump up one last stray molecule of hydrocarbon. || says the gypsy, and jumping upon its back, he puts it to its paces, first of all whispering something into its ears in Calo, and truly the paces of the donkey are most wonderful, such as I have never seen before. '"
donkeys_fic_1994_41307.txt-1046-52_donkey_fic_1848_7193.txt-1295-33,Identical,"I told her her body was rich and lovely but her mind was richer and lovelier and more durable -- for although she was partly of our kind, she was a mortal being, like you -- djinns and mortals can not produce an immortal scion, you know, as donkeys and horses can only produce a seedless mule. || -- The Doctor's visage was elongated beneath his wig, into a most refreshing solemnity, reminding you of some strange creation of fabulous history, linking the prominent characteristics of the donkey and the owl. """
donkeys_nf_1838_747482.txt-1930-7_donkey_mag_1999_404075.txt-254-9,Distantly Related,"-- 13 /z/ end a number of donkeys, upon which they take a wholesome exercise, and acquire the elements of equitation at three sous a ride. || As if from habit, hundreds of "" nodding donkey "" oil drills, their corroded gears whining in the wind, still scavenge the long-exhausted shoreline reserves, seeking to pump up one last stray molecule of hydrocarbon."
edge_fic_1822_7243.txt-5662-12_edges_fic_1856_3447.txt-6732-16,Closely Related,"-- The brightness is dimmed, discoloured; and upon its ragged edge, gouts of palpitating bloody flesh, are yet adhering -- Can it be that? || I was as far away from them as if pillowed on the clouds, whose silver edges crinkled round the moon."
edge_fic_1835_7172.txt-9351-26_edge_nf_1976_774399.txt-105-7,Distantly Related,"These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country. || Thus, in addition to having the edge in expertise over their civilian superiors, the chiefs also possess the advantages that come from longevity in a position."
edge_fic_1835_7172.txt-9351-26_edges_mag_1827_553853.txt-237-20,Distantly Related,"These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country. || When within fifty yards of this cavern, on looking up, he found himself under the drop from the edges above. '"
edge_fic_1836_7052.txt-121-7_edge_news_1985_671429.txt-20-24,Distantly Related,"square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since. || I prefer the rainbow of brightly colored clothes, the gleam of complicated gadgets, the grimace of rugged athletes out there at the edge of their endurance."
edge_fic_1849_7230.txt-2372-16_edge_fic_1823_7249.txt-942-61,Distantly Related,"Zephyr, still loosely clinging to his foe, allowed himself to be dragged to the edge of the cliff, the opposite column shouting all the while their yells of triumph, when suddenly he untwisted his legs, threw a back somerset, wrenched himself free from Orson's clutches as he did so, and then stood on his feet at the head of his column, while his antagonist, who, with his whole party, had been tugging with might and main to drag their enemies to the brow of the precipice, now suddenly released from the opposing pressure, toppled backwards upon his men, who all fell one upon another, heels over head, down the steep side of the mount, rolling helter-skelter on each other, till they reached the marsh below, some of them even sousing themselves in the creek at the base of the hill, before the impetus of their descent || I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment."
edge_fic_1961_4758.txt-804-5_edge_mag_2003_399610.txt-496-37,Closely Related,"She was sitting on the edge of the bed, smiling down at him. || It was important to call it my own, and my father had agreed that I could, if I made a spillway with my fieldstone dam that would direct the slow trickle away from the lower edge of their gardens below"
edge_fic_1965_23823.txt-131-41_edge_fic_1836_7052.txt-121-7,Distantly Related,"So without ceasing to stir the dye Noona called out, "" Come on in, I hear you, "" and was surprised at how her voice turned out to be -- heavy and rough, with a little broken edge to it || square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since."
edge_fic_1966_10477.txt-5230-21_edge_fic_1995_53078.txt-343-9,Distantly Related,"After a period of time -- how long it was I couldn't say or even guess -- we began to edge up in the sky again and much later Captain Rampey began to make the turn back again, to wheel the Odessa Darling around in a huge slow arc in the sky. || In European history, Teddy Warner was the cutting edge."
edge_fic_1966_10477.txt-5230-21_edge_mag_1990_342665.txt-15-8,Distantly Related,"After a period of time -- how long it was I couldn't say or even guess -- we began to edge up in the sky again and much later Captain Rampey began to make the turn back again, to wheel the Odessa Darling around in a huge slow arc in the sky. || Gucci should be classic, but with an edge, "" she says. """
edge_fic_1971_10544.txt-8885-5_edge_fic_1823_7249.txt-942-61,Unrelated,"That gives them quite an edge, you know. || I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment."
edge_fic_1971_10544.txt-8885-5_edge_fic_1993_25008.txt-4285-5,Distantly Related,"That gives them quite an edge, you know. || They made it to the edge of the crowd, but something caused him to turn back."
edge_fic_1971_10544.txt-8885-5_edge_fic_2004_780511.txt-2666-15,Distantly Related,"That gives them quite an edge, you know. || BOTTOM OF HEXAGONAL TRAP DOOR PIT - DAY Hellboy tips a massive cogwheel over the edge."
edge_fic_1988_780085.txt-3328-6_edge_fic_1995_53078.txt-343-9,Distantly Related,"This thing will not take an edge, "" he exclaims. "" || In European history, Teddy Warner was the cutting edge."
edge_fic_2004_780511.txt-2666-15_edge_fic_1987_23990.txt-44-12,Distantly Related,"BOTTOM OF HEXAGONAL TRAP DOOR PIT - DAY Hellboy tips a massive cogwheel over the edge. || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edge_fic_2004_780511.txt-2666-15_edge_nf_1836_748113.txt-2066-7,Closely Related,"BOTTOM OF HEXAGONAL TRAP DOOR PIT - DAY Hellboy tips a massive cogwheel over the edge. || which shade will be lightest on that edge which is next to the wall and to the luminary, and darkest at that edge next to the middle of the column."
edge_fic_2007_34283.txt-0-19_edges_mag_2007_389382.txt-96-2,Distantly Related,"@@8283 Chapter One ' MY ANCESTORS WERE COUNTRY SQUIRES ' The village of Hutton Le Moors lies on the edge of the Yorkshire Moors, a dozen miles from the small town of Pickering. || The sharp edges of the deeply sculpted butter-knife-type bolt handle were uncomfortable to operate with bare hands, but buyers will be able to replace it with other shapes if they prefer."
edge_mag_1828_553921.txt-240-1_edge_fic_1823_7249.txt-942-61,Distantly Related,"// edge of herbs, roots, and waters, in any of the king's dominions, to minister in and to any outward sore, uncome, wound, apostemation, outward swellings or disease, any herbs, ointments, baths, pultess and emplasters, according to their cunning, ' or drinks for the stone, strangury, or agues, without suit, vexation, trouble, penalty, or loss of their goods. ' || I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment."
edge_mag_1851_525821.txt-323-0_edge_mag_1979_480129.txt-32-13,Distantly Related,"edge of a steep slope of this rubbish, sending the stones at every step rolling and bounding into the depth below. || It has been estimated that one-fourth of the world now lives on this edge of survival."
edge_mag_1979_480129.txt-32-13_edge_mag_1848_565770.txt-45-29,Distantly Related,"It has been estimated that one-fourth of the world now lives on this edge of survival. || are now in what may be called the paradise of that part of the country between Bent's Fort and San Miguel; and yet he who leaves the edge of the Canadian, or its tributaries, must make a good day's march to find food, water, or grass. """
edge_mag_1981_297437.txt-5-20_edge_fic_1835_7172.txt-9351-26,Distantly Related,"Its purpose: to send a red alert to Americans and their allies that the U.S.S.R. is gaining a military edge over the West. || These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country."
edge_mag_1993_395881.txt-39-29_edge_nf_1982_774241.txt-233-34,Closely Related,"Listening to them in the pre-dawn dark, the lone satellites circling in erratic orbits on the ridges of the herd bull's canyon, we sneaked to the edge of the meadow where the herd fed, waiting there before shooting fight as sixteen elk fed like noisy shadows against the pale autumn grass until there was enough light to shoot. || Like all Poe's questing narrators, he welcomes his own annihilation, but the literary record he leaves behind him can take its readers only to the brink of the precipice, the edge of the whirlpool, for beyond that lies the ineffable."
edge_mag_2004_416046.txt-55-2_edge_fic_1987_23990.txt-44-12,Distantly Related,"ski on edge, and you'll end up on your arse. || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edge_mag_2004_416046.txt-55-2_edge_fic_1995_53078.txt-343-9,Distantly Related,"ski on edge, and you'll end up on your arse. || In European history, Teddy Warner was the cutting edge."
edge_mag_2005_424824.txt-73-5_edge_mag_1990_342665.txt-15-8,Closely Related,"enough give to take the edge off bumps while not actually absorbing them like a longer-travel bike would. "" || Gucci should be classic, but with an edge, "" she says. """
edge_mag_2006_397778.txt-93-8_edge_news_1966_726006.txt-25-15,Distantly Related,"SCOTT JONES CIRCA 1978 Always on the cutting edge, Scott Jones, CEO of Indy Robotics, is moving full speed ahead in developing an unmanned, fully autonomous robotic vehicle that boasts wide-ranging applications -- from the way we travel, the way firefighters enter burning buildings, the way bomb squads search for explosive devices, the way we till our fields, and many others. || Republicans have a practical reason for not trying to upset the tradition of a 2-to-1 edge for the majority In the Rules Committee."
edge_news_1966_725407.txt-30-6_edge_fic_1995_53078.txt-343-9,Unrelated,"But the Rangers hold a 3-2 edge in the five times the two teams have met in cup finals since 1894. || In European history, Teddy Warner was the cutting edge."
edge_news_1985_671429.txt-20-24_edge_fic_1835_7172.txt-9351-26,Distantly Related,"I prefer the rainbow of brightly colored clothes, the gleam of complicated gadgets, the grimace of rugged athletes out there at the edge of their endurance. || These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country."
edge_news_1985_671429.txt-20-24_edge_fic_1987_23990.txt-44-12,Distantly Related,"I prefer the rainbow of brightly colored clothes, the gleam of complicated gadgets, the grimace of rugged athletes out there at the edge of their endurance. || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edge_news_1994_614359.txt-31-5_edge_fic_1987_23990.txt-44-12,Distantly Related,"In search of that competitive edge, he says, boomers are enrolling their kids in everything from sports to glee clubs, giving them violin lessons, batting lessons, tutors, even getting some to take College Board exams for practice as early as age 13. || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edge_nf_1821_749178.txt-2092-9_edge_fic_1845_7170.txt-8285-6,Closely Related,"He proceeded very well till he got to the edge of the pond, where an inclination to the || They sat down together upon the edge of the bed. """
edge_nf_1823_747803.txt-436-30_edge_fic_1845_7316.txt-2581-17,Distantly Related,"They took this oppor tunity to rob the tombs; and with loud infernal laughter, to strip the dead of their habiliments of death; and would try the edge of their swords on dead bodies; and on some while yet breath ing. || Selonee came within sight of their back settlements, and seated himself upon a log at the edge of the forest with his back carefully turned towards the smoke of the camp."
edge_nf_1827_747521.txt-883-28_edge_fic_1967_10486.txt-2261-15,Distantly Related,"; then join A F, F G, and G H, and describe the pa-abohcal parts A I, and K H, and the under edge of the falling mould will be completed; the upper edge will be formed by drawing a line parallel to it, equal to the thickness of the rail. || That year he had lived in a third-story room in a wooden house on the edge of Cambridge."
edge_nf_1827_747521.txt-883-28_edge_fic_1988_780085.txt-3328-6,Distantly Related,"; then join A F, F G, and G H, and describe the pa-abohcal parts A I, and K H, and the under edge of the falling mould will be completed; the upper edge will be formed by drawing a line parallel to it, equal to the thickness of the rail. || This thing will not take an edge, "" he exclaims. """
edge_nf_1836_748113.txt-2066-7_edge_mag_1990_342665.txt-15-8,Distantly Related,"which shade will be lightest on that edge which is next to the wall and to the luminary, and darkest at that edge next to the middle of the column. || Gucci should be classic, but with an edge, "" she says. """
edge_nf_1836_748113.txt-2066-7_edges_news_1987_670107.txt-15-34,Closely Related,"which shade will be lightest on that edge which is next to the wall and to the luminary, and darkest at that edge next to the middle of the column. || Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges."
edge_nf_1841_747926.txt-651-45_edge_fic_1847_7194.txt-110-34,Identical,"Trees of medium and smaller size should be so interspersed with those of larger growth, as to break up all formal sweeps in the line produced by the tops of their summits, and occasionally, low trees should be planted on the outer edge of the mass, to connect it with the humble verdure of the surrounding sward. || It is built in the space between two colossal rocks; above it, far, far into the sky towers that wall of leaves; from its narrow door to the water's edge,"
edges_fic_1835_7281.txt-1358-22_edge_mag_1832_564345.txt-20-16,Closely Related,"The waning moon had just risen above the horizon, but was veiled by a mass of dense clouds, their silvered edges just giving the intimation of her sweet presence. || Just opposite to this, is Breakneck, which rises, almost perpendicularly, from the edge of the water, and seems the frowning guardian of the pass."
edges_fic_1851_1184.txt-816-10_edge_fic_1823_7249.txt-942-61,Distantly Related,"A look of soft happiness filled it; the thin edges of resolve melted before it. "" || I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment."
edges_fic_1853_4303.txt-4467-15_edge_nf_1823_747803.txt-436-30,Closely Related,"Cloth, extra, per set, $7.50; half calf, gilt, marbled edges, per set, $18.00; half Russia, gilt top, $21.00; || They took this oppor tunity to rob the tombs; and with loud infernal laughter, to strip the dead of their habiliments of death; and would try the edge of their swords on dead bodies; and on some while yet breath ing."
edges_mag_1827_553853.txt-237-20_edge_fic_1993_25008.txt-4285-5,Closely Related,"When within fifty yards of this cavern, on looking up, he found himself under the drop from the edges above. ' || They made it to the edge of the crowd, but something caused him to turn back."
edges_mag_1827_553853.txt-237-20_edges_news_1987_670107.txt-15-34,Closely Related,"When within fifty yards of this cavern, on looking up, he found himself under the drop from the edges above. ' || Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges."
edges_mag_1858_566917.txt-85-28_edge_fic_1995_53078.txt-343-9,Distantly Related,"Besides the distinctive common faith ' of evangelical Christians, Spurgeon preaches Calvinism too, sometimes ultra Calvinism, as it will be called, with all its edges and points, but in his use it has so much vitality that it may be accepted for the theology of the feelings ' by many who would question it || In European history, Teddy Warner was the cutting edge."
edges_mag_1858_566917.txt-85-28_edges_fic_1856_3447.txt-6732-16,Distantly Related,"Besides the distinctive common faith ' of evangelical Christians, Spurgeon preaches Calvinism too, sometimes ultra Calvinism, as it will be called, with all its edges and points, but in his use it has so much vitality that it may be accepted for the theology of the feelings ' by many who would question it || I was as far away from them as if pillowed on the clouds, whose silver edges crinkled round the moon."
edges_news_1987_670107.txt-15-34_edge_news_1985_671429.txt-20-24,Distantly Related,"Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges. || I prefer the rainbow of brightly colored clothes, the gleam of complicated gadgets, the grimace of rugged athletes out there at the edge of their endurance."
edges_nf_1827_747521.txt-918-0_edge_fic_2007_34283.txt-0-19,Closely Related,"edges of the falling mould, and it will give the form of the upper and under edges of the rail. || @@8283 Chapter One ' MY ANCESTORS WERE COUNTRY SQUIRES ' The village of Hutton Le Moors lies on the edge of the Yorkshire Moors, a dozen miles from the small town of Pickering."
edges_nf_1853_747976.txt-1622-22_edge_nf_1838_747585.txt-1283-14,Closely Related,"Dowelling is far superior to grooving and tonguing, because the cutting away the stuff to receive the tongue greatly weakens the edges of the joint, which are apt to curl. || In about four hours we saw, crossing the valley and stopping on the edge of the desert, a single Arab."
edging_nf_1851_747930.txt-141-2_edge_fic_1823_7249.txt-942-61,Distantly Related,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment."
edging_nf_1851_747930.txt-141-2_edge_mag_1990_342665.txt-15-8,Distantly Related,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || Gucci should be classic, but with an edge, "" she says. """
edging_nf_1851_747930.txt-141-2_edges_fic_1851_1184.txt-816-10,Distantly Related,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || A look of soft happiness filled it; the thin edges of resolve melted before it. """
face_fic_1827_7169.txt-1862-5_face_fic_1848_1108.txt-2103-17,Identical,"he gazed on the furrowed face of his parent; but the orbs of the old man were hot, burning, and dry as a fountain channel in the desert when the Simoon had passed -- a stern and melancholy darkness of mind was on them unbroken by a glimmer of light. || She had a kind of tender dignity in her dance, and the delicate beauty of her face translated itself into the grace of her movements."
face_fic_1844_8869.txt-920-11_face_fic_1854_9826.txt-2758-13,Closely Related,"Do we not see the trace of bitter tears upon the face that used to glow with smiles? || echoed the other, smiling still, but with a darkening of the face the while. """
face_fic_1845_7317.txt-2419-14_face_fic_1848_1108.txt-3120-24,Identical,"He gives them the same ornament which he so judiciously distributes over his own face, and the price of the article is necessarily enhanced to the citizen, by the employment of materials which the latter would much rather not have at all upon his purchases. || She laughed, for answer to her own question, and then with another sudden diversion she demanded of a look in Clementina's face which would not be laughed away, "" Well"
face_fic_1849_7192.txt-2073-17_face_mag_1834_554263.txt-165-90,Distantly Related,"pale, haggard and convulsed, as with sympathy or Remorse -- this face came with the face of the Poor Girl, and floated before the mental eye of the Unknown. || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
face_fic_1850_7171.txt-7910-28_face_mag_1834_554263.txt-165-90,Distantly Related,"Please, "" said Weasand, "" stand out of my light, the next time it comes; I want to get a look at Helskill's face. "" || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
face_fic_1851_2538.txt-4146-15_face_mag_1834_554263.txt-165-90,Distantly Related,"In this strange dress, and, I suppose, without washing her hands or face, she visited the magnificent court of Louis the Fourteenth. || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
face_fic_1853_9158.txt-1194-47_face_news_2004_617201.txt-34-2,Closely Related,"But for once the routiers kept faith -- the din ceased in the encampment, the lights went out one by one, and silence of dewy night fell over tent and bivouac as peacefully as if the deadliest of foes were not almost arrayed beneath it face to face. || In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce."
face_fic_1857_9075.txt-2983-36_face_mag_1834_554263.txt-165-90,Distantly Related,"Mabel and the boys gazed in silent satisfaction at the rapt and excited child, as, lost in the contemplation of this panorama of ocean, earth, and sky, she manifested in her face and gestures an extasy of delight such as words would have been powerless to express. || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
