annotation_lbl,category,sentence
bits_fic_1968_10498.txt-2290-1_bit_fic_1848_7193.txt-4338-5,Distantly Related,"Two bits, "" the old lady says. "" || "" Just read me a bit of fresh Court news, will you? """
bits_fic_1968_10498.txt-2290-1_bit_nf_1969_774314.txt-490-17,Unrelated,"Two bits, "" the old lady says. "" || Twisting is even as long as the heat is even, otherwise the hotter sections of the bit will twist more tightly than the cooler sections."
bits_fic_1968_10498.txt-2290-1_bits_fic_1982_10690.txt-4985-19,Unrelated,"Two bits, "" the old lady says. "" || Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits."
bits_fic_1968_23855.txt-157-35_bit_fic_1849_7231.txt-2627-10,Unrelated,"The vertical bands which were covered with plastic had worn and granulated under the demands of our press run, and we had spent a weekend wiping and washing off the silk screen and picking bits of plastic out of the ink and cursing and wasting paper and trying to get out enough readable copies of the paper to satisfy our subscribers. || The best of us are but sinful, and the bit will get between the teeth. """
bits_fic_1968_23855.txt-157-35_bits_nf_1837_757476.txt-537-19,Identical,"The vertical bands which were covered with plastic had worn and granulated under the demands of our press run, and we had spent a weekend wiping and washing off the silk screen and picking bits of plastic out of the ink and cursing and wasting paper and trying to get out enough readable copies of the paper to satisfy our subscribers. || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_fic_1969_10521.txt-5644-1_bits_nf_1837_757476.txt-537-19,Identical,"The bits of paper kept floating back into the toilet bowl and by the time she finally got rid of them it was light, and all the daisies in the garden had been snapped by the wind, and the concrete around the swimming pool was littered with fallen palm fronds. || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_fic_1972_5633.txt-170-12_bits_nf_1837_757476.txt-537-19,Identical,"And Mike wouldn't be satisfied until she was broken into little bits. || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_fic_1977_780161.txt-4109-6_bits_nf_1837_757476.txt-537-19,Closely Related,"Conversations drifted across his consciousness, bits of reality that could not find understanding in his overheated brain. "" || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_fic_1982_10690.txt-4985-19_bit_fic_1824_7285.txt-2633-26,Unrelated,"Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits. || The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him."
bits_fic_1982_10690.txt-4985-19_bit_fic_1846_556.txt-3541-8,Unrelated,"Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits. || It was, however, a highly fashionable bit of pasteboard, as became"
bits_fic_1982_10698.txt-560-9_bit_fic_1859_9037.txt-439-7,Closely Related,"It was freezing solid as it moved forward -- bits were breaking off like glass -- but it was still advancing toward the ship, a black tidal wave, slowing down all the time. || said the old lady, "" every bit and grain of my comfort is gone, "" and removing her spectacles she continued silently rubbing them through her apron till Ellen, who was standing at the window on tip-toe, announced that Jane Stilman was coming with her "" changeable silk on. """
bits_fic_1987_10755.txt-637-12_bit_fic_1843_7074.txt-991-19,Identical,"My hands were filthy, my fingernails caked with dirt, and bits of soil flew into my hair and stuck to my face as my burrowing became wilder still. || Mr. Brown then was nominated as cook; but as he insisted that he could cook "" never a bit of a male but only roast potatoes, "" and we had unluckily no potatoes stored, the important office was after due deliberation bestowed on the chairman himself."
bits_fic_1988_780054.txt-220-14_bit_fic_2007_33609.txt-17-5,Identical,"The tall, arching windows along the side walls were made of thousands of bits of colored glass fused together, pictures of paradise painted from fragments of pure light. || Mama only ate a little bit of the breast and some of the gravy."
bits_fic_2002_27923.txt-256-14_bit_fic_1840_7332.txt-1696-11,Identical,"Already, though, he had retrieved an interesting bit of previously uncollected knowledgetwo bits, if he counted the implication that the identity of the second group of attackers, unlike that of the first, was not unknown. "" || I say, stranger, here's a house -- a bit of a tavern, I suppose; yes, there are wagons -- and there's a light in the bar-room -- they be in"
bits_fic_2002_27923.txt-256-14_bit_fic_1960_23770.txt-175-8,Identical,"Already, though, he had retrieved an interesting bit of previously uncollected knowledgetwo bits, if he counted the implication that the identity of the second group of attackers, unlike that of the first, was not unknown. "" || With a napkin Mrs. Gamp wiped away a bit of deviled egg that she had spilled on her dress."
bits_fic_2002_27923.txt-256-14_bit_fic_1964_10453.txt-834-4,Unrelated,"Already, though, he had retrieved an interesting bit of previously uncollected knowledgetwo bits, if he counted the implication that the identity of the second group of attackers, unlike that of the first, was not unknown. "" || There's always a bit of money to be had for a worthy cause in Boston."
bits_mag_1832_554167.txt-358-41_bit_fic_1856_1552.txt-8126-21,Closely Related,"Some insects, disgusted with the insecurity of life and property on earth, deposit their eggs, so that their young may first see the light under water; the grubs provide a lodging with leaves, straws, or bits // of stone. || who was only thirty-four; and Miss Ellen whispered back, in reply: -- "" She hasn't the slightest bit of shame! """
bits_mag_1845_555339.txt-10-10_bit_fic_1832_9464.txt-182-10,Unrelated,"The surface seemed entirely covered with a discoloring substance resembling bits of chopped hay, with jagged ends, each || What hope is there of the quadruped's ever bearing bit or bridle, when even the want of food won't make him docile?"
bits_mag_1845_555339.txt-10-10_bit_news_1987_668817.txt-35-9,Unrelated,"The surface seemed entirely covered with a discoloring substance resembling bits of chopped hay, with jagged ends, each || If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, "" says Endo. """
bits_mag_1855_556100.txt-248-14_bit_fic_1964_10453.txt-834-4,Closely Related,"Much that is false in quality or strained in sentiment he mixes with occasional bits of truth, fresh and vigorous from Nature. || There's always a bit of money to be had for a worthy cause in Boston."
bits_mag_1974_316561.txt-5-12_bit_fic_1848_7193.txt-4338-5,Closely Related,"Dreamed up by Executive Producer Lewis Freedman, the series will describe bits of American history, data and errata, the momentous and the obscure. || "" Just read me a bit of fresh Court news, will you? """
bits_mag_1995_418713.txt-95-15_bit_fic_1848_7193.txt-9902-12,Identical,"Add remaining broth, wine, and pepper to pan; stir to scrape browned bits free Cover pan; simmer gently until gizzard is tender when pierced, about 1 1/2 hours. || And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco."
bits_mag_1995_418713.txt-95-15_bits_nf_1859_747504.txt-1366-77,Identical,"Add remaining broth, wine, and pepper to pan; stir to scrape browned bits free Cover pan; simmer gently until gizzard is tender when pierced, about 1 1/2 hours. || Over the first door are the words, "" Hopital des Foux, "" over the second, "" Hopital des Malades, "" and over the third, "" Hopital des Gueux "" Another caricature represented Law sitting in a large caldron, boiling over the flames of popular mad ness, surrounded by an impetuous multitude, who /z/ were pouring all their gold and silver into it, and receiving gladly in exchange the bits of paper which he distributed among them by handfuls."
bits_mag_2002_396786.txt-166-11_Bits_fic_1856_1281.txt-3685-0,Identical,"There was a type-vanilla inside a chocolate skin bumpy with small bits of nuts-that he especially craved; he rarely saw them for sale around Boston, and men in business suits don't eat popsicles anyway. "" || Bits of artificial flowers are strewn about the carpet, a shawl is seen thrown over one chair, a mantle over another; the light is half shut off-everything bears evidence of the gaieties of luxurious life, the sumptuous revel and the debauch."
bits_news_1982_671085.txt-4-24_bit_fic_1998_43216.txt-276-4,Closely Related,"They work and go home, and eat and sleep, and go to work again, to turn out plastic stationery products in bits and pieces. || I 'm feeling a bit faint from the heat, "" Lady Dustan said."
bits_nf_1849_748465.txt-1596-8_bit_fic_1848_7193.txt-4338-5,Closely Related,"the copies of architectural beauties, and small bits of landscape, by Messrs. || "" Just read me a bit of fresh Court news, will you? """
bits_nf_1853_747976.txt-1572-25_bit_fic_1848_7265.txt-153-9,Distantly Related,"The last form hut one tool, the stock being the handle, to the bottom of which may be fitted a variety of steel bits of different bores and shapes, for boring and widening out holes in wood and metal, as countersinks, rimers, and taper shell bits. || The boys had planted their feet on a little bit of an island, around which the water gurgled; and Clapham, turning his eyes from the brook to the wooded hills, lit up with a shower of golden light, said, "" Hal, is not this here brook a pretty kind of looking-glass? """
bits_nf_1853_747976.txt-1572-25_bits_fic_1833_7321.txt-3755-25,Unrelated,"The last form hut one tool, the stock being the handle, to the bottom of which may be fitted a variety of steel bits of different bores and shapes, for boring and widening out holes in wood and metal, as countersinks, rimers, and taper shell bits. || I have been to work on it ever since we was at the RipRaps; and tho ' it has been sometimes all pulled to bits, to git in some notions we didn't think on, yet it will look pritty slick, I tell you when it ' s done; and we will lay on paint enuf to kiver up all the cracks and seams."
bits_nf_1859_747504.txt-1366-77_bits_nf_1837_757476.txt-537-19,Identical,"Over the first door are the words, "" Hopital des Foux, "" over the second, "" Hopital des Malades, "" and over the third, "" Hopital des Gueux "" Another caricature represented Law sitting in a large caldron, boiling over the flames of popular mad ness, surrounded by an impetuous multitude, who /z/ were pouring all their gold and silver into it, and receiving gladly in exchange the bits of paper which he distributed among them by handfuls. || Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour."
bits_nf_1981_773908.txt-998-11_bit_fic_1840_7292.txt-1919-10,Unrelated,"Even this efficiency would give a usable capacity of 240 million bits per second. || Here, drink, and let your tongue have a bit of a holiday. """
bits_nf_1981_773908.txt-998-11_bit_fic_1855_9053.txt-1148-7,Unrelated,Even this efficiency would give a usable capacity of 240 million bits per second. || The snow had covered up every chance bit and chip; and she well knew that she could not hope for anything there.
bits_nf_1981_773908.txt-998-11_bit_nf_1837_757476.txt-3891-24,Unrelated,"Even this efficiency would give a usable capacity of 240 million bits per second. || Disperse among the pieces some very small bits of alum, each about the bigness of a grain of corn, and allowing one bit to every pound of the melon-rind."
bits_nf_1981_773908.txt-998-11_bit_nf_1969_774314.txt-477-2,Unrelated,"Even this efficiency would give a usable capacity of 240 million bits per second. || A simple bit is formed from a steel rod, upset and square-tapered on one"
bits_nf_1997_773513.txt-269-34_bit_fic_1964_10453.txt-834-4,Unrelated,"In an attempt to bring reality to the issue, I performed a study a few years ago to estimate traffic for various services by quantifying each service in terms of total number of bits per year. || There's always a bit of money to be had for a worthy cause in Boston."
bits_nf_1997_773513.txt-272-7_bit_fic_1849_7167.txt-913-19,Unrelated,"This came to only 300 x 1015 bits, much less than the traffic carried over the telephone network. || Joseph, "" said I, interrupting him, "" you'll spoil that book; here's a bit of paper, if you wish to make more calculations. """
bits_nf_1997_773513.txt-272-7_bit_fic_2004_32047.txt-132-6,Unrelated,"This came to only 300 x 1015 bits, much less than the traffic carried over the telephone network. || It doesn't suit her one bit, he decides, the hard rim of the bedpan digging into his coccyx."
bits_nf_1997_773513.txt-272-7_bit_news_1988_668951.txt-44-7,Unrelated,"This came to only 300 x 1015 bits, much less than the traffic carried over the telephone network. || We all get carried away a little bit with the importance of games, "" Judge Thomas said. """
bits_nf_1997_773513.txt-272-7_bit_nf_1969_774314.txt-476-11,Unrelated,"This came to only 300 x 1015 bits, much less than the traffic carried over the telephone network. || Essentially a drill is a scraping instrument, while the auger bit cuts and must therefore have a cutting edge."
bits_nf_1997_773513.txt-272-7_bits_fic_2002_27923.txt-256-14,Unrelated,"This came to only 300 x 1015 bits, much less than the traffic carried over the telephone network. || Already, though, he had retrieved an interesting bit of previously uncollected knowledgetwo bits, if he counted the implication that the identity of the second group of attackers, unlike that of the first, was not unknown. """
chef_fic_1827_7168.txt-1724-40_chef_fic_1827_7168.txt-915-10,Identical,", mellowness of finish, for it is coloured the very counterpart of the original, which brought five hundred louis at the auction of the famous collection of the Duc de Montmorenci, and is now one of the chef d'oeuvres in the gallery of the Luxemburgh -- bauble! || his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher."
chef_fic_1827_7168.txt-1724-40_chef_mag_1986_432289.txt-29-3,Unrelated,", mellowness of finish, for it is coloured the very counterpart of the original, which brought five hundred louis at the auction of the famous collection of the Duc de Montmorenci, and is now one of the chef d'oeuvres in the gallery of the Luxemburgh -- bauble! || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
chef_fic_1827_7168.txt-915-10_chef_fic_2005_50340.txt-357-17,Unrelated,"his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher. || Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant."
chef_fic_1827_7168.txt-915-10_chef_news_2007_637870.txt-20-6,Unrelated,"his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher. || Barber is no ordinary ' cue chef, either."
chef_fic_1827_7168.txt-915-10_chefs_fic_1846_544.txt-2808-20,Unrelated,"his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher. || A curious evidence of this was given in a remarkable ceremony in which I frequently saw Mehevi and several other chefs and warriors of note take part; but never a single female."
chef_fic_1835_7142.txt-815-43_Chef_fic_1995_39408.txt-349-5,Unrelated,"At the same time, that you may not remain ignorant of him who now addresses you, I shall -- although it be not absolutely called for -- display to you my commission, from the same hand, as major-general and chef d'escadron, during the pleasure of our glorious monarch Louis le Grand. "" || "" So, "" the Chef du Village says with a shrug, already scanning down the line. """
chef_fic_1835_7142.txt-815-43_chef_news_2007_637870.txt-20-6,Unrelated,"At the same time, that you may not remain ignorant of him who now addresses you, I shall -- although it be not absolutely called for -- display to you my commission, from the same hand, as major-general and chef d'escadron, during the pleasure of our glorious monarch Louis le Grand. "" || Barber is no ordinary ' cue chef, either."
chef_fic_1838_7250.txt-1671-18_chefs_nf_1977_774125.txt-1398-15,Identical,"The effect of this insinuating query had scarcely time to manifest itself, before Monsieur le directeur en chef, a choleric Frenchman, who made a profitable mixture of theatricals, ice cream, and other refreshments, suddenly appeared in the flat, foaming with natural anger at the results of the young gentleman's debut. || Now, Bocuse knows all this, and he is one of the most brilliant chefs in France."
chef_fic_1844_3928.txt-3841-15_chefs_fic_1843_7026.txt-476-36,Closely Related,"The gate was immediately opened, and Lieutenant Roche, accompanied by M. Leseur, chef de bataillon, bearing a flag of truce, followed the commandant to the Pavillon de l'Horloge, where stood the Duke of Nemours, pale with excitement, surrounded by generals. "" || These praises were not lost on the Canadian; though born and educated amidst the snows and forests of the St. Lawrence, he had wandered through the galleries of the Louvre, where all those chefs d'oeuvre were assembled, which, after the fall of Napoleon, were restored to the cities that bemoaned"
chef_fic_1848_1108.txt-1288-2_chef_news_1995_631270.txt-48-3,Undecidable,"What the chef said was of a piece with what had been more than once in Clementina's mind; but she had driven it out, not because it might not be true, but because she would not have it true. || Ever the practical chef, she pulls out store-bought pumpkin seeds to make pesto for the frittata when the zucchini she opens do not yield mature-enough seeds to roast."
chef_fic_1848_1108.txt-660-44_chef_fic_1827_7168.txt-915-10,Unrelated,"He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? "" || his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher."
chef_fic_1848_1108.txt-660-44_chef_nf_1977_774125.txt-1297-15,Identical,"He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? "" || The meaning was pretty clear, but Newsweek spelled it out, saying that the chef "" routinely expresses contempt for women in the kitchen."
chef_fic_1848_1108.txt-704-4_chef_nf_1977_774125.txt-1297-15,Identical,"You know how the chef always calls her the Boss? || The meaning was pretty clear, but Newsweek spelled it out, saying that the chef "" routinely expresses contempt for women in the kitchen."
chef_fic_1848_1108.txt-882-6_chef_fic_1848_1108.txt-660-44,Undecidable,"He came and stood beside the chef, who listened to the shoeman's flow of banter with a longing to take his chances with him. "" || He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? """
chef_fic_1848_1108.txt-886-11_chef_mag_1986_432289.txt-29-3,Identical,"said the shoeman, with an eye that dwelt upon the chef's official white cap and apron, "" You talk English, || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
chef_fic_1848_1108.txt-892-14_chef_mag_1986_432289.txt-29-3,Undecidable,""" I'll give you thutty-seven dollas and a half, "" said the chef. "" || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
chef_fic_1848_1108.txt-895-6_chefs_fic_2004_32588.txt-86-3,Undecidable,""" Well, "" said the chef, "" I'll raise you a dolla and a quahta. || the kitchen when chefs would let him get away with it. """
chef_fic_1848_1108.txt-902-6_chef_fic_2007_33461.txt-116-19,Identical,"This man, "" said the chef, indicating Fane, "" says you can tell moa lies to the square inch than any man out o ' Boston. "" || Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?"
chef_fic_1851_1184.txt-1851-6_chef_mag_2002_397228.txt-0-30,Identical,"You ought to have been a chef, Uncle William. || @@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost."
chef_fic_1963_780073.txt-930-21_chef_news_2006_629441.txt-92-6,Identical,"Then a swinging door slammed open in the adjacent dining room and a tall, villainous looking Italian in a soiled chef's cap barged in. "" || While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress"
chef_fic_1977_10626.txt-73-4_chef_fic_2005_50340.txt-357-17,Identical,"My congratulations to your chef, Sir Richard, "" Muller said, patting his great midriff affectionately like a pet dog. || Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant."
chef_fic_1992_40323.txt-77-14_chef_mag_1836_554393.txt-176-6,Unrelated,"Sherry Tualaulelei was instrumental in the conviction and thirty-three year imprisonment of the pastry chef's boss, Sinio "" Sally Comfort "" Conforte, who had "" borrowed "" a car to sneak out for a visit to his mistress. || He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo."
chef_fic_1995_39282.txt-307-1_chef_fic_1827_7168.txt-915-10,Unrelated,"The chef had cooked the tongue to perfection -- tender and not too done, just shy of bloody. || his tour, for his return was accompanied by sundry chef d'oeuvres of the Dutch artists, as is remembered to this day, from his unbounded liberality -- for in the generosity of his heart he bestowed on the Stadt one Amsterdam Apollo without a nose, moulded at the lime kilns in Overyssel; a Venus, cut by Edric Vanderkunderspuke, without a leg; and a Cupid and Psyche without heads but of admirable form, the one being dressed in a field marshal's uniform and the other in a hoop and stomacher."
chef_fic_1995_39282.txt-307-1_chef_fic_2007_33461.txt-116-19,Identical,"The chef had cooked the tongue to perfection -- tender and not too done, just shy of bloody. || Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?"
chef_fic_2000_28758.txt-105-13_chefs_nf_1977_774125.txt-1398-15,Identical,"As the entire group follows me downstairs toward the third floor, the chef -- Bongo from Venezuela via Vunderbahr, Moonclub, Paddy-O and MasaMasa -- lights a cigarette and lowers his sunglasses while trying to keep up with me. "" || Now, Bocuse knows all this, and he is one of the most brilliant chefs in France."
chef_fic_2003_27409.txt-227-20_chef_nf_1991_774072.txt-1394-40,Identical,"On the other hand, you never know what's in a chef's salad when you deal with this chef. "" || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
chef_fic_2005_50340.txt-357-17_chef_fic_1848_1108.txt-1271-6,Closely Related,"Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant. || Clementina stood expectant, but the chef smoked on as if that were all there was to say, and seemed to have forgotten her. """
chef_fic_2005_50340.txt-357-17_chef_nf_1991_774072.txt-1394-40,Identical,"Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant. || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
chef_fic_2008_36299.txt-94-1_chef_fic_1848_1108.txt-660-44,Undecidable,"The chef at the Four Seasons required a week's notice. || He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? """
chef_mag_1827_553811.txt-241-8_chefs_fic_1846_544.txt-2808-20,Closely Related,"That brave general added to his rank of chef de brigade that of adjutant general, and made him one of his family during the time he was at Rennes, the head quarters of the army destined for the invasion. || A curious evidence of this was given in a remarkable ceremony in which I frequently saw Mehevi and several other chefs and warriors of note take part; but never a single female."
chef_mag_1827_553811.txt-58-39_chef_mag_1836_554393.txt-176-6,Identical,"It was calculated to wring the heart of his aged and sorrowing parent, to give a triumph to a malignant faction, and to wound his honor as a soldier, for he held the commission of a chef de brigade, and of adjutant general in the French army, and had served as such. || He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo."
chef_mag_1831_563844.txt-522-33_chef_news_2007_637870.txt-20-6,Undecidable,"In a room, eight feet by six, which is entered by a door not four feet high, and is lighted by a window of about two feet square, the chef d'a? || Barber is no ordinary ' cue chef, either."
chef_mag_1834_564675.txt-91-45_chef_news_1995_631270.txt-48-3,Unrelated,"The poets of Rome sang her praises; the name of Athens was ever in the mouths of Horace and Virgil; and Cicero followed the crowd to learn the lessons of wisdom and taste, in the birth-place of genius, and among the chef d'euvres of art. || Ever the practical chef, she pulls out store-bought pumpkin seeds to make pesto for the frittata when the zucchini she opens do not yield mature-enough seeds to roast."
chef_mag_1836_554393.txt-176-33_chef_fic_2005_50340.txt-357-17,Identical,"He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo. || Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant."
chef_mag_1836_554393.txt-176-6_chef_mag_1986_432289.txt-29-3,Distantly Related,"He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo. || Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist."
chef_mag_1836_554393.txt-176-6_chef_mag_2002_397228.txt-0-30,Unrelated,"He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo. || @@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost."
chef_mag_1843_565236.txt-728-35_chef_mag_1836_554393.txt-176-6,Unrelated,"Yet in conformity with this estimate of the nature and rank of our author's genius, we are much inclined to regard the "" Posthumous Papers of the Pickwick Club, "" as his chef d'wuvre. || He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo."
chef_mag_1843_565236.txt-728-35_chefs_fic_2004_32588.txt-86-3,Unrelated,"Yet in conformity with this estimate of the nature and rank of our author's genius, we are much inclined to regard the "" Posthumous Papers of the Pickwick Club, "" as his chef d'wuvre. || the kitchen when chefs would let him get away with it. """
chef_mag_1845_565442.txt-141-14_chef_news_2006_623955.txt-26-1,Unrelated,"We feel as does an artist, when he sees rude hands marring a chef d'xuvre. || The chef makes "" noodles "" out of long chewy strips of cuttlefish and mounds them in the center of a burnished origami-like bowl with a julienne of daikon, burdock root stained orange to look like carrots, precise rounds of sliced okra, orange salmon eggs and sea urchin."
chef_mag_1845_565442.txt-141-14_chefs_fic_2004_32588.txt-86-3,Unrelated,"We feel as does an artist, when he sees rude hands marring a chef d'xuvre. || the kitchen when chefs would let him get away with it. """
chef_mag_1850_555680.txt-297-13_chef_mag_2002_397228.txt-0-30,Unrelated,"Louis Philippe was deposed and set aside as easily and quietly as any chef de bureau. || @@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost."
chef_mag_1860_567343.txt-87-1_chef_nf_1991_774072.txt-1394-40,Unrelated,"the chef d'oeuvre of ancient eloquence, and by a very interesting course of lectures on English Oratory. || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
chef_mag_1970_490700.txt-1377-6_chef_fic_2005_50340.txt-357-17,Identical,"We think he's the best chef in the world. || Jean-Paul had thrown together the food, though he rarely cooked at home: he was a chef now, in his father's restaurant."
chef_mag_1986_432289.txt-29-3_chef_fic_1848_1108.txt-660-44,Unrelated,"Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist. || He was a young man who much preferred a state of self-satisfaction to humiliation of any sort, and after he had endured Clementina's gaze as long as he could, he said, "" Perhaps you don't allow anybody but the chef to call you that? """
chef_mag_1986_432289.txt-29-3_chef_fic_2007_33461.txt-116-19,Identical,"Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist. || Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?"
chef_mag_1988_327176.txt-25-12_chef_nf_1991_774072.txt-1394-40,Identical,"helicopter, the yacht with a crew of 14, the personal chef, the Rolls-Royces, the thing Maxwell really values most is time. || A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef."
