annotation_lbl,category,sentence
attack_mag_1982_490856.txt-85-5_attacks_news_1991_612479.txt-40-20,Identical,"When I had my heart attack, in Cambridge, two years ago, my lease was up, and I told Mr. Braun I didn't know whether I'd be coming hack, but he held the place for me without a lease, and he didn't raise the rent. "" || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_mag_1984_299534.txt-14-19_attack_fic_1848_7009.txt-1181-32,Identical,"last August the government uncovered a military plot to end the war by killing Saddam Hussein in a bomb attack. || I gathered from him enough to convince me that my fears, which I have already spoken of, were true; and as I afterwards heard the facts of that fatal attack, I will here relate them to you. """
attack_mag_1984_299534.txt-14-19_attack_mag_1828_553929.txt-364-34,Distantly Related,"last August the government uncovered a military plot to end the war by killing Saddam Hussein in a bomb attack. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_mag_1986_432304.txt-168-36_attack_fic_1844_3928.txt-3118-8,Identical,"The Pentagon's shopping list for hardware would allow the Army to buy 840 Ml tanks and 870 Bradley fighting vehicles, the infantry's controversial new troop carrier; the Navy to get four new attack submarines, one Trident-missile sub, two cruisers, three guided-missile destroyers, various other ships and 120 F/A-18 aircraft, and the Air Force to buy 48 F-15 fighter planes, 216 F-16 aircraft and 21 C-5 cargo planes. || yelled the populace, but they made no attack."
attack_mag_1986_432304.txt-168-36_attacks_news_1991_612479.txt-40-20,Closely Related,"The Pentagon's shopping list for hardware would allow the Army to buy 840 Ml tanks and 870 Bradley fighting vehicles, the infantry's controversial new troop carrier; the Navy to get four new attack submarines, one Trident-missile sub, two cruisers, three guided-missile destroyers, various other ships and 120 F/A-18 aircraft, and the Air Force to buy 48 F-15 fighter planes, 216 F-16 aircraft and 21 C-5 cargo planes. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_mag_2000_368897.txt-14-26_attack_mag_1845_555245.txt-299-1,Distantly Related,"The most dangerous plaques are those prone to rupture; the explosive release of clotting factors and other cells into the blood can cause a heart attack. || The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed."
attack_mag_2000_368897.txt-14-26_attack_mag_1846_524014.txt-303-22,Distantly Related,"The most dangerous plaques are those prone to rupture; the explosive release of clotting factors and other cells into the blood can cause a heart attack. || By obliging him to put his mortars on shore, and to transport them some distance overland, we so delay his attack that our troops may be concentrated in great force to oppose his onset."
attack_mag_2001_416183.txt-158-8_attack_mag_1845_555245.txt-299-1,Closely Related,"This can happen abruptly in an acute angle-closure attack, or it can occur more insidiously in chronic angle-closure glaucoma. || The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed."
attack_mag_2004_365334.txt-2-9_attacks_news_1997_611600.txt-65-2,Distantly Related,"That puts them at elevated risk for a heart attack within five years. || Among the attacks involving Chili's family that will be probed at this week's hearings is that against Lerothodi Ikaneng, a defector from the football club who went to the Chili family for help and was a friend of Chili's son Sibusiso."
attack_mag_2005_379087.txt-0-11_attack_mag_1828_553929.txt-364-34,Distantly Related,"@@379087 For the next decade, whenever there is a terrorist attack anywhere in the world, there will be those blaming it on America: if only America had not been distracted from the war on terrorism by the war in Iraq, if only America had not stirred Muslim resentment and increased al-Qaeda recruitment by invading Iraq. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_news_1964_724184.txt-2-34_attack_fic_2009_36778.txt-461-18,Closely Related,"The Republican presidential nominee charged that Mr. Johnson's televised announcement of retaliatory United States air strikes on North Vietnam gave the Communists time in which they could have bolstered their defenses for the attack. || I didn't mean it to come out that harshly, but damn it, I felt under attack here."
attack_news_1965_724563.txt-1-1_attacks_mag_2007_387325.txt-12-20,Distantly Related,"political attack yesterday on Charles A. Buckley, who reH Isponded with a bitter attack on Senate Majority Leader! ' || At our clinic, and at other top heart clinics across the country, our patients almost never have heart attacks, "" Agatston says. """
attack_news_1965_724715.txt-15-7_attack_fic_1854_9193.txt-8301-13,Distantly Related,"Birdie Tebbetts may have bolstered the Cleveland attack by using Ray Barker, who went to camp on the Portland roster, at first base. || But then, the work itself, with the exception of a feeble attack now and then from the prolific pen of Skimmer, (who wrote for several publications,) was noticed by the press with favour."
attack_news_1967_726451.txt-39-2_attacks_fic_1853_9142.txt-2686-17,Distantly Related,"Faisal under attack With the exception of heavy Algerian and Sudanese involvement, the degree of other Arab militancy drops rapidly in direct proportion to distance from Israel. || I have been in the country a little more than three months; and have had several attacks of the fever."
attack_news_1968_727226.txt-22-9_attack_news_1994_606745.txt-26-26,Closely Related,"Angry Businessman The scope of the Justide Department's attack on interlocking directorates is suggested by one of its targets last month, Paul C. Cabot. || In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. """
attack_news_1968_727226.txt-22-9_attacks_news_1991_612479.txt-40-20,Distantly Related,"Angry Businessman The scope of the Justide Department's attack on interlocking directorates is suggested by one of its targets last month, Paul C. Cabot. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_news_1972_729986.txt-6-2_attack_fic_1968_781997.txt-4233-2,Closely Related,"After its attack on President Nixon's foreign policy, the agency transmitted a straightforward || The dreadful attack upon Crystal Knox had been the more dramatic aspect of it; but the fact that, even after that warning, Ted had actually been about to let himself be dragged into the vortex of the so-called "" Peace Party "" movement was, in Ceil's mind, far more fundamental and frightening"
attack_news_1972_729986.txt-6-2_attack_mag_1828_553929.txt-364-34,Identical,"After its attack on President Nixon's foreign policy, the agency transmitted a straightforward || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_news_1972_730368.txt-11-20_attack_fic_1856_2470.txt-7252-13,Identical,"Without such temperature sebsitivity, the vaccine viruses could well cause an infection at least as virulent as a natural attack. || commenced the life of a pioneer, and that, in a night attack, his cabin had been burned, his wife killed, and his son carried away by the savages."
attack_news_1982_671107.txt-19-96_attack_fic_1856_2655.txt-4746-13,Identical,"We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive || The public felt this event the more that its proximate cause was an attack made upon his brother's house by Paradisi, now imprisoned in the Castle of St. Angelo, pending a law process for proof of his accusations."
attack_news_1982_671107.txt-19-96_attack_mag_1854_555935.txt-131-30,Closely Related,"We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attack_news_1982_671107.txt-19-96_attacks_fic_1853_9142.txt-2686-17,Distantly Related,"We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive || I have been in the country a little more than three months; and have had several attacks of the fever."
attack_news_1982_671107.txt-19-96_attacks_news_1966_725841.txt-34-33,Identical,"We believe that the United States should pursue, on an urgent basis, serious strategic arms control negotiations consistent with the maintenance of overall parity with the Soviet Union, including, to the fullest extent possible: // - A mutual and verifiable freeze on the testing, production, and deployment of nuclear warheads, missiles and other delivery systems; // - Major, mutual, balanced and verifiable reductions of nuclear forces to lower equivalent levels, with special attention to destabilizing weapons that are vulnerable to or capable of preemptive attack; // - Strict adherence by both sides to all arms control agreements negotiated to date; // - Measures to prevent the use of nuclear weapons by each superpower, such as expanding political and technical mechanisms to reduce the risk of war by accident or miscalculation, including hot lines among nuclear weapons states and joint United States/Soviet stations to enhance the command and control of nuclear weapons systems; // - Systematic multilateral efforts, both political and technical, to restrain the reckless commerce in sensitive || They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam."
attack_news_1984_670941.txt-14-43_attack_fic_1858_1282.txt-1444-24,Distantly Related,"Some leaders, such as Jack Gravely, executive secretary of the Virginia branch of the National Association for the Advancement of Colored People, point out that Mr. Jackson, through his unwillingness in the primary season to compromise and his relentless attack on some party practices, has so changed the standards against which black political leadership is measured that things may never be the same. || Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero."
attack_news_1984_670941.txt-14-43_attacks_news_1997_611600.txt-65-2,Identical,"Some leaders, such as Jack Gravely, executive secretary of the Virginia branch of the National Association for the Advancement of Colored People, point out that Mr. Jackson, through his unwillingness in the primary season to compromise and his relentless attack on some party practices, has so changed the standards against which black political leadership is measured that things may never be the same. || Among the attacks involving Chili's family that will be probed at this week's hearings is that against Lerothodi Ikaneng, a defector from the football club who went to the Chili family for help and was a friend of Chili's son Sibusiso."
attack_news_1994_606745.txt-26-26_attack_mag_1845_555245.txt-299-1,Closely Related,"In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. "" || The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed."
attack_news_1998_626765.txt-4-8_attack_fic_1839_7024.txt-2377-9,Identical,"In 1835, when Ben Milam ordered an attack on San Antonio, one group refused to obey the order until Arnold could return from a scouting trip to lead them. || I thought I had just awoke, after the attack which was made upon me by the assassin, when I was on my way to Mr. Marisett's house."
attack_news_1998_626765.txt-4-8_attack_fic_1844_3928.txt-3118-8,Identical,"In 1835, when Ben Milam ordered an attack on San Antonio, one group refused to obey the order until Arnold could return from a scouting trip to lead them. || yelled the populace, but they made no attack."
attack_news_2001_661977.txt-17-13_attack_news_1998_626765.txt-4-8,Closely Related,"For nearly 16 years, Alabama's AIDS segregation policy was under legal attack by the American Civil Liberties Union and other groups. || In 1835, when Ben Milam ordered an attack on San Antonio, one group refused to obey the order until Arnold could return from a scouting trip to lead them."
attack_news_2001_661977.txt-17-13_attacks_news_2004_640221.txt-13-20,Closely Related,"For nearly 16 years, Alabama's AIDS segregation policy was under legal attack by the American Civil Liberties Union and other groups. || The Post also reported that dozens of women returning from war duty in Iraq have sought assistance because of alleged attacks by fellow soldiers while overseas."
attack_news_2005_650884.txt-75-29_attack_fic_1854_9193.txt-8301-13,Distantly Related,"Its reporters and their families shop in the same markets, walk the same streets and sit in the same cafes that have long been at risk of terrorist attack. || But then, the work itself, with the exception of a feeble attack now and then from the prolific pen of Skimmer, (who wrote for several publications,) was noticed by the press with favour."
attack_news_2005_650884.txt-75-29_attacks_news_1991_612479.txt-40-20,Closely Related,"Its reporters and their families shop in the same markets, walk the same streets and sit in the same cafes that have long been at risk of terrorist attack. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_nf_1821_749178.txt-186-12_attack_news_1994_606745.txt-26-26,Identical,"One half of these, under Col. Campbell, immediately made an attack upon the town. || In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. """
attack_nf_1829_747740.txt-792-23_attack_fic_1838_7086.txt-2732-33,Identical,"But how do we know, but that for the strength gained by the journey, my frame could not have stood this attack. || being protected by the batteries of New-York, Governor's Island, and Red Hook; that, on the arrival of their fleet through the Sound, instead of making a direct attack on New-York, they should land at Kingsbridge, and take up a position across the island of New-York, cut off all communication with the mainland, and, blockading General Washington by land and water, compel him to capitulate on their own terms. """
attack_nf_1829_751465.txt-2786-42_attack_fic_2009_36778.txt-461-18,Closely Related,"Among the cities granted to the latter Loxa was particularly specified, with a condition that he should immediately take command of it in person, for the council thought the favor he enjoyed with the Castilian monarchs might avert the threatened attack. || I didn't mean it to come out that harshly, but damn it, I felt under attack here."
attack_nf_1832_758144.txt-1353-3_attack_mag_1828_553929.txt-364-34,Distantly Related,"In his first attack he used the arms, which in general have been considered as belonging to the other side of the question. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_nf_1836_747718.txt-1726-17_attacks_news_1991_612479.txt-40-20,Closely Related,"I had reason, therefore, to believe that my house would have been an object of attack. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_nf_1836_749613.txt-2695-7_attack_fic_1848_7009.txt-1181-32,Identical,"This being the usual Indian hour of attack and surprise, and the Sioux being known to be in the neighborhood, the camp was instantly on the alert. || I gathered from him enough to convince me that my fears, which I have already spoken of, were true; and as I afterwards heard the facts of that fatal attack, I will here relate them to you. """
attack_nf_1841_762742.txt-1051-5_attack_news_1994_606745.txt-26-26,Identical,"A In referring to this attack and the movements of general Wayne, Withers, in his "" Chronicles of Border Warfare, "" says: "" Before the troops marched from fort Washington, it was deemed advisable to have an abundant supply of provisions in the different forts in advance of this, as well for the support of their respective garrisons, as for the subsistence of the general army, in the || In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. """
attack_nf_1841_762742.txt-1051-5_attacks_mag_1972_278489.txt-11-19,Distantly Related,"A In referring to this attack and the movements of general Wayne, Withers, in his "" Chronicles of Border Warfare, "" says: "" Before the troops marched from fort Washington, it was deemed advisable to have an abundant supply of provisions in the different forts in advance of this, as well for the support of their respective garrisons, as for the subsistence of the general army, in the || As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses."
attack_nf_1841_762742.txt-2458-9_attack_fic_1844_3928.txt-3118-8,Identical,"The general doubted, however, whether any serious attack was meditated against the place. || yelled the populace, but they made no attack."
attack_nf_1844_749098.txt-1617-40_attacks_news_1991_612479.txt-40-20,Closely Related,"But, as if the cowardice of their countrymen had stung them into a determination to show, at all hazards, that they, at least, were made of very different stuff, they not only resisted the attack of the enemy, but carried the bayonet into his ranks. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_nf_1844_749098.txt-536-37_attack_mag_1828_553929.txt-364-34,Distantly Related,"on either side, crowned most commonly by dense and intricate masses of forest, through which and without a guide, our little army was compelled to pass, -- presented opportunities for frequent ambush and attack, in which, very inferior forces, if properly commanded, might, with little danger to themselves, overwhelm and utterly destroy an advancing enemy. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_nf_1849_772497.txt-842-8_attack_mag_1828_553929.txt-364-34,Distantly Related,"William, however, advanced immediately to the attack of the ambuscaders. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_nf_1849_772497.txt-842-8_attacks_mag_2002_371999.txt-12-46,Identical,"William, however, advanced immediately to the attack of the ambuscaders. || At least one face is familiar to U.S. investigators: Ramzi Binalshibh, a 29-year-old Yemeni who appears wearing a red kaffiyeh, was named as an unindicted co-conspirator of Zacarias Moussaoui, the French operative arrested in August and indicted Dec. 11 for planning terrorist attacks."
attack_nf_1859_747415.txt-25-18_attack_mag_1828_553929.txt-364-34,Distantly Related,"The defences of our common Christianity have been compelled into new dispositions, by the altered methods of attack employed by adversaries. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_nf_1962_773607.txt-311-2_attack_mag_1854_555935.txt-131-30,Closely Related,"was his attack on the French Revolution in Reflections on the French Revolution (1790). || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attack_nf_1962_773607.txt-311-2_attacks_news_1991_612479.txt-40-20,Closely Related,"was his attack on the French Revolution in Reflections on the French Revolution (1790). || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attack_nf_1964_773930.txt-468-27_attack_fic_1993_25035.txt-820-7,Closely Related,"If either the United States or one of its allies is attacked by nuclear weapons, this retaliatory force will certainly be employed in retribution for the attack. || "" I understand she had a heart attack, "" Regan said quietly. """
attack_nf_1975_773861.txt-1436-17_attack_fic_1848_1279.txt-1511-47,Distantly Related,"There is a history of recurrent episodes of pneumonia in childhood the first often occurring after an attack of whooping cough or measles. || It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, "" -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, "" You must have had some instruction."
attack_nf_1975_773861.txt-1436-17_attack_fic_1858_1282.txt-1444-24,Identical,"There is a history of recurrent episodes of pneumonia in childhood the first often occurring after an attack of whooping cough or measles. || Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero."
attack_nf_2001_746877.txt-82-18_attacks_news_1966_725841.txt-34-33,Closely Related,"tightness and breathlessness, attacks of shortness of breath after strenuous activity, and being woken by an attack of shortness of breath (table 2). || They feel the war in Vietnam could be concluded honorably if only the parties concerned accepted U Thant's three points, beginning with the first which calls for the suspension of air attacks on North Vietnam."
attack_nf_2004_775819.txt-7-21_attack_mag_1828_553929.txt-364-34,Distantly Related,"men, the literary romantics as much as the philosophers, had been interested in overcoming the modern long before the attack on Pearl Harbor. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attack_nf_2008_774816.txt-78-20_attack_fic_1848_7009.txt-1181-32,Identical,"They had a full-time job trying to protect the British destroyers stationed in the harbor, which were also under attack from Vichy French forces. || I gathered from him enough to convince me that my fears, which I have already spoken of, were true; and as I afterwards heard the facts of that fatal attack, I will here relate them to you. """
attacks_fic_1838_7085.txt-2157-17_attack_fic_1858_1282.txt-1444-24,Distantly Related,""" With the troops near Montreal, endeavouring to defend it and the surrounding country against any attacks of the colonists. || Indeed such was the shattered condition of the little tenement, that you might easily have imagined it suffering from a forty years ' attack of chronic disease, and quite unfit for the habitation of so great a military hero."
attacks_fic_1838_7085.txt-2157-17_attack_fic_2009_36778.txt-461-18,Closely Related,""" With the troops near Montreal, endeavouring to defend it and the surrounding country against any attacks of the colonists. || I didn't mean it to come out that harshly, but damn it, I felt under attack here."
attacks_fic_1844_800.txt-2479-17_attack_mag_1854_555935.txt-131-30,Closely Related,"I can not afford to be irritable and captious, nor to waste all my time in attacks. || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attacks_fic_1853_9142.txt-2686-17_attack_fic_1848_1279.txt-1511-47,Distantly Related,"I have been in the country a little more than three months; and have had several attacks of the fever. || It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, "" -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, "" You must have had some instruction."
attacks_fic_1853_9142.txt-2686-17_attack_fic_1854_9193.txt-8301-13,Distantly Related,"I have been in the country a little more than three months; and have had several attacks of the fever. || But then, the work itself, with the exception of a feeble attack now and then from the prolific pen of Skimmer, (who wrote for several publications,) was noticed by the press with favour."
attacks_fic_1853_9142.txt-2686-17_attack_fic_1993_25035.txt-820-7,Identical,"I have been in the country a little more than three months; and have had several attacks of the fever. || "" I understand she had a heart attack, "" Regan said quietly. """
attacks_fic_1853_9142.txt-2686-17_attack_fic_2002_30623.txt-303-9,Identical,"I have been in the country a little more than three months; and have had several attacks of the fever. || "" All I know is he had a heart attack."
attacks_fic_1853_9142.txt-2686-17_attack_news_1994_606745.txt-26-26,Distantly Related,"I have been in the country a little more than three months; and have had several attacks of the fever. || In the heat of their anger, many Israelis interviewed today expressed frustration with the fruits of peace and Rabin's strategy for securing citizens against attack. """
attacks_fic_1859_9037.txt-2260-41_attacks_news_1991_612479.txt-40-20,Identical,"Ferris had naturally a robust constitution, and it was slow in confessing the sapping and mining process that had been going on ever since he was born, so that he had had many of what he called "" singular attacks "" before he felt permanently the worse for them. || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
attacks_fic_1860_8118.txt-4037-43_attack_mag_1828_553929.txt-364-34,Distantly Related,"I dreamed in a dream, I saw a city invincible to the attacks of the whole of the rest of the earth from Leaves of grass (1860-61) I dreamed in a dream, I saw a city invincible to the attacks of the whole of the rest of the earth, I dreamed that was the new City of Friends, Nothing was greater there than the quality of robust love -- it led the rest, It was seen every hour in the actions of the men of that city, || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_fic_1986_782032.txt-5195-1_attack_mag_1828_553929.txt-364-34,Distantly Related,"air attacks, destroying the radar there, though so far the Russians had not launched a ground attack as expected. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_fic_1987_782033.txt-287-7_attack_mag_1854_555935.txt-131-30,Closely Related,"At irregular intervals, Pasternak staged surprise attacks on the villa, testing its security. || 18* // The development of Comte's system, after the outlines of it had been completed in his own mind, was delayed, in 1826, by an attack of mental disease, from which, if it had been left to take its own course, he thinks he should have speedily recovered."
attacks_fic_2001_13566.txt-158-6_attack_mag_1828_553929.txt-364-34,Distantly Related,"distraught over the news of the attacks to humor me. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_mag_1832_564239.txt-203-30_attack_mag_1828_553929.txt-364-34,Closely Related,"period of its greatest activity is towards the middle of the day, the hour at which students generally, - - which unfortunate class is most obnoxious to its attacks, -- are unwilling to be disturbed. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_mag_1832_564239.txt-203-30_attack_mag_1858_506134.txt-148-19,Distantly Related,"period of its greatest activity is towards the middle of the day, the hour at which students generally, - - which unfortunate class is most obnoxious to its attacks, -- are unwilling to be disturbed. || It was during the Captain's absence at headquarters that some of the traitor Arnold's soldiers made an attack on the mansion."
attacks_mag_1832_564239.txt-203-30_attack_news_1998_626765.txt-4-8,Identical,"period of its greatest activity is towards the middle of the day, the hour at which students generally, - - which unfortunate class is most obnoxious to its attacks, -- are unwilling to be disturbed. || In 1835, when Ben Milam ordered an attack on San Antonio, one group refused to obey the order until Arnold could return from a scouting trip to lead them."
attacks_mag_1972_278489.txt-11-19_attack_fic_1848_1279.txt-1511-47,Distantly Related,"As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses. || It is rather a singular thing for a street musician to sing such songs as you do, and in such a manner, "" -- then, after a pause, during which she did not volunteer any information on the subject, he renewed the attack, with, "" You must have had some instruction."
attacks_mag_1972_278489.txt-11-19_attack_mag_1828_553929.txt-364-34,Distantly Related,"As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_mag_1972_278489.txt-11-19_attack_mag_1980_296744.txt-5-30,Closely Related,"As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses. || One was that Jordan's attractive blond companion, Martha Coleman, 36, a longtime civil rights worker in Fort Wayne, was in any way involved in the attack."
attacks_mag_1972_278489.txt-11-19_attacks_fic_1853_9142.txt-2686-17,Identical,"As a Los Angeles junk dealer, Foxx plays a whining parent who dominates his son with phony heart attacks and other transparent but successful ruses. || I have been in the country a little more than three months; and have had several attacks of the fever."
attacks_mag_1990_342663.txt-0-16_attack_fic_1844_3928.txt-3118-8,Identical,"@@342663 When the clandestine leadership of the Palestinian uprising issued a call last week for increased attacks on Jews "" using all the means of struggle available, "" the response was swift. || yelled the populace, but they made no attack."
attacks_mag_1990_342663.txt-0-16_attack_mag_1828_553929.txt-364-34,Distantly Related,"@@342663 When the clandestine leadership of the Palestinian uprising issued a call last week for increased attacks on Jews "" using all the means of struggle available, "" the response was swift. || Abandoned by all but the Jesuits, whose alliance was even more fatal than the enmity of the other parties, M. de VilliAe at length became satisfied that he could not stand the attack of the press, and must either silence it or retire."
attacks_mag_1990_342663.txt-0-16_attack_mag_1832_564345.txt-180-28,Identical,"@@342663 When the clandestine leadership of the Palestinian uprising issued a call last week for increased attacks on Jews "" using all the means of struggle available, "" the response was swift. || In a merely military point of view, this is sufficiently proper; for it can not be supposed that either grammar or Latin is necessary to the attack and defence of fortified places, or that the graces of composition are necessary to the art of castrametation."
attacks_mag_1990_342663.txt-0-16_attacks_fic_1853_9142.txt-2686-17,Closely Related,"@@342663 When the clandestine leadership of the Palestinian uprising issued a call last week for increased attacks on Jews "" using all the means of struggle available, "" the response was swift. || I have been in the country a little more than three months; and have had several attacks of the fever."
attacks_mag_1999_397639.txt-186-35_attack_mag_1845_555245.txt-299-1,Closely Related,"In the early 1990s, Pioneer Hi-Bred -- then the world's biggest seed company, now a subsidiary of DuPont -- developed exactly the kind of transgenic, herbicide-resistant sorghum that could fight off attacks of Striga. || The attack of the Boston Teachers upon the Board of Education and its Secretary has failed, - signally and disgracefully failed."
attacks_mag_2001_412321.txt-16-4_attacks_news_1991_612479.txt-40-20,Closely Related,"Ten days after the attacks, State Department experts cataloged for Powell a dozen "" silver linings. "" || The AIDS virus insinuates itself into the genetic makeup of T cells, destroying them or preventing them from orchestrating attacks on disease organisms."
