annotation_lbl,category,sentence
circled_fic_1849_7216.txt-6245-4_circling_nf_1849_749269.txt-626-4,Identical,""" Then we have circled not the round reef wholly, "" said Babbalanja, "" but made of it a segment. || he said again, circling back to his favorite maxim."
circled_fic_1851_746.txt-7466-23_circling_fic_1849_7230.txt-2441-6,Distantly Related,"As we glided nearer, the stranger showed French colours from his peak; and by the eddying cloud of vulture sea-fowl that circled, and hovered, and swooped around him, it was plain that the whale alongside must be what the fishermen call a blasted whale, that is, a whale that has died unmolested on the sea, and so floated an unappropriated corpse. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1852_593.txt-1202-17_circling_fic_1849_7230.txt-2441-6,Closely Related,"Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1853_7455.txt-645-20_circling_fic_1965_780079.txt-1535-10,Closely Related,"This Angel, who was once in Heaven above, Whose living heartstrings are a lute; This Star which circled in the Courts of Love, For whose long absence now the rest are mute -- Is here on earth! || He did not stop moving, but kept circling, circling, knees bent, in a kind of squat; as he passed the table he seized a bottle by the neck and broke it in half -- crack -- on the table edge, and kept moving."
circled_fic_1853_7455.txt-645-20_circling_nf_1849_749269.txt-626-4,Distantly Related,"This Angel, who was once in Heaven above, Whose living heartstrings are a lute; This Star which circled in the Courts of Love, For whose long absence now the rest are mute -- Is here on earth! || he said again, circling back to his favorite maxim."
circled_fic_1853_9040.txt-653-25_circling_nf_1849_749269.txt-626-4,Distantly Related,"In some chink of the wall the cricket chirped to itself the same quick short sound, over and over, and about the candle circled and fluttered the gray-winged moths, || he said again, circling back to his favorite maxim."
circled_fic_1853_9158.txt-568-37_circling_nf_1849_749269.txt-626-4,Distantly Related,"It was not many minutes before the first returned, bearing the tidings that they were close at hand, halted, as it seemed, for the evening, in a small green savannah, half circled by a swampy streamlet. || he said again, circling back to his favorite maxim."
circled_fic_1854_7764.txt-1056-5_circled_fic_1989_780083.txt-2098-19,Closely Related,"There is an isle, circled by southern seas, Far in a soft clime of perpetual spring, Where the voluptuous odor-laden || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
circled_fic_1860_8118.txt-3406-42_Circled_mag_1840_554815.txt-207-38,Closely Related,"child, very old, over waves, toward the house of maternity, the land of migrations, look afar, Look off the shores of my Western Sea -- having arrived at last where I am -- the circle almost circled; For coming westward from Hindustan, from the vales of Kashmere, From Asia -- from the north -- from the God, the sage, and the hero, From the south -- from the flowery peninsulas, and the spice islands, Now I face the old home again -- looking over to it, joyous, as after long travel, growth, and sleep; But where is what I started for, so long ago? || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_1961_781980.txt-1331-7_Circled_mag_1840_554815.txt-207-38,Identical,"They walked down the gravel path, circled the pool and fountain. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_1967_781996.txt-4609-2_circled_fic_2007_34154.txt-18-29,Distantly Related,"| They circled the hotel once, everybody looking down at the sprawling buildings and the docks and at the manager who came running out waving his arms. || Small-boned, with light brown hair and blue-green eyes, she dressed like the perfectly conservative product of a conservative school except that a delicate tracery of tattooed flowers circled one thin white wrist and was almost unnoticeable beneath the leather band of her watch."
circled_fic_1967_781996.txt-4609-2_circling_fic_1840_8909.txt-155-63,Identical,"| They circled the hotel once, everybody looking down at the sprawling buildings and the docks and at the manager who came running out waving his arms. || Brief not thy course at that either, for thou hast often seen the son of clouded prospect, leap to the highest seat that power yields, carry thine eye unsealed and wary to scan mankind, for it will be a convoy for thy relief: let not the glib and stealthy tongued prater, with his o'erfull breast of friendship circling nothing, spear thy heart to that condition,"
circled_fic_1967_781996.txt-4609-2_circling_mag_1822_553415.txt-75-11,Closely Related,"| They circled the hotel once, everybody looking down at the sprawling buildings and the docks and at the manager who came running out waving his arms. || graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved."
circled_fic_1970_782000.txt-984-34_circle_fic_1986_782032.txt-1834-19,Closely Related,"He looked at the gayly striped awn- | ings scattered over the garden, at the cool grottoes, at the shining whiteness of the graceful statues, at the shimmering pond on which circled the black and white swans, preening, and the ludicrous Chinese ducks who took themselves so seriously and were therefore belligerent. || Instantly, a crewman flipped a switch to deploy a smoke marker and the aircraft turned hard right to circle back on the contact point. """
circled_fic_1971_10547.txt-3199-2_circled_fic_1978_782020.txt-1272-1,Identical,"as he circled the pump and coaxed it up the drive, awning flapping, scales banging, and, swinging wildly at the rear bumper, the red kerosene lantern he used as a taillight. || Janet circled him at a distance as though he might still be dangerous."
circled_fic_1971_10547.txt-3199-2_circling_fic_1849_7230.txt-2441-6,Distantly Related,"as he circled the pump and coaxed it up the drive, awning flapping, scales banging, and, swinging wildly at the rear bumper, the red kerosene lantern he used as a taillight. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1973_10568.txt-3728-22_circled_fic_1973_10569.txt-2907-9,Closely Related,"Somebody must be walking about down there in the bamboo and banana bushes, a tangle so thick that even the cats circled around it. || A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills."
circled_fic_1973_10568.txt-3728-22_circling_nf_1849_749269.txt-626-4,Closely Related,"Somebody must be walking about down there in the bamboo and banana bushes, a tangle so thick that even the cats circled around it. || he said again, circling back to his favorite maxim."
circled_fic_1973_10569.txt-2907-9_Circled_mag_1840_554815.txt-207-38,Distantly Related,"A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_1973_10569.txt-2907-9_circling_nf_1849_749269.txt-626-4,Distantly Related,"A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills. || he said again, circling back to his favorite maxim."
circled_fic_1974_782013.txt-2184-9_Circled_fic_1811_8637.txt-163-27,Distantly Related,"Vance honked the horn a few times, then circled the station calling me and looked into the men's room again. || When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever."
circled_fic_1974_782013.txt-2184-9_circled_news_1982_668315.txt-45-12,Closely Related,"Vance honked the horn a few times, then circled the station calling me and looked into the men's room again. || A Montana pass to Earl Cooper picked up 5 more before Solomon circled left end on a wide receiver reverse for 14 more."
circled_fic_1974_782013.txt-2184-9_circling_mag_1828_553925.txt-186-22,Closely Related,"Vance honked the horn a few times, then circled the station calling me and looked into the men's room again. || Then it rose, rocking to the surface; and, for a moment, was tossed and whirled like a bubble circling in the eddies of a pool."
circled_fic_1977_10629.txt-2556-19_circling_nf_1849_749269.txt-626-4,Distantly Related,"Most ofthem were slumped in rows of plastic chairs that were fixed to the floor, but a few circled the walls in constant motion while others sat on the floor itself. || he said again, circling back to his favorite maxim."
circled_fic_1977_780102.txt-3228-22_circling_fic_1846_7036.txt-2560-11,Closely Related,"They were easily distinguished from the women of the desert region near Hijaneh who wore bright yellows and pinks, their foreheads circled by a series of gold discs. || They were not aware that the spirit of a nightingale was circling round them and would pass into the soul of their infant son, whom they named Felix Mendelssohn."
circled_fic_1978_782020.txt-1272-1_Circled_mag_1840_554815.txt-207-38,Distantly Related,"Janet circled him at a distance as though he might still be dangerous. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_1979_10648.txt-6485-5_circled_fic_1852_593.txt-1202-17,Closely Related,"Like the Russian astronauts who circled the earth and did not see God. || Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the"
circled_fic_1979_10648.txt-6485-5_circling_nf_1849_749269.txt-626-4,Closely Related,"Like the Russian astronauts who circled the earth and did not see God. || he said again, circling back to his favorite maxim."
circled_fic_1979_780092.txt-3208-1_circling_nf_1849_749269.txt-626-4,Distantly Related,"They circled Pedestrian cautiously, like wrestlers looking for an opening. || he said again, circling back to his favorite maxim."
circled_fic_1980_782023.txt-2137-4_circle_fic_2007_52345.txt-225-12,Identical,"No matter what problems circled, prowling and growling, around him, North never put down his whip and chair, invisible though they might be, and once he began directing, every person on the set was convinced that || Yet, there is something, some emotion they all seem to circle but never successfully describe about the pain of their lives that, Anita feels certain, just might be the point."
circled_fic_1980_782023.txt-2137-4_circled_fic_1974_782013.txt-2184-9,Identical,"No matter what problems circled, prowling and growling, around him, North never put down his whip and chair, invisible though they might be, and once he began directing, every person on the set was convinced that || Vance honked the horn a few times, then circled the station calling me and looked into the men's room again."
circled_fic_1980_782023.txt-2137-4_circled_fic_1985_10729.txt-5570-4,Closely Related,"No matter what problems circled, prowling and growling, around him, North never put down his whip and chair, invisible though they might be, and once he began directing, every person on the set was convinced that || The jerking stiff-jointed puppets circled him, shuffling and bobbingp229along the floorboards."
circled_fic_1980_782023.txt-2137-4_circling_fic_1849_7230.txt-2441-6,Closely Related,"No matter what problems circled, prowling and growling, around him, North never put down his whip and chair, invisible though they might be, and once he began directing, every person on the set was convinced that || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1980_782023.txt-2137-4_circling_fic_1994_54062.txt-687-3,Distantly Related,"No matter what problems circled, prowling and growling, around him, North never put down his whip and chair, invisible though they might be, and once he began directing, every person on the set was convinced that || More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog."
circled_fic_1981_10676.txt-3345-11_circled_fic_2003_31844.txt-29-3,Closely Related,"You go along Gorki Street and within ten minutes you've circled back to the same sagging glory-to-Lenin sign you started from, and these resigned, contentious crowds shufflingabout, all you smell is solitude and fear.... "" In Moscow the three travelers have become more detached from each other, the triad tends to split into its separate tones, Claire on her * * 29; 8467; TOOLONG gun in your lap, and carrying it around under your coat ain't making things better. || He had already circled our block about ten times in a row and each time he got a little closer to the house, as if he were zeroing in on a target."
circled_fic_1981_10676.txt-3345-11_circling_nf_1849_749269.txt-626-4,Identical,"You go along Gorki Street and within ten minutes you've circled back to the same sagging glory-to-Lenin sign you started from, and these resigned, contentious crowds shufflingabout, all you smell is solitude and fear.... "" In Moscow the three travelers have become more detached from each other, the triad tends to split into its separate tones, Claire on her * * 29; 8467; TOOLONG gun in your lap, and carrying it around under your coat ain't making things better. || he said again, circling back to his favorite maxim."
circled_fic_1985_10729.txt-5570-4_circle_fic_1833_7028.txt-1089-12,Closely Related,"The jerking stiff-jointed puppets circled him, shuffling and bobbingp229along the floorboards. || Acquirement thus made will feed itself: circle will be added to circle by the strengthening impulse of gratified curiosity: the conformity to nature will make the acquisition more substantial and the"
circled_fic_1985_10729.txt-5570-4_circling_fic_1849_7230.txt-2441-6,Closely Related,"The jerking stiff-jointed puppets circled him, shuffling and bobbingp229along the floorboards. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1985_10729.txt-5570-4_circling_mag_1822_553415.txt-75-11,Identical,"The jerking stiff-jointed puppets circled him, shuffling and bobbingp229along the floorboards. || graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved."
circled_fic_1986_782032.txt-5194-2_circling_fic_1849_7230.txt-2441-6,Closely Related,"The Nimrod circled two hundred miles east of Jan Mayen || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_1986_782032.txt-5194-2_circling_fic_2001_14559.txt-2980-18,Distantly Related,"The Nimrod circled two hundred miles east of Jan Mayen || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
circled_fic_1987_780089.txt-208-4_circling_fic_1965_780079.txt-1535-10,Identical,"Cadmann watched as they circled out over the plain, then vanished in the mist that reached halfway down the face of Mucking Great Mountain. "" || He did not stop moving, but kept circling, circling, knees bent, in a kind of squat; as he passed the table he seized a bottle by the neck and broke it in half -- crack -- on the table edge, and kept moving."
circled_fic_1989_780083.txt-2098-19_Circled_mag_1840_554815.txt-207-38,Distantly Related,"As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_1989_780083.txt-2098-19_Circling_fic_1852_8028.txt-398-39,Distantly Related,"As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons. || -- Did I not tell you, then, That you were Salem's fairest daughter, That in the field and in the house, by stream And wood and sea-side lonely, I thought of you -- Circling your gentle heart with this same arm, Did I not say, as now I say, and ever, Ever shall, I love you!"
circled_fic_1990_53210.txt-146-1_circling_fic_1986_782032.txt-994-11,Identical,"He circled the car and touched it gently with the rubber tip of his cane, touched it several places, on a taillight, a hubcap, the front bumper, the name on the grill. "" || Instead, they got all their electronic information from the two circling E-2C air-surveillance aircraft, known colloquially as Hummers, whose radars swept a circle over four hundred miles across"
circled_fic_1990_53210.txt-146-1_circling_nf_1849_749269.txt-626-4,Closely Related,"He circled the car and touched it gently with the rubber tip of his cane, touched it several places, on a taillight, a hubcap, the front bumper, the name on the grill. "" || he said again, circling back to his favorite maxim."
circled_fic_1992_53574.txt-214-2_circled_fic_1852_593.txt-1202-17,Identical,"It was circled by a ring of pain, like fire, and the ring was pulsing. "" || Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the"
circled_fic_1992_53574.txt-214-2_circling_nf_1849_749269.txt-626-4,Distantly Related,"It was circled by a ring of pain, like fire, and the ring was pulsing. "" || he said again, circling back to his favorite maxim."
circled_fic_1993_1040095.txt-1060-4_circling_fic_1831_8376.txt-2445-23,Closely Related,"Once again everyone was circled; and once again everyone was afraid to make the move. || The violent shock Shatters to vapor the descending sheets: A cloudy whirlwind fills the gulf, and heaves The mighty pyramid of circling mist To heaven."
circled_fic_1993_1040095.txt-1060-4_circling_fic_1986_782032.txt-994-11,Distantly Related,"Once again everyone was circled; and once again everyone was afraid to make the move. || Instead, they got all their electronic information from the two circling E-2C air-surveillance aircraft, known colloquially as Hummers, whose radars swept a circle over four hundred miles across"
circled_fic_1999_44469.txt-1382-4_circle_fic_1839_8627.txt-1994-11,Closely Related,"One of the shitdogs circled the base, and in the distance I saw another lumbering toward the mountains. || See how they bear him up upon their wings, And circle him with glory!"
circled_fic_2000_32016.txt-215-2_Circled_mag_1840_554815.txt-207-38,Distantly Related,"Must have circled back when he wasn't looking. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_fic_2000_32016.txt-215-2_circling_fic_1994_54062.txt-687-3,Distantly Related,"Must have circled back when he wasn't looking. || More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog."
circled_fic_2001_45947.txt-500-29_circling_fic_2001_14559.txt-2980-18,Identical,"The adults sat just as she had left them, eyes closed, mouths open slightly, their sound beating like a living thing, their thumbs and forefingers circled into perfect O's. || And all around me people shouting, shouting and something like water rushing in through my head and circling my skull."
circled_fic_2002_31369.txt-57-1_circling_nf_1849_749269.txt-626-4,Distantly Related,"He circled the priest and went to stand behind Caroline. || he said again, circling back to his favorite maxim."
circled_fic_2003_31844.txt-29-3_circled_fic_1989_780083.txt-2098-19,Closely Related,"He had already circled our block about ten times in a row and each time he got a little closer to the house, as if he were zeroing in on a target. || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
circled_fic_2003_31844.txt-29-3_circling_nf_1849_749269.txt-626-4,Closely Related,"He had already circled our block about ten times in a row and each time he got a little closer to the house, as if he were zeroing in on a target. || he said again, circling back to his favorite maxim."
circled_fic_2004_31680.txt-17-3_circling_nf_1849_749269.txt-626-4,Closely Related,"A diamond collar circled his neck and diamond guards glinted on his wrists and ankles. || he said again, circling back to his favorite maxim."
circled_fic_2005_780526.txt-2258-12_circle_nf_1827_747521.txt-163-33,Distantly Related,"Over the threshold is a holoform: a pig with wings, circled by the legend "" Hog Heaven! || Let 6/, be the central hne; divide it into four parts, and at one fourth make the hne a b across the column; on c, make the half circle a e b; with the distance / 1, at the neck of the column, and on 1, on the central hne, make the points 1, 1, on the circle; divide from 1 to c,"
circled_fic_2005_780529.txt-1695-9_circling_fic_1849_7230.txt-2441-6,Distantly Related,"There's at least a half dozen apartments I circled that would be perfect. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_2007_34154.txt-18-29_circling_fic_1849_7230.txt-2441-6,Closely Related,"Small-boned, with light brown hair and blue-green eyes, she dressed like the perfectly conservative product of a conservative school except that a delicate tracery of tattooed flowers circled one thin white wrist and was almost unnoticeable beneath the leather band of her watch. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_fic_2009_36647.txt-102-9_circling_fic_1854_70.txt-2012-8,Identical,"Instead of taking the more direct route, Leila circled the outside of the marketplace once and took a spur road that ran at a diagonal to the shiny black asphalt. || Or sometimes I watched a pair of hen-hawks circling high in the sky, alternately soaring and descending, approaching, and leaving one another, as if they were the embodiment of my own thoughts."
circled_mag_1825_553593.txt-292-7_circling_fic_1849_7230.txt-2441-6,Closely Related,"to notice how the world has been circled, by the governments of the world, to watch the transit of Venus, though the knowledge thus acquired could not affect the legislation of any congress, in any country. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_mag_1825_553593.txt-292-7_circling_fic_1994_54062.txt-687-3,Closely Related,"to notice how the world has been circled, by the governments of the world, to watch the transit of Venus, though the knowledge thus acquired could not affect the legislation of any congress, in any country. || More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog."
circled_mag_1840_554815.txt-255-35_Circled_mag_1840_554815.txt-207-38,Closely Related,"A woman in distress affects most minds more strongly than a suffering angel; and this scene of purely human character served as a pretty touchstone, to try the sympathies of the many who circled the gallery. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circled_mag_1840_554815.txt-255-35_circled_fic_2003_31844.txt-29-3,Identical,"A woman in distress affects most minds more strongly than a suffering angel; and this scene of purely human character served as a pretty touchstone, to try the sympathies of the many who circled the gallery. || He had already circled our block about ten times in a row and each time he got a little closer to the house, as if he were zeroing in on a target."
circled_mag_1856_590750.txt-21-18_circling_fic_1849_7230.txt-2441-6,Closely Related,"// From that war the feeble and once-despised navy of the United States came out "" its forehead circled and adorned by the laurels it had torn from the brow of the naval genius of England || ye lieges all advance, And circling join in merry Morrice dance. """
circled_mag_1856_590750.txt-21-18_circling_fic_1994_54062.txt-687-3,Distantly Related,"// From that war the feeble and once-despised navy of the United States came out "" its forehead circled and adorned by the laurels it had torn from the brow of the naval genius of England || More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog."
circled_mag_1977_431937.txt-45-14_circled_fic_1978_782020.txt-1272-1,Closely Related,"His captor began to pace the floor chain-smoking, holding the rope which still circled Todd's waist. || Janet circled him at a distance as though he might still be dangerous."
circled_mag_1977_431937.txt-45-14_circling_fic_1849_7230.txt-2441-6,Closely Related,"His captor began to pace the floor chain-smoking, holding the rope which still circled Todd's waist. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_mag_1986_492547.txt-199-5_circling_fic_1846_7036.txt-2560-11,Closely Related,"Again those forepaws lashed and circled, again beasts leaped and darted in their frenzied efforts to evade him; some to succeed, two more to die. || They were not aware that the spirit of a nightingale was circling round them and would pass into the soul of their infant son, whom they named Felix Mendelssohn."
circled_mag_1988_339334.txt-17-2_circling_fic_1986_782032.txt-994-11,Closely Related,"Three tanks circled the square and then drove off. || Instead, they got all their electronic information from the two circling E-2C air-surveillance aircraft, known colloquially as Hummers, whose radars swept a circle over four hundred miles across"
circled_mag_2000_402876.txt-39-20_circled_fic_1961_781980.txt-1331-7,Identical,"The opulent fabric that made up this part of town has been irrevocably torn, allowing these few houses, circled by ancient shade trees and deep gardens, to stand out in strong relief against the nearby parking garage, blankly modern bank, and abandoned lot. || They walked down the gravel path, circled the pool and fountain."
circled_mag_2000_402876.txt-39-20_circling_fic_1854_70.txt-2012-8,Distantly Related,"The opulent fabric that made up this part of town has been irrevocably torn, allowing these few houses, circled by ancient shade trees and deep gardens, to stand out in strong relief against the nearby parking garage, blankly modern bank, and abandoned lot. || Or sometimes I watched a pair of hen-hawks circling high in the sky, alternately soaring and descending, approaching, and leaving one another, as if they were the embodiment of my own thoughts."
circled_mag_2000_402876.txt-39-20_circling_nf_1849_749269.txt-626-4,Distantly Related,"The opulent fabric that made up this part of town has been irrevocably torn, allowing these few houses, circled by ancient shade trees and deep gardens, to stand out in strong relief against the nearby parking garage, blankly modern bank, and abandoned lot. || he said again, circling back to his favorite maxim."
circled_mag_2005_417079.txt-206-17_circled_fic_1978_782020.txt-1272-1,Closely Related,"While all this was going on, a diversionary flotilla of ships carrying catapults and assault troops circled around the island, put ashore and attacked at various points. || Janet circled him at a distance as though he might still be dangerous."
circled_mag_2005_417079.txt-206-17_circled_fic_2003_31844.txt-29-3,Identical,"While all this was going on, a diversionary flotilla of ships carrying catapults and assault troops circled around the island, put ashore and attacked at various points. || He had already circled our block about ten times in a row and each time he got a little closer to the house, as if he were zeroing in on a target."
circled_mag_2005_417079.txt-206-17_circling_fic_1849_7230.txt-2441-6,Closely Related,"While all this was going on, a diversionary flotilla of ships carrying catapults and assault troops circled around the island, put ashore and attacked at various points. || ye lieges all advance, And circling join in merry Morrice dance. """
circled_news_1962_722823.txt-13-1_circled_fic_1989_780083.txt-2098-19,Identical,"Scannell circled the big black car warily and confirmed that it was the governor's. || As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons."
circled_news_1982_668315.txt-45-12_circle_fic_1839_8627.txt-1994-11,Distantly Related,"A Montana pass to Earl Cooper picked up 5 more before Solomon circled left end on a wide receiver reverse for 14 more. || See how they bear him up upon their wings, And circle him with glory!"
circled_news_1982_668315.txt-45-12_circled_fic_2000_32016.txt-215-2,Distantly Related,A Montana pass to Earl Cooper picked up 5 more before Solomon circled left end on a wide receiver reverse for 14 more. || Must have circled back when he wasn't looking.
circled_news_1982_668315.txt-45-12_circled_nf_1842_747950.txt-723-15,Distantly Related,"A Montana pass to Earl Cooper picked up 5 more before Solomon circled left end on a wide receiver reverse for 14 more. || /z/ Heaven's wintry canopy covers our sphere, And the four sister seasons have circled the year; Returns cold December, with snows"
circled_nf_1842_747950.txt-723-15_circling_mag_1822_553415.txt-75-11,Distantly Related,"/z/ Heaven's wintry canopy covers our sphere, And the four sister seasons have circled the year; Returns cold December, with snows || graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved."
circled_nf_1844_747892.txt-1058-25_circling_fic_1965_780079.txt-1535-10,Closely Related,"Edouard Jess has been a favourite with us these two years, and is still admired for the beautiful flowers, of a bright red circled by a pale tint, delightfully fragrant. || He did not stop moving, but kept circling, circling, knees bent, in a kind of squat; as he passed the table he seized a bottle by the neck and broke it in half -- crack -- on the table edge, and kept moving."
circled_nf_1844_747892.txt-1058-25_circling_nf_1849_749269.txt-626-4,Distantly Related,"Edouard Jess has been a favourite with us these two years, and is still admired for the beautiful flowers, of a bright red circled by a pale tint, delightfully fragrant. || he said again, circling back to his favorite maxim."
circled_nf_1849_749269.txt-2375-3_circled_fic_1967_781996.txt-4609-2,Identical,"two, they circled round the area at full gallop, each warrior singing his war song as he rode. || | They circled the hotel once, everybody looking down at the sprawling buildings and the docks and at the manager who came running out waving his arms."
circled_nf_2005_776573.txt-14-1_circled_fic_1840_7164.txt-175-23,Closely Related,"We circled, underlined, and clipped with abandon. || The alders are separated more widely from each other, and grow more in scattered clumps, which sometimes form green islets, circled with a fringe of scarlet, wherever their red roots are washed and polished by the flowing waters."
circled_nf_2005_776573.txt-14-1_circling_fic_1964_10451.txt-458-31,Distantly Related,"We circled, underlined, and clipped with abandon. || Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to "" keep everyone properly placed. """
circled_nf_2005_776573.txt-14-1_circling_fic_1974_10588.txt-478-28,Identical,"We circled, underlined, and clipped with abandon. || By the time Sam had give up and noticed what I was doing, I was a hundred yards off and going brisk, and the burro was circling off south of us both, his pack tree waggling."
circling_fic_1813_7433.txt-17-51_circling_fic_1994_54062.txt-687-3,Closely Related,"Thus fix'd, a dreadful hour I past, And now I heard, as from a blast, A voice pronounce my name: Nor long upon my ear it dwelt, When round me ' gan the air to melt, And motion once again I felt Quick circling o'er my frame. || More Gothas were circling above and below, propellers churning through the murk, their familiar Wong-wong filling the fog."
circling_fic_1827_7169.txt-2139-41_Circled_mag_1840_554815.txt-207-38,Distantly Related,"warm cloak and balanced by his poised stick, disporting and marking out curves and fantastic figures on the polished and frozen visage of the lagoon -- now darting along swift as a winged shaft shotten from a bow -- now circling and cleaving with rapid heel, quick as the following of sight itself, the congealed bosom of the streamlet, anon shooting hither, then thitherward as a thing borne by the wanton sweep of the invigorating breeze, at a moment's will, taking one course, pursued by his eager fellows, and again, like the swoop of the lammer geyer, round an alpine peak to avoid their playful grasp, eluding the extended hand of his sanguine companion, he wheels abrupt unto an adverse way, leaving his baulked pursuer, unwitting of his drift, to take a wider circuit, -- all skimming away in their revelry, like a flight of swallows, cutting the clouds in the merriment of their summer lives. || lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. """
circling_fic_1827_9759.txt-3987-31_circling_fic_1849_7230.txt-2441-6,Closely Related,"-- Let me, while the sun lingers, still pour out my soul on this paper -- Let me indulge a pleasing, dreadful thought -- Shall I, ere circling time bring back this hour, become thy -- And shall my heart, after its dreadful languors, its excruciating agonies, know once more, a rapturous emotion? || ye lieges all advance, And circling join in merry Morrice dance. """
circling_fic_1830_8593.txt-54-39_circling_fic_1849_7230.txt-2441-6,Closely Related,"Nay, even grant the senate should stand firm, Where are the people -- the Sertorian band Who cling around him with unwavering love, Like the fond ivy twining round the oak Or life's warm eddies circling through the heart -- In conquest and defeat! || ye lieges all advance, And circling join in merry Morrice dance. """
