annotation_lbl,category,sentence
donkey_news_1982_669225.txt-8-12_donkey_news_1984_671409.txt-15-28,Distantly Related,"// The key is to ' ' pin the tail on the donkey, ' ' says Mr. Vander Jagt, and ' ' make it clear that the Democrats made this (economic) mess. ' || gives Mr. Dillon the heartfelt advice that there ' s no point in going to college; why study Socrates, he asks, when Socrates rode a donkey and not a Ferrari. """
donkey_news_1982_669225.txt-8-12_donkeys_nf_1838_747482.txt-1930-7,Distantly Related,"// The key is to ' ' pin the tail on the donkey, ' ' says Mr. Vander Jagt, and ' ' make it clear that the Democrats made this (economic) mess. ' || -- 13 /z/ end a number of donkeys, upon which they take a wholesome exercise, and acquire the elements of equitation at three sous a ride."
donkey_news_1984_671409.txt-15-28_donkeys_fic_1976_10615.txt-992-15,Identical,"gives Mr. Dillon the heartfelt advice that there ' s no point in going to college; why study Socrates, he asks, when Socrates rode a donkey and not a Ferrari. "" || We took observation positions and spotted two horsemen on the horizon trailing a pair of donkeys loaded with provisions."
donkey_news_1993_630370.txt-2-41_donkey_fic_1835_8114.txt-1961-4,Identical,"Culture shock in this North African country hits you like a million volts: Upon arrival, you're overwhelmed by leathery-faced men wearing long robes with pointed hoods or turbans; veiled women with tattooed hands; deformed beggars; donkey carts in chaotic streets; Muslim prayers wailing from towering mosques. || It was not a donkey of vulgar breed, But a cloudy vision -- a night-mare steed!"
donkey_news_1993_630370.txt-2-41_donkey_fic_1850_2535.txt-122-17,Identical,"Culture shock in this North African country hits you like a million volts: Upon arrival, you're overwhelmed by leathery-faced men wearing long robes with pointed hoods or turbans; veiled women with tattooed hands; deformed beggars; donkey carts in chaotic streets; Muslim prayers wailing from towering mosques. || Every week he sent fruit and vegetables to market, in a cart, drawn by a donkey, which some of the neighbors had given to him."
donkey_news_1993_630370.txt-2-41_donkey_fic_2005_50069.txt-390-5,Closely Related,"Culture shock in this North African country hits you like a million volts: Upon arrival, you're overwhelmed by leathery-faced men wearing long robes with pointed hoods or turbans; veiled women with tattooed hands; deformed beggars; donkey carts in chaotic streets; Muslim prayers wailing from towering mosques. || WHEN YUSUF and his borrowed donkey returned home, footsore and hungry after five"
donkey_news_1993_630370.txt-2-41_donkeys_fic_1855_9053.txt-137-57,Closely Related,"Culture shock in this North African country hits you like a million volts: Upon arrival, you're overwhelmed by leathery-faced men wearing long robes with pointed hoods or turbans; veiled women with tattooed hands; deformed beggars; donkey carts in chaotic streets; Muslim prayers wailing from towering mosques. || It would seem to be the most reasonable thing in the world, Page image - Page 013. that this poor little dilapidated housekeeper should have been on her way toward those rich realms of hams and steaks and legs of mutton, toward which the flood poured, jostling the market-carts, and bewildering the oracularlooking donkeys who gazed at everything from beneath their shaggy eyebrows, as they munched their scanty provender in the stationary carts."
donkey_news_1993_630370.txt-2-41_donkeys_mag_1843_555104.txt-706-25,Identical,"Culture shock in this North African country hits you like a million volts: Upon arrival, you're overwhelmed by leathery-faced men wearing long robes with pointed hoods or turbans; veiled women with tattooed hands; deformed beggars; donkey carts in chaotic streets; Muslim prayers wailing from towering mosques. || We remember to have known a party of them, closely besieged in a castle, and suffering for water, to let down their donkeys and mules by ropes from the walls, and permit them to fall into the hands of their besiegers rather than to kill them or let them feel the want of water; and we should have supposed them to be merciful, had we not known that they retained their Christian captives, and saw them going round at daybreak, licking from the stones the little moisture that had been deposited in the night, and gradually perishing with thirst."
donkey_nf_1838_747585.txt-1265-14_donkey_fic_1983_10704.txt-1836-8,Identical,"I waited a little longer, and then, becoming impatient, mounted a donkey to ride to the sheikhs. || She thought of him as riding on a donkey, sharing a truck with a load of sheep, walking along the dusty tracks and clay roads, hiding in olive groves and in the winding alleys of small towns before he slipped across the far edge of the Spanish plain into Portugal."
donkey_nf_1838_747585.txt-1265-14_donkey_fic_1999_30759.txt-67-16,Closely Related,"I waited a little longer, and then, becoming impatient, mounted a donkey to ride to the sheikhs. || You know, "" Althea Stokes had told my mother, in that big, sad donkey voice"
donkey_nf_1838_747585.txt-1265-14_donkey_nf_1843_748690.txt-1414-27,Identical,"I waited a little longer, and then, becoming impatient, mounted a donkey to ride to the sheikhs. || , "" said the woman, pointing with her hand in a particular direction; "" he is prisoner yonder for choring a mailla (stealing a donkey); we are come to see what we can do in his behalf; and where can we lodge better than in this forest, where there is nothing to pay?"
donkey_nf_1838_747585.txt-1529-15_donkeys_mag_1848_565755.txt-397-21,Identical,"It was dark when we arrived, and I jumped on shore searching for a donkey, but none was to be had. || in a boat to the opposite side of the city, beyond the barracks; where we found the horses and donkeys waiting for us."
donkey_nf_1843_748690.txt-1150-18_donkey_mag_1848_565755.txt-432-16,Closely Related,"Gypsy gentleman, ' say I to one of them, ' what will you have for that donkey? ' || Our two cousins, Emily and Helen, rode on country saddles, and a Greek donkey driver walked by their side."
donkey_nf_1843_748690.txt-1154-34_donkey_fic_1852_3609.txt-300-19,Identical,"says the gypsy, and jumping upon its back, he puts it to its paces, first of all whispering something into its ears in Calo, and truly the paces of the donkey are most wonderful, such as I have never seen before. ' || Nay, the dog was permitted to jump on his knee: An honor that vex'd our poor donkey to see. """
donkey_nf_1843_748690.txt-1154-34_donkey_mag_1999_404075.txt-254-9,Identical,"says the gypsy, and jumping upon its back, he puts it to its paces, first of all whispering something into its ears in Calo, and truly the paces of the donkey are most wonderful, such as I have never seen before. ' || As if from habit, hundreds of "" nodding donkey "" oil drills, their corroded gears whining in the wind, still scavenge the long-exhausted shoreline reserves, seeking to pump up one last stray molecule of hydrocarbon."
donkey_nf_1843_748690.txt-1154-34_donkey_nf_1854_755030.txt-147-11,Identical,"says the gypsy, and jumping upon its back, he puts it to its paces, first of all whispering something into its ears in Calo, and truly the paces of the donkey are most wonderful, such as I have never seen before. ' || After a while a lady came along, riding a little donkey."
donkey_nf_1843_748690.txt-1587-35_donkey_fic_1843_7208.txt-2342-16,Distantly Related,"The animal no sooner perceived us than she stopped short, turned round, and attempted to escape by the way she had come; her rider, however, detained her, whereupon the donkey kicked violently, and would probably have flung the former, had she not sprung nimbly to the ground. || His voice (Gustavus Cobb's voice) was decidedly and peremptorily in favor of a donkey mail!"
donkey_nf_1843_748690.txt-1587-35_donkey_fic_1852_3609.txt-1151-3,Identical,"The animal no sooner perceived us than she stopped short, turned round, and attempted to escape by the way she had come; her rider, however, detained her, whereupon the donkey kicked violently, and would probably have flung the former, had she not sprung nimbly to the ground. || But when the donkey's turn came on, They heard him with many ifs."
donkey_nf_1843_748690.txt-467-47_donkeys_fic_1987_10753.txt-5243-11,Identical,"He came from the Spanish frontier with meal and other articles; he said that his wife was following him and would soon arrive, and in about a quarter of an hour she made her appearance, dripping with rain, and also mounted on a donkey. || Jesus would want to leave at once; they would hire donkeys in the village, better yet horses, if they could be found -- with horses, Jesus could reach him before midnight."
donkey_nf_1988_773806.txt-873-15_donkey_fic_1860_615.txt-1436-40,Identical,"was sitting beside the road, in her misery roasting a piece of a dead donkey. || Old Beppo, the millionnaire of his ragged fraternity, it is a wonder that no artist paints him as the cripple whom St. Peter heals at the Beautiful Gate of the Temple, - - was just mounting his donkey to depart, laden with the rich spoil of the day's beggary."
donkey_nf_1990_774020.txt-757-13_donkey_fic_1839_1484.txt-211-74,Closely Related,"the front room, one of the men introduced the motif of the donkey tree ' to mock Zackaria's paternity. || Then she went to the market and told Frau Bridget all about it; and Frau Bridget said, that, two nights before, Hans Claus, the cooper, had heard a great pounding in his shop, and in the morning found new hoops on all his old hogsheads; and that a man with a lantern and a ladder had been seen riding out of town at midnight on a donkey, and that the same night the old windmill, at Kloster St. Thomas, had"
donkey_nf_1990_774020.txt-815-7_donkeys_fic_1987_10753.txt-7144-3,Identical,"Part of the fun lay in the donkey ' being unaware of his acquired identity. || "" Never mind donkeys, "" Cleo said. """
donkeys_fic_1839_1484.txt-1830-35_donkey_nf_1990_774020.txt-757-13,Closely Related,"Others were walking leisurely up and down, beneath the few decapitated trees, which represent a public promenade; and a boy, with a blue frock and crimson cap, was driving three donkeys down the street. || the front room, one of the men introduced the motif of the donkey tree ' to mock Zackaria's paternity."
donkeys_fic_1843_7208.txt-2339-7_donkey_fic_1974_10580.txt-8228-6,Distantly Related,", the P. M. G. contemplates introducing donkeys throughout the department -- superannuated donkeys. || Somewhere down the slope a tethered donkey began to bray."
donkeys_fic_1843_7208.txt-2339-7_donkey_mag_1999_404075.txt-254-9,Distantly Related,", the P. M. G. contemplates introducing donkeys throughout the department -- superannuated donkeys. || As if from habit, hundreds of "" nodding donkey "" oil drills, their corroded gears whining in the wind, still scavenge the long-exhausted shoreline reserves, seeking to pump up one last stray molecule of hydrocarbon."
donkeys_fic_1852_2751.txt-4862-10_donkey_fic_1843_7208.txt-2342-16,Distantly Related,"My associates, without an exception, are boors and donkeys, not unfrequently combining the agreeable properties of both in one anomalous animal yclept a clown. || His voice (Gustavus Cobb's voice) was decidedly and peremptorily in favor of a donkey mail!"
donkeys_fic_1855_9053.txt-137-57_donkey_fic_1843_7208.txt-2342-16,Distantly Related,"It would seem to be the most reasonable thing in the world, Page image - Page 013. that this poor little dilapidated housekeeper should have been on her way toward those rich realms of hams and steaks and legs of mutton, toward which the flood poured, jostling the market-carts, and bewildering the oracularlooking donkeys who gazed at everything from beneath their shaggy eyebrows, as they munched their scanty provender in the stationary carts. || His voice (Gustavus Cobb's voice) was decidedly and peremptorily in favor of a donkey mail!"
donkeys_fic_1984_10723.txt-1278-9_donkey_fic_1984_10723.txt-755-3,Identical,Let you play in the mountains while I bring donkeys out to work and pick olives? || He jerked the donkey to a halt and held up his hand to Aspanu.
donkeys_fic_1987_10753.txt-7717-15_donkey_fic_1851_746.txt-2559-7,Identical,"And now this Jesus, the Messiah, sent two men here to claim my donkeys! "" || "" Then be called ten times a donkey, and a mule, and an ass, and begone, or I'll clear the world of thee! """
donkeys_fic_1987_10753.txt-7717-15_donkey_fic_1983_10710.txt-482-40,Closely Related,"And now this Jesus, the Messiah, sent two men here to claim my donkeys! "" || Next to an open green door hung a vertical sign, and Mrs. Pollifax brought out her small camera and took a picture of the charming vignette: a courtyard, a door, a leafy green tree, a donkey cart parked next to the door. '"
donkeys_fic_1987_10753.txt-7830-8_donkeys_fic_1987_10753.txt-7144-3,Identical,"Even that old man who'd provided the donkeys. || "" Never mind donkeys, "" Cleo said. """
donkeys_fic_1987_10753.txt-7846-6_donkeys_mag_1853_590188.txt-55-11,Identical,"Two boys raced by on their donkeys, madly waving shaggy palm leaves, and calling, "" Don't you want to see the king? "" || The number of horses, oxen, cows, sheep, donkeys, swine, hens, ducks, geese, and goslings; the quantity of corn, oats, buckwheat, potatoes, hay, cotton, hemp, flax, cheese, bacon, &c., &c., &c.; and when he has got all this before him in a well-arranged table, he is fully competent to make all sorts of laws, recoinmen (l all sorts of measures, meddle with every man's private business, govern the nation according to Cocker's arithmetic, and take his stand among the "" Heaven-born Statesmen. """
donkeys_fic_1992_16254.txt-518-11_donkey_fic_1994_54030.txt-305-13,Identical,"Rae watches as the natives put her bags back near the donkeys. || To some it sounds like a mob of crows, to others a donkey's bray."
donkeys_mag_1848_565755.txt-397-21_donkeys_fic_1854_3384.txt-1965-12,Distantly Related,"in a boat to the opposite side of the city, beyond the barracks; where we found the horses and donkeys waiting for us. || I have nothing to do with such milk-sop organizations, or the donkeys that draggle at their heels."
donkeys_mag_1848_565755.txt-420-24_donkey_fic_1961_14307.txt-2701-8,Closely Related,"should form a party to the Tchiflick * on Wednesday, and so between four and five o'clock we were up, and our donkeys and donkey drivers were brought with the mules for our baggage. || MCGARRY Do you remember the scene where the donkey cart breaks down, in the village?"
donkeys_mag_1852_504526.txt-224-7_donkey_fic_1843_7208.txt-12805-16,Identical,"After a time, the train of donkeys, bearing their heavy burdens, went toiling up the steep ascent again, and disappeared. || Just as he turned the corner leading to the door of St. Stephen's, the donkey, fixing his eye steadily on the editor's messenger, would start off at a smart gallop, and, as a matter of course, reach the door several seconds before the messenger, and would immediately commence setting up a portentous bray, as if to give notice to Mr. Grant that more "" copy, "" as it is technically styled, was needed."
donkeys_mag_1853_590188.txt-55-11_donkey_mag_1961_246109.txt-19-52,Identical,"The number of horses, oxen, cows, sheep, donkeys, swine, hens, ducks, geese, and goslings; the quantity of corn, oats, buckwheat, potatoes, hay, cotton, hemp, flax, cheese, bacon, &c., &c., &c.; and when he has got all this before him in a well-arranged table, he is fully competent to make all sorts of laws, recoinmen (l all sorts of measures, meddle with every man's private business, govern the nation according to Cocker's arithmetic, and take his stand among the "" Heaven-born Statesmen. "" || I believe Joshua did pray to God and the sun stood still "" On her Israeli trip she became frightened while traveling over the twisting roads of the rugged Judean Hills, until a "" Spirit "" reprimanded her: "" If Joseph could bring Mary over these rough mountains on a donkey, you ought a be ashamed of yourself, Mahalia. """
donkeys_nf_1838_747585.txt-3-21_donkey_nf_1843_748690.txt-467-47,Identical,"Winding his doubtful and perilous way among tottering and ruined houses, jostled by camels, dromedaries, horses, and donkeys, perhaps he will draw up against a wall, and, thinking of plague, hold his breath and screw himself into nothing, while he allows a corpse to pass, followed by a long train of howling women, dressed in black, with masks over their faces; and entering || He came from the Spanish frontier with meal and other articles; he said that his wife was following him and would soon arrive, and in about a quarter of an hour she made her appearance, dripping with rain, and also mounted on a donkey."
donkeys_nf_1838_747585.txt-3-21_donkeys_fic_1852_2751.txt-4862-10,Identical,"Winding his doubtful and perilous way among tottering and ruined houses, jostled by camels, dromedaries, horses, and donkeys, perhaps he will draw up against a wall, and, thinking of plague, hold his breath and screw himself into nothing, while he allows a corpse to pass, followed by a long train of howling women, dressed in black, with masks over their faces; and entering || My associates, without an exception, are boors and donkeys, not unfrequently combining the agreeable properties of both in one anomalous animal yclept a clown."
donkeys_nf_1838_747585.txt-3-21_donkeys_fic_1983_10710.txt-2763-15,Identical,"Winding his doubtful and perilous way among tottering and ruined houses, jostled by camels, dromedaries, horses, and donkeys, perhaps he will draw up against a wall, and, thinking of plague, hold his breath and screw himself into nothing, while he allows a corpse to pass, followed by a long train of howling women, dressed in black, with masks over their faces; and entering || In her mind's eye she saw a long line of camels, horses, donkeys slowly moving up this trackless valley to arrive at this oasis with its glacier-fed running water, so incongruous in the midst of the heat and sun and desert."
donkeys_nf_1838_747585.txt-438-30_donkey_fic_1990_53195.txt-165-1,Identical,"As she grew up, she went out occasionally alone; and even among the Turks her interesting little figure made her a favourite; and when all the other donkeys were idle, hers was sure to be engaged. || A donkey pulling a heavily loaded wooden cart presses her into the roughly textured coral rag."
donkeys_nf_1838_747585.txt-438-30_donkey_nf_1852_752548.txt-796-22,Identical,"As she grew up, she went out occasionally alone; and even among the Turks her interesting little figure made her a favourite; and when all the other donkeys were idle, hers was sure to be engaged. || A lady once told him in jest that her youngest brother, a lad of twelve years old, had called his donkey Braham, in honour of the great singer of that name."
donkeys_nf_1838_747585.txt-459-2_donkey_fic_1984_10723.txt-1931-32,Identical,"Leaving our donkeys at its foot, and following the nimble footsteps of my little Arab girl, we climbed by a steep ascent to the first range of tombs. || They watched for another hour and then as the donkey entered the mountain range and took the upward path, Pisciotta said, "" Damn, that rider is smaller than his donkey."
donkeys_nf_1838_747585.txt-481-57_donkey_fic_1851_746.txt-2590-6,Closely Related,"Being far beyond the regular path for descending, and wishing to intercept the procession before its arrival at the burying ground, I had something like the wolf-race I had just beheld to get down in time; unluckily, I had sent Paul back to the place where we had left our cloaks, and donkeys, and the little girl, with directions to ride round the foot of the hill and meet me at the burying - - ground. || he called me ten times a donkey, and piled a lot of jackasses on top of THAT!"
donkeys_nf_1838_747585.txt-481-57_donkey_fic_2008_36244.txt-94-2,Undecidable,"Being far beyond the regular path for descending, and wishing to intercept the procession before its arrival at the burying ground, I had something like the wolf-race I had just beheld to get down in time; unluckily, I had sent Paul back to the place where we had left our cloaks, and donkeys, and the little girl, with directions to ride round the foot of the hill and meet me at the burying - - ground. || "" A donkey, "" Cyrus said quickly, realizing that the Adult Conspiracy prevented her from knowing the other term. """
donkeys_nf_1838_747585.txt-481-57_donkey_nf_1990_774020.txt-911-20,Identical,"Being far beyond the regular path for descending, and wishing to intercept the procession before its arrival at the burying ground, I had something like the wolf-race I had just beheld to get down in time; unluckily, I had sent Paul back to the place where we had left our cloaks, and donkeys, and the little girl, with directions to ride round the foot of the hill and meet me at the burying - - ground. || Indeed, the reciprocal redistribution of roles through the taking of turns, and the sharing of the identity of donkey ' both point to the cooperative tenor of the game."
donkeys_nf_1838_747585.txt-8-17_donkey_mag_1966_211235.txt-8-4,Identical,"Having arranged this, and not being particularly pleased with the interior, and liking exceedingly the donkeys on which it is the custom there to mount on all occasions || There's a big donkey population in this country around this time of year. """
donkeys_nf_1838_747585.txt-874-19_donkey_fic_1846_7036.txt-2125-21,Identical,"Getting rid of them, or as many of them as we could, we again mounted our shaggy donkeys, and rode to the Island of PhilcB. || But a neighbour tied some fresh turnips to a stick, and fastened them so that they swung directly before the donkey's nose, and off he set on a brisk trot, in hopes of overtaking them. """
donkeys_nf_1838_747585.txt-874-19_donkeys_mag_1848_565755.txt-420-24,Identical,"Getting rid of them, or as many of them as we could, we again mounted our shaggy donkeys, and rode to the Island of PhilcB. || should form a party to the Tchiflick * on Wednesday, and so between four and five o'clock we were up, and our donkeys and donkey drivers were brought with the mules for our baggage."
donkeys_nf_1859_748120.txt-0-25_donkey_fic_1856_7698.txt-472-2,Identical,"@@748120 txt /q/itue of the Academy ot Music, but often kill time by dropping in at the shows of marvel lous beasts and five-legged donkeys on Chatham street. || Domenico the donkey brings, Now for our ride!"
donkeys_nf_1999_774012.txt-1341-9_donkeys_nf_1838_747585.txt-438-30,Identical,"Street scenes and marketplaces are hypnotic: cows, donkeys, goats, camels, chickens, elephants sharing the roads with cars, buses, trucks, motorcycles, human-powered || As she grew up, she went out occasionally alone; and even among the Turks her interesting little figure made her a favourite; and when all the other donkeys were idle, hers was sure to be engaged."
donkeys_nf_1999_774019.txt-609-4_donkeys_fic_1835_7353.txt-1191-8,Identical,"One has friezes of donkeys, oxen and olive trees, and could have been carved during the start of any Middle Eastern culture. || The hilly path was ascended by means of donkeys, which we procured at its base."
edge_fic_1823_7242.txt-911-19_edge_nf_1841_747926.txt-651-45,Closely Related,"said he -- taking the cigar from his mouth, and knocking the ashes from it, over the edge of a wine glass, half full of old Madeira (for these things were || Trees of medium and smaller size should be so interspersed with those of larger growth, as to break up all formal sweeps in the line produced by the tops of their summits, and occasionally, low trees should be planted on the outer edge of the mass, to connect it with the humble verdure of the surrounding sward."
edge_fic_1823_7249.txt-942-61_edge_nf_1836_748113.txt-1250-63,Closely Related,"I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment. || If a thread, equal m length to B G, be fixed at C, the end of a square, ABC, and the other end fixed at F; and if the side A B, of the square be moved along the right line A D, and if the point E, be always kept close to the edge B C, of the square, keeping the string tight, the point or pin E, will describe a curve E G I H, called a parabola."
edge_fic_1823_7249.txt-942-61_edges_nf_1853_747976.txt-1622-22,Closely Related,"I looked a moment though I was hotly engaged with two good swordsmen, in the expectation of seeing him fall; but, in a twinkling, he was out of sight, his blade rattling like hail, about the bayonets that hedged him in, as he passed in a circle of incessant fire, giving point and edge, at the same moment. || Dowelling is far superior to grooving and tonguing, because the cutting away the stuff to receive the tongue greatly weakens the edges of the joint, which are apt to curl."
edge_fic_1825_8713.txt-685-46_edge_mag_1979_480129.txt-32-13,Distantly Related,"There never was a couple went into the new countries with fairer prospects; Rufus had tugged every way to save enough to buy him a small farm; and when we got to Buffalo, we struck down south, and settled just on the edge of Lake Erie. || It has been estimated that one-fourth of the world now lives on this edge of survival."
edge_fic_1827_7270.txt-1682-46_edge_fic_2008_36258.txt-35-3,Closely Related,"Cradock, when she began, had laid aside a little Greek book, over which he was conning, and had at every new period of her relation given his chair a hitch towards her, till he sat directly before her, on the edge of his chair, his knees pressed close together, and his palms resting upright on them, his head stooped forward, so as to be at right angles with his body, and his parting lips creeping round to his ears, with an expression of complacent wonder. || elegantly on the edge of the woods, July also saw no reason to deny to the creature the possibility of acting without a compelling motivation."
edge_fic_1830_7238.txt-3583-7_edge_fic_1844_7189.txt-791-67,Closely Related,"I turned it up and held the edge upon the tip of my tongue, till that one thick drop had slowly trickled out -- O, the flavor and fragrance of that one drop! || It seemed to Aldarin as though the universe, with all the boundless fields of space, was comprised in the sweep of the awful rocks of bitumen and red-hot ore of lead, extending for miles and miles innumerable, on either side, with the waves of fire -- each wave bearing its awful burden of a damned soul -- surging and foaming over the edge of the precipice, while a hissing and crackling sound, like the noise of ten thousand forests, ravaged by flame, startled the very air of hell, and mingled with the shrieks of the ******."
edge_fic_1835_7015.txt-3838-9_edge_fic_1987_23990.txt-44-12,Distantly Related,"At some distance from the huts, on the edge of the lake, they fell upon the bones of a human being, scattered about among the stones and bushes, as if rent asunder by wild beasts; and near them was discovered a rusted rifle, which, being taken to the valley, was recognised as the weapon of Potts, the raftsman || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edge_fic_1835_7172.txt-9351-26_edge_fic_1967_16424.txt-1282-17,Distantly Related,"These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country. || He holds the shears up to the light and shakes his head: she's ruined the edge."
edge_fic_1835_7172.txt-9351-26_edge_nf_1820_753470.txt-2701-5,Distantly Related,"These meddling youngsters, too -- however, I can't blame them, they had provocation, I confess -- and this war gives an edge to all the metal of the country. || We therefore continued along the edge of those valleys, our progress much impeded by the vast trunks of fallen trees in a state of decay, some of which were upwards of one hundred and fifty feet long, without a branch, as straight as an arrow, and from three to eight and ten feet in diameter."
edge_fic_1835_7281.txt-3780-36_edge_fic_1852_593.txt-3124-19,Identical,"Mine could not, and I very soon left behind me all of terra firma that intervened between me and the siren, and ensconced myself in a deeply shaded nook at the very water's edge, where I could see and hear without being observed. || Curious to ascertain this point, I let myself down out of the tree, and going to the edge of the wood, was glad to perceive our herd of cows chewing the cud or grazing not far off."
edge_fic_1835_7281.txt-3780-36_edge_mag_1857_556336.txt-410-16,Identical,"Mine could not, and I very soon left behind me all of terra firma that intervened between me and the siren, and ensconced myself in a deeply shaded nook at the very water's edge, where I could see and hear without being observed. || A close fence for a few years will secure the most tender fruit-trees on the very edge of an ocean cliff."
edge_fic_1836_7052.txt-121-7_edge_fic_1844_7189.txt-791-67,Distantly Related,"square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since. || It seemed to Aldarin as though the universe, with all the boundless fields of space, was comprised in the sweep of the awful rocks of bitumen and red-hot ore of lead, extending for miles and miles innumerable, on either side, with the waves of fire -- each wave bearing its awful burden of a damned soul -- surging and foaming over the edge of the precipice, while a hissing and crackling sound, like the noise of ten thousand forests, ravaged by flame, startled the very air of hell, and mingled with the shrieks of the ******."
edge_fic_1836_7052.txt-121-7_edge_fic_1967_16424.txt-1282-17,Closely Related,"square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since. || He holds the shears up to the light and shakes his head: she's ruined the edge."
edge_fic_1836_7052.txt-121-7_edge_fic_1988_780085.txt-3328-6,Closely Related,"square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since. || This thing will not take an edge, "" he exclaims. """
edge_fic_1836_7052.txt-121-7_edge_mag_1979_480129.txt-32-13,Distantly Related,"square, yet sharp, having an edge though no point: in short, such a combination of feature and limb in face and person, was never seen before nor since. || It has been estimated that one-fourth of the world now lives on this edge of survival."
edge_fic_1837_7358.txt-2123-38_edge_fic_1967_16424.txt-1282-17,Closely Related,"Despair lent vigor and swiftness to the horse and foot of Palmyra -- rage at the long continued contest -- revenge for all they had lost and endured, nerved the Roman arm, and gave a double edge to its sword. || He holds the shears up to the light and shakes his head: she's ruined the edge."
edge_fic_1837_7358.txt-2123-38_edge_fic_1988_780085.txt-3328-6,Closely Related,"Despair lent vigor and swiftness to the horse and foot of Palmyra -- rage at the long continued contest -- revenge for all they had lost and endured, nerved the Roman arm, and gave a double edge to its sword. || This thing will not take an edge, "" he exclaims. """
edge_fic_1837_7358.txt-2123-38_edge_nf_1820_753470.txt-2701-5,Closely Related,"Despair lent vigor and swiftness to the horse and foot of Palmyra -- rage at the long continued contest -- revenge for all they had lost and endured, nerved the Roman arm, and gave a double edge to its sword. || We therefore continued along the edge of those valleys, our progress much impeded by the vast trunks of fallen trees in a state of decay, some of which were upwards of one hundred and fifty feet long, without a branch, as straight as an arrow, and from three to eight and ten feet in diameter."
edge_fic_1840_7292.txt-1929-4_edge_fic_2005_26969.txt-33-5,Identical,"She emerged from the edge of the little nook, near which the revel had been carried on, and stood, without speaking a syllable, for several seconds, looking upon the circle with an expression of high-raised scorn in her || He sat down at the edge of the bed."
edge_fic_1842_7206.txt-3813-10_edge_mag_1996_427510.txt-42-9,Identical,"letting their feet rest a moment on the graveyard's edge, they escaped into the road, and scampered to their homes, leaving a sound of cheerful young voices far behind. || At the Golden Rock estate, built on the edge of a rain forest, the multilevel sugar mill boasts a massive four poster and is marketed as the honeymoon suite."
edge_fic_1842_7206.txt-3813-10_edges_fic_1839_7088.txt-70-44,Closely Related,"letting their feet rest a moment on the graveyard's edge, they escaped into the road, and scampered to their homes, leaving a sound of cheerful young voices far behind. || The sun was shining redly in the west, his broad, flaming disk on a level with the ocean, the top of every leaping wave of which he touched with fire: a dark cloud hung just above it, with lurid edges; and the whole aspect of the heavens was to her eye angry and menacing, and betokened a tempest."
edge_fic_1843_7039.txt-432-5_edge_fic_1963_10441.txt-2418-7,Identical,"Trees bent over the very edge of the summit, and their unearthed roots twisted among the rocks like huge serpents. || Pale streamers of mist foamed over the edge of the plane wings."
edge_fic_1844_7189.txt-450-27_edge_fic_1854_70.txt-2299-8,Identical,"The monk Albertine made a solemn inclination of his head, and kneeling on the marble floor in the centre of the group, he struck the edge of the goblet upon the tesselated stone with a quick and sudden motion of his hand. || There is no rawness nor imperfection in its edge there, as where the axe has cleared a part, or a cultivated field abuts on it."
edge_fic_1844_7189.txt-450-27_edges_nf_1854_750818.txt-2813-25,Closely Related,"The monk Albertine made a solemn inclination of his head, and kneeling on the marble floor in the centre of the group, he struck the edge of the goblet upon the tesselated stone with a quick and sudden motion of his hand. || Soon, all along the now desolate shores of the Forth and Clyde, villas and pleasure grounds would be as thick as along the edges of the Dutch canals."
edge_fic_1844_7189.txt-791-67_edge_fic_2005_26969.txt-33-5,Identical,"It seemed to Aldarin as though the universe, with all the boundless fields of space, was comprised in the sweep of the awful rocks of bitumen and red-hot ore of lead, extending for miles and miles innumerable, on either side, with the waves of fire -- each wave bearing its awful burden of a damned soul -- surging and foaming over the edge of the precipice, while a hissing and crackling sound, like the noise of ten thousand forests, ravaged by flame, startled the very air of hell, and mingled with the shrieks of the ******. || He sat down at the edge of the bed."
edge_fic_1844_7189.txt-791-67_edge_mag_1999_403149.txt-73-11,Distantly Related,"It seemed to Aldarin as though the universe, with all the boundless fields of space, was comprised in the sweep of the awful rocks of bitumen and red-hot ore of lead, extending for miles and miles innumerable, on either side, with the waves of fire -- each wave bearing its awful burden of a damned soul -- surging and foaming over the edge of the precipice, while a hissing and crackling sound, like the noise of ten thousand forests, ravaged by flame, startled the very air of hell, and mingled with the shrieks of the ******. || His determination to use every minute productively gave him a major edge in researching stocks."
