annotation_lbl,category,sentence
edges_mag_1858_566917.txt-85-28_edges_fic_1851_1184.txt-816-10,Distantly Related,"Besides the distinctive common faith ' of evangelical Christians, Spurgeon preaches Calvinism too, sometimes ultra Calvinism, as it will be called, with all its edges and points, but in his use it has so much vitality that it may be accepted for the theology of the feelings ' by many who would question it || A look of soft happiness filled it; the thin edges of resolve melted before it. """
edges_mag_1858_566917.txt-85-28_edges_fic_2009_36969.txt-198-19,Unrelated,"Besides the distinctive common faith ' of evangelical Christians, Spurgeon preaches Calvinism too, sometimes ultra Calvinism, as it will be called, with all its edges and points, but in his use it has so much vitality that it may be accepted for the theology of the feelings ' by many who would question it || Ignoring her, though he couldn't help but be aware of her scowling concern, he pressed the edges of the wound together and wrapped it securely with the cloth, fixing the end in place with the pin Ada handed him then stepped back, pleased with his"
edges_mag_2007_389382.txt-168-23_edge_fic_1987_23990.txt-44-12,Unrelated,"Detachable Bolt Handle: The crisply sculpted bolt handle of T/C's Icon earned faint praise from our test team because its sharp edges proved more than a little uncomfortable during operation. || I sensed their bad intent as they passed us, an unpleasant edge of excitement in their looks and greetings."
edges_news_1987_670107.txt-15-34_edge_mag_1981_297437.txt-5-20,Unrelated,"Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges. || Its purpose: to send a red alert to Americans and their allies that the U.S.S.R. is gaining a military edge over the West."
edges_news_1987_670107.txt-15-34_edge_mag_2004_416046.txt-55-2,Closely Related,"Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges. || ski on edge, and you'll end up on your arse."
edges_news_1987_670107.txt-15-34_edge_news_1985_671429.txt-20-24,Unrelated,"Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges. || I prefer the rainbow of brightly colored clothes, the gleam of complicated gadgets, the grimace of rugged athletes out there at the edge of their endurance."
edges_news_1987_670107.txt-15-34_edges_fic_1856_3447.txt-6732-16,Distantly Related,"Mr. Powell ' s keen musician ' s ear weaves sound, dialogue and actual musical fragments into the fabric of narratives that might otherwise seem a bit tweedy and even ragged at the edges. || I was as far away from them as if pillowed on the clouds, whose silver edges crinkled round the moon."
edges_nf_1837_757476.txt-3416-14_edge_fic_1849_7230.txt-2372-16,Closely Related,"Take them out carefully with an egg-slice, and trim off all the ragged edges from the white, which should thinly cover the yolk. || Zephyr, still loosely clinging to his foe, allowed himself to be dragged to the edge of the cliff, the opposite column shouting all the while their yells of triumph, when suddenly he untwisted his legs, threw a back somerset, wrenched himself free from Orson's clutches as he did so, and then stood on his feet at the head of his column, while his antagonist, who, with his whole party, had been tugging with might and main to drag their enemies to the brow of the precipice, now suddenly released from the opposing pressure, toppled backwards upon his men, who all fell one upon another, heels over head, down the steep side of the mount, rolling helter-skelter on each other, till they reached the marsh below, some of them even sousing themselves in the creek at the base of the hill, before the impetus of their descent"
edges_nf_1848_754438.txt-774-22_edge_fic_1993_25008.txt-4285-5,Distantly Related,"The stem, of a brownish colour and three inches long, has circular leaves with lobes, and indented at the edges. || They made it to the edge of the crowd, but something caused him to turn back."
edges_nf_1848_754438.txt-774-22_edge_mag_1828_553921.txt-240-1,Closely Related,"The stem, of a brownish colour and three inches long, has circular leaves with lobes, and indented at the edges. || // edge of herbs, roots, and waters, in any of the king's dominions, to minister in and to any outward sore, uncome, wound, apostemation, outward swellings or disease, any herbs, ointments, baths, pultess and emplasters, according to their cunning, ' or drinks for the stone, strangury, or agues, without suit, vexation, trouble, penalty, or loss of their goods. '"
edges_nf_1848_754438.txt-774-22_edge_mag_2005_424824.txt-73-5,Unrelated,"The stem, of a brownish colour and three inches long, has circular leaves with lobes, and indented at the edges. || enough give to take the edge off bumps while not actually absorbing them like a longer-travel bike would. """
edges_nf_1997_773577.txt-1351-23_edge_fic_1985_10731.txt-8264-5,Closely Related,"Drawings of this type can not be equated with views, because the individual line segments can not be related to views of edges. || He pushed it over the edge and leaped after it."
edging_nf_1851_747930.txt-141-2_edge_news_1966_725407.txt-30-6,Unrelated,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || But the Rangers hold a 3-2 edge in the five times the two teams have met in cup finals since 1894."
edging_nf_1851_747930.txt-141-2_edge_nf_1823_747803.txt-436-30,Unrelated,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || They took this oppor tunity to rob the tombs; and with loud infernal laughter, to strip the dead of their habiliments of death; and would try the edge of their swords on dead bodies; and on some while yet breath ing."
edging_nf_1851_747930.txt-141-2_edges_fic_1853_4303.txt-4467-15,Distantly Related,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || Cloth, extra, per set, $7.50; half calf, gilt, marbled edges, per set, $18.00; half Russia, gilt top, $21.00;"
edging_nf_1851_747930.txt-141-2_edges_nf_1848_754438.txt-774-22,Unrelated,"When the edging is planted, let any inequalities of the top be cut as even and neat as possible, with a pair of shears. || The stem, of a brownish colour and three inches long, has circular leaves with lobes, and indented at the edges."
face_fic_1836_4118.txt-1043-15_face_news_1978_733601.txt-3-3,Unrelated,"The pawn-broker was yet examining the offered pledge, when a woman, whose pale face and attenuated form bespoke long and intimate acquaintance with sorrow, came hastily into the shop, and with the single exclamation, "" O Robert! "" || And in the face of unyielding Arab hostility, its governments have been judged unusually smart and far-sighted."
face_fic_1842_9749.txt-2398-3_face_mag_1834_554263.txt-165-90,Unrelated,"I hate thy face -- hate it as I do hell! || They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers."
face_fic_1849_7192.txt-1706-18_face_fic_1844_7114.txt-1101-31,Identical,"it was that the Unkown bent forward with parted lips and flashing eyes -- perusing the Preacher's face with an intense gaze, and awaiting the first word from his lips, with every faculty of his soul. "" || He was wrapped in a cloak, as if to conceal his features and person, for the night was not cool, but the front was now dropped from his face upon his breast, across which his arms were folded."
face_fic_1849_7192.txt-391-4_face_fic_2003_30896.txt-3-16,Identical,"When he raised his face to the light again, his eyes were wet with tears, his face distorted with agony. || I 'm convinced I thought about it more than he did -- looking at my softening face in the mirror as I sat in the beauty salon; sitting in the car wash tempted to open the window and let in that nasty soapy water inside the white Range Rover he'd insisted on buying; strolling down the aisle of Grant's mindlessly putting butter, eggs, cereal, and ground turkey in the cart."
face_fic_1852_69.txt-8877-12_face_news_1978_733601.txt-3-3,Unrelated,"Tom drank the water, and looked earnestly and pitifully into her face. "" || And in the face of unyielding Arab hostility, its governments have been judged unusually smart and far-sighted."
face_fic_1853_9040.txt-3170-14_face_news_1980_668008.txt-49-9,Identical,"She was amiable and good in all ways; the everlasting smile on her face did not belie her heart. || When three microphones were shoved in front of his face he smiled: "" What ' s it like when we win? """
face_fic_1860_2807.txt-4950-32_face_fic_1964_16147.txt-1494-12,Identical,"His proud, scornful air, vanished like a snow-flake in the fire -- and forgetting all that had passed, he was seizing her hands to draw them away from her face, when old Moodie abruptly entered the room, and called out, "" Colonel L'Isle, you are wanted in Elvas? "" || At first he laughs; then the smile fades, and his face reflects his pain."
face_fic_1963_10432.txt-7956-2_FACE_fic_1982_16205.txt-3401-19,Identical,"Revere's face ached as if it wanted to smile or something, but when he opened his mouth to talk he had nothing to say. || FREEZE FRAME on Swann's broadly smiling face: DISSOLVE TO: Section Details 236 CLOSEUP - BENJY 'S FACE He's a little older and he looks a little healthier."
face_fic_1964_10449.txt-2164-1_face_fic_2005_30015.txt-73-3,Identical,"Her face was contorted in an expression of rugged, || My mother's face settled into an aloof, stubborn expression I had seen before when one of us kids, or my father, was being difficult."
face_fic_1965_16750.txt-4488-10_face_mag_1823_553455.txt-174-8,Unrelated,"-- 182 -- Ric and Rac, smeary in the face, eating steadily from untidy paper sacks of candy they have found somewhere on board, shriek noisily as they go down the gangplank. || But this law, as appears on the face of it, must be wholly inoperative."
face_fic_1968_10505.txt-8348-18_face_news_2004_617201.txt-34-2,Unrelated,"She was, he noted with relief, a placid blonde with a capable air and a kindly face. "" || In the face of such statistics, researchers are exploring which children seem to survive -- even thrive -- after a divorce."
face_fic_1983_10704.txt-3356-17_face_fic_1973_10569.txt-4925-11,Identical,"And the American, struggling to hold in place the lines of selfindulgencethat marred and masked his face, said: Would you believe. || Then I stood in the window with my icepack to my face and watched the Agoraphobe."
face_fic_1995_53086.txt-806-2_face_mag_1857_556470.txt-179-15,Identical,"Then the face brightened, almost smiling as she asked, "" What's your favorite world? "" || , of which we have spoken, is of such // marvellous beauty, its face is so weak in its expression, that some have seriously doubted whether the head was chiselled by the same artist, and was part of the same work."
face_fic_1996_54394.txt-549-18_face_news_1980_668008.txt-49-9,Identical,"I lay and stared up at him for a while, feeling the strange unbreathing warmth of his face against my hand -- he only drew in breath when he wanted to talk -- and I started to notice something else about him, that air was mixing with his edges somehow, but before I could concentrate on that, I sat up, looking around, feeling alarmed. "" || When three microphones were shoved in front of his face he smiled: "" What ' s it like when we win? """
face_fic_1998_43729.txt-920-6_faces_fic_1968_24508.txt-2058-12,Identical,"an eye, and then one face was replaced by another and another and another, a dozen at a time, a hundred - a tide of shifting visages soaking away into the sands of his ponderous and overloaded memory. || Ned stares dizzily around at the curious, amused, or grim faces."
face_fic_1999_44469.txt-416-0_face_mag_1992_423420.txt-119-2,Unrelated,"face; his neat mustache had flecks of gray in it. || In the face of these threats and given their potential danger to human safety, why should we be concerned about them?"
face_fic_2009_36429.txt-34-41_face_fic_1835_7309.txt-3591-14,Identical,"Since the day they met as young assistant district attorneys for New York County, he'd been drawn to her classic Italian features, the petite but curvy body, and the way her soft, molasses-colored curls framed her face. || Having thoroughly defeated the American left, he was now free to turn his face upon the isolated continentals."
face_mag_1823_553455.txt-174-8_face_fic_1980_10664.txt-7472-11,Unrelated,"But this law, as appears on the face of it, must be wholly inoperative. || She caught hold of Germaine again, and again framed her face, this time holding it rather roughly between her hands. """
face_mag_1834_554263.txt-165-90_face_fic_2000_30631.txt-229-25,Closely Related,"They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers. || She would spend much more time with her mother, she decided, and apparently her mother had the same idea, for in the face of their newfound aloneness, the mother had clung to her only daughter."
face_mag_1834_554263.txt-165-90_face_mag_1823_553455.txt-174-8,Unrelated,"They had stolen two days ' march upon the English army, before the Duke of Cumberland knew any thing of their movements: but when it was ascertained that they had aclually commenced their retreat, his courage and that of his army began to rise; it seemed to be the first time they had breathed freely for six weeks, during which a small and ill appointed force had carried the standard of Glenfinnin a hundred and fifty miles into the heart of England, in the face of a hostile people, and of an army which immeasurably exceeded theirs in discipline and numbers. || But this law, as appears on the face of it, must be wholly inoperative."
face_news_1981_735039.txt-54-19_faces_fic_1833_7058.txt-620-15,Unrelated,"I have a feeling we could drop the decertification move as a bargaining chip, as a sort of face saver, "" said one White House official. "" || What interest in the action and contrast in the faces, and expression of the faces!"
face_nf_1853_748464.txt-1799-76_face_fic_2001_45760.txt-1496-10,Identical,"A quantity of blue window glass was next obtained, and holes drilled through the corners of it, and several sheets were wired together to increase the size, and, when complete, was suspended from the ceiling in its proper place, and so arranged that when a person was sitting, this sheet of glass could be moved to and from, the object of which was to prevent shadows on the face of the sitter produced from the uneven surface of the glass. || Then, before she could answer, realization crossed his face. """
faces_fic_1853_9040.txt-1783-18_faces_fic_1853_2454.txt-548-80,Identical,"And further, I had some notion of a dozen or more trimly dressed youths, with bronzed faces newly shaved, and shining with their late ablutions -- all this I faintly apprehended, before the cavalcade disappeared, in a cloud of dust. || Cousin Betty was a little bit of a woman, with a face as full of wrinkles as a frozen apple, and a pair of the busiest and most twinkling little black eyes you ever saw, a prominent and parrot like nose, with a chin formed on the very same pattern, only that it turned up instead of down, the two so very nearly meeting that the children said they had "" to turn their faces sideways to kiss her. """
faces_fic_1968_24508.txt-2058-12_face_fic_1996_54394.txt-2232-9,Identical,"Ned stares dizzily around at the curious, amused, or grim faces. || He smiled, his teeth white in his dark face. """
fiction_fic_1835_7063.txt-1363-17_fiction_mag_1831_554103.txt-341-38,Identical,"If this were played upon a stage, now, I would condemn it as an improbable fiction. "" || The original was a friend of the author's youth, who resembled the Antiquary in learning, wit and quaintness of expression; but excepting the scene with the owner of the stage-coach, nothing in the fiction bears any resemblance to the circumstances of the original."
fiction_fic_1836_7330.txt-373-14_fiction_mag_1846_565585.txt-331-7,Closely Related,"fact are grouped together, as if placed there by the poetic arrangement of fiction. || So many of the heroes of modern fiction are criminals of this precise grade, that to a mind imbued with the spirit of that literature every criminal seems like a hero, or is at least a most picturesque and interesting character."
fiction_mag_1834_564699.txt-298-31_fiction_nf_1844_772139.txt-976-33,Unrelated,"Thus, if we have no royal road to knowledge, we have, what is much more agreeable, a "" primrose path, "" strewed with the flowers of fiction, which leads not only to heaven, but to the summit of every || The bull was now up, bellowing in a tumultuous passion, galloping round and round in circles which were diminishing with every turn, getting his horns ready to toss the whole fiction of an ox, box, hide, horns, Plutarch Shaw and all, into the air. '"
fiction_mag_1845_522673.txt-408-15_fiction_fic_2002_32251.txt-19-22,Closely Related,"They appear to think of truth as synonimous with matters of fact, and of fiction as synonimous with falsehood. || Awarded every year since 1955 at the World Science Fiction Convention (WorldCon), they are the oldest and best-known science fiction awards (Clute and Nicholls 1993: 595-600)."
fiction_mag_1860_527324.txt-185-36_fiction_fic_2002_32251.txt-19-22,Closely Related,"It is precisely the lack of this pleasurable trait which makes the greater part of the annals of the past a dead letter to the world, and wins to romance, ballad, epic, fiction, relic, and poetry the keen attention which facts coldly "" set in a note-book "" never enlisted. || Awarded every year since 1955 at the World Science Fiction Convention (WorldCon), they are the oldest and best-known science fiction awards (Clute and Nicholls 1993: 595-600)."
fiction_mag_1967_488132.txt-48-22_Fiction_fic_1832_7054.txt-71-66,Identical,"Perhaps in a decade or two, he and I can sit down, as scholars do, and dispassionately discuss the fiction that came out of that dirtiest of dirty wars And if he should choose to speak to me in the language of Cam-us, to voice the novelists ' quest for "" a world in || The evening isles of love and loveliness Slept in the soothing solitude, wherein The awful intellect of Rome sought peace In grey philosophy while faction poured Its hydra venom, or conspiracy Walked the thronged Forum, dooming, at a glance, The loftiest to extinction; here the bard Unfolded earth's and heaven's mysteries, Creating the world's creed and Fiction's brow Wreathing with the immortal buds of truth."
fiction_mag_1973_494882.txt-38-30_fictions_fic_1989_14343.txt-309-40,Closely Related,"Buses just don't appeal to people here, "" says an EPA official, "" though we think an ultra-modem rail system will "" a thought shared by science fiction writer Ray Bradbury, who suggested some years back that Walt Disney should be made mayor of Los Angeles because he was the only person capable of making rapid transit attractive enough for Angelenos to ride it. || FIRST GIRL Yet, there is abundant evidence from their songs and cherished traditions that Australian aborigines are by no means destitute of some qualities in which civilized men glory, such as the power of inventing tragic and sarcastic fictions, the thirst for religious mystery, contempt for pain, and reverence for departed friends and ancestors."
fiction_mag_1986_492545.txt-40-4_fiction_nf_1993_774078.txt-1934-42,Identical,"The daydream that is fiction differs from the ordinary daydream in being publicly available. || Against the mobile background of the never completely formalised relations between the law of obscenity and the social policing of pornography, and of the migration of specialist pornography's themes and figures into the circuits of a more generally disseminated educative fiction in the guise of ethical techniques for (sexual) self-improvement, our plan is to review the English Obscene Publications Act of 1959 and the 1960 case in which the new statute was to have received its definitive construction, Regina v. Penguin Books Ltd., popularly known as the trial of Lady Chatterley's Lover."
fiction_mag_1995_397372.txt-105-13_fiction_mag_1838_554606.txt-204-32,Closely Related,"I talk to the bulls and bears, try to separate fact from fiction and invest accordingly. "" || Were Italy really oppressed with that torpor which many suppose, scarce any thing could be better adapted to rouse her, than that exciting mixture of historic truth and high colored fiction, which acts so powerfully upon the warm blood of the south."
fiction_mag_1996_429149.txt-75-10_fictions_fic_1847_1094.txt-4909-5,Identical,"Durham must be one of the most analytical characters in fiction, examining and dissecting her painful emotions and keeping them carefully in check. || They were nothing but idle fictions, got up by the sailors for the purpose of frightening us away, so as to oblige the captain, who was in want of more hands, to lie the longer in a pleasant harbour."
fiction_nf_1844_772139.txt-976-33_fiction_fic_1993_25009.txt-4372-10,Closely Related,"The bull was now up, bellowing in a tumultuous passion, galloping round and round in circles which were diminishing with every turn, getting his horns ready to toss the whole fiction of an ox, box, hide, horns, Plutarch Shaw and all, into the air. ' || And as long as we both know that it's fiction, we | won't have to waste time waiting for nonexistent messengers to make imaginary journeys before we speak of it again. """
fiction_nf_1847_749455.txt-768-53_fiction_mag_1846_565585.txt-331-7,Closely Related,"The Peruvian annals may be deemed to show somewhat of the effects of this union, since there is a tinge of the marvellous spread over them down to the very latest period, which, like a mist before the reader's eye, makes it difficult to distinguish between fact and fiction. || So many of the heroes of modern fiction are criminals of this precise grade, that to a mind imbued with the spirit of that literature every criminal seems like a hero, or is at least a most picturesque and interesting character."
fiction_nf_1847_749455.txt-768-53_fiction_nf_2006_746343.txt-61-3,Identical,"The Peruvian annals may be deemed to show somewhat of the effects of this union, since there is a tinge of the marvellous spread over them down to the very latest period, which, like a mist before the reader's eye, makes it difficult to distinguish between fact and fiction. || In both his fiction ' and his nonfiction, Wallace Stegner emphasized the aridity, vast distances, and isolation of the mountain West."
fiction_nf_1848_765263.txt-282-27_fiction_mag_1969_491260.txt-41-0,Closely Related,"Their tradition in regard to the creation of the world, the deluge and the re-peopling of the earth, is a singular mixture of truth and fiction. || fiction, the op art and hot photography and sadomasochistic comic strips that make up the monthly magazine Evergreen Review, But before Lady Chatterley, a Grove book had been reviewed on the front page of The New York Times Book Rericit -- a first modern American publication of Giovanni Verga's The House hy the Medlar Tree, a classic of the Italian verisma Tradition that has shown greater staying power than either French or American realism."
fiction_nf_2004_746777.txt-257-14_fiction_news_1994_606727.txt-25-21,Identical,"of fiction or whether "" as if "" itself is to be considered a fiction, i.e., "" feigned. "" || The "" Celestine "" phenomenon is not only that word-of-mouth has propelled an initially privately published new age manifesto into a fiction bestseller for Warner Books -- in its 22nd printing, there are 1.55 million copies out there so far -- but that something happens to people who read it."
fiction_nf_2004_746777.txt-96-16_fiction_news_2004_648944.txt-16-8,Identical,"What they are interested in is the epistemological question of what happens when one talks about fiction. || Jackson admitted that the reports were not all fiction, saying that the pressure of Bryant's legal situation had hurt his interaction with teammates. """
fiction_nf_2006_746343.txt-61-3_fiction_mag_1832_554166.txt-312-19,Identical,"In both his fiction ' and his nonfiction, Wallace Stegner emphasized the aridity, vast distances, and isolation of the mountain West. || The weighty moral with which they are loaded, indeed, frequently presses heavily on the light vehicle of fiction, giving it a coarse business air; while the perpetual accommodation of the intrigue to the moral often produces an appearance of violence in the piece, that impairs its value as a work of art."
fiction_nf_2006_746343.txt-61-3_fiction_mag_1973_494882.txt-38-30,Identical,"In both his fiction ' and his nonfiction, Wallace Stegner emphasized the aridity, vast distances, and isolation of the mountain West. || Buses just don't appeal to people here, "" says an EPA official, "" though we think an ultra-modem rail system will "" a thought shared by science fiction writer Ray Bradbury, who suggested some years back that Walt Disney should be made mayor of Los Angeles because he was the only person capable of making rapid transit attractive enough for Angelenos to ride it."
fictions_fic_1841_799.txt-314-2_fiction_mag_1845_522673.txt-407-14,Identical,All the fictions of the Middle Age explain themselves as a masked or frolic expression of that which in grave earnest the mind of that period toiled to achieve. || Good people often seem laboring under a great mistake in regard to works of fiction.
fictions_mag_1835_554354.txt-97-25_Fiction_fic_1845_7183.txt-4153-10,Identical,"Hence, as the Grecian bard sang the praises of the immortals, the lively minds of that gifted race welcomed and repeated the beautiful fictions, which added new charms to their religion. || Views and Reviews in American History, Literature, &; Fiction, by W. G. Simms."
fictions_nf_1845_771333.txt-565-18_fiction_mag_1971_479179.txt-122-14,Identical,"If set forth only as a novel and pleasing fancy, it may be classed with other ingenious fictions, that are published without a thought of deception. || I could always see the theoretician of morals standing apart from the writer of fiction and waiting to comment on the action that had been impatiently sketched in."
fictions_nf_2004_746777.txt-45-11_fiction_nf_1844_762654.txt-630-7,Identical,"After all, even though literary history provides many examples of fictions that put their fictionality on display, there are just as many instances of fiction that do not. || What is life without the charms of fiction, and without the leisure and recreations which these sacred imaginings tend to give to the great mass of those who have nothing but the labour of their hands to depend upon for their subsistence!"
gas_fic_1835_7133.txt-1131-15_gases_nf_1845_747909.txt-872-27,Closely Related,"Since the above paragraph was penned, the huge swinging lamps have been superseded by gas lights, which now brilliantly illuminate all the principal streets of the city. || In the air-bubbles which form and finally escape, we find not pure oxygen, as is generally supposed, but a mixture of oxygen and nitrogen gases."
gas_fic_1843_7074.txt-1104-9_gases_nf_1845_747909.txt-2477-10,Unrelated,"And here, writing in the very noon of gas and steam, I do deliberately say, after all my experience of cars and boats, that for a private party of the proper sort nothing is so delightful, so exhilarating, so truly bewitching to travel in, as twin-arks towed along by an almost endless raft. || 125, the amount of contraction representing the quantities of gases that have united being laid off on the axis of abscissas, the"
gas_fic_1856_3447.txt-2166-27_gas_fic_1986_16370.txt-2599-12,Unrelated,"If he paused and seemed about to relapse into silence, Edith would draw a long breath, as if she had just been inhaling some exhilarating gas, and exclaim, -- "" Oh! || Charlie jumps off the "" houseboat "" to retrieve the can of gas from its hiding place under the junkpile."
gas_fic_1858_1282.txt-3362-17_gas_fic_1847_2352.txt-4036-7,Identical,"General Benthornham had, in the meantime, taken a seat where the bright glare of the gas shone full upon his face, and as the major proceeded with his narrative, would every now and then interpose an approving, "" See that now! "" || I don't think I turned the gas down in the parlor!"
gas_fic_1999_30271.txt-79-2_gas_mag_1818_553165.txt-174-2,Closely Related,"Tanks of gas with rubber tubing and a mask stood next to a bed in one corner. || by a gas lighter than air, the whole."
gas_fic_2000_38623.txt-171-16_gas_mag_1961_431634.txt-64-19,Closely Related,"It designed a new landing configuration, modifying the hydroplanar shape that the craft assumed for gas giant descents. || Early in his career of government servant his geologists hit what was | Europe's lushest field of natural gas."
gas_mag_1818_553165.txt-174-2_gases_nf_1963_774282.txt-319-18,Identical,"by a gas lighter than air, the whole. || of its surface, and the sharp corners where the nozzle joins obstruct the rapid flow of the gases."
gas_mag_1972_283193.txt-2-3_gas_fic_1997_54610.txt-162-2,Distantly Related,"When the tear gas cleared, the cops had arrested Cassady, the Airplane's Paul Kantner and Kantner's "" old lady "" Grace Slick, who either attacked the fuzz or-depending on who was telling the story-was attacked by them. || to the gas station on the corner, and Francie Lou sat."
gas_mag_1985_432247.txt-60-17_gas_mag_1834_554283.txt-211-22,Closely Related,"Portrait of a Killer Corporation "" was offered to readers by the Delhi-based Patriot newspaper after poison gas leaked from || Some physiologists are of opinion, that all the oxygen that has disappeared, may be accounted for by the carbonic acid gas that is formed, while others believe that a portion has united with the blood."
gas_mag_2005_378206.txt-13-11_gas_fic_2002_29934.txt-464-10,Identical,"The 400h handled well, accelerated quickly and quietly engaged its gas engine. || He watched her thigh move as she pressed on the gas pedal."
gas_news_2001_627694.txt-1287-11_gases_nf_1843_752682.txt-216-4,Unrelated,"Money still filtered into the trust, and the oil and gas holdings remained valuable. || This property of absorbing gases varies with different kinds of charcoal: it is possessed in a higher degree by those containing the most pores, i.e. where the pores are finer; and in a lower degree in the more spongy kinds, i.e. where the pores are larger."
gas_news_2006_629412.txt-15-31_gas_fic_2002_29934.txt-464-10,Unrelated,"With so little to observe, scientists focused their attention instead on the rocky, inner planets - Mercury, Venus and Mars - as well as the glowing, outer gas giants - Jupiter, Saturn, Uranus and Neptune. || He watched her thigh move as she pressed on the gas pedal."
gas_nf_1844_755204.txt-395-22_gas_fic_2002_29934.txt-464-10,Unrelated,"The results which we observe are perfectly consistent with, and may be said to presuppose an atmosphere highly charged with this gas, from about the close of the primary non-fossiliferous || He watched her thigh move as she pressed on the gas pedal."
gas_nf_1845_747909.txt-697-30_gases_nf_1843_752682.txt-214-60,Identical,"And those atoms of carbon are removed because their life is over, and they pass, by the action of the lungs, into the atmosphere as carbonic acid gas. || The amount of air condensed by these forces upon a square inch of surface is certainly not measurable; but when a solid body, presenting several hundred square feet of surface within the space of a cubic inch, is brought into a limited volume of gas, we may understand why that volume is diminished, why all gases without exception are absorbed."
gas_nf_1845_747928.txt-906-7_gas_fic_1969_13728.txt-103-20,Closely Related,"The odour of the coal tar of gas works is exceedingly offensive to some insects injurious to fruits, and it has been found to drive away the wire worm, and other || THAT 'S why they don't tell me nuthin, that's why they can't report it to the gas and lights, because the bitch is on Welfare, the sister in Puerto Rico is on Welfare here."
gas_nf_1848_754438.txt-692-24_gas_fic_1986_16370.txt-2599-12,Distantly Related,"I have proved by experiments published in 1797, that the shining of wood is extinguished in hydrogen gas, and in pure azotic gas, and that its light reappears whenever we mix || Charlie jumps off the "" houseboat "" to retrieve the can of gas from its hiding place under the junkpile."
gas_nf_1853_747976.txt-2095-28_gas_fic_2002_29934.txt-464-10,Unrelated,"They are drawn to a small scale, embracing the whole area of the site, and on them are marked the existing boundary walls, sewers, gas and water mains, and all the new walls, drains, and water-pipes, and their proposed connection with the existing ones, so that the builder may see at a glance the extent of his operations. ' || He watched her thigh move as she pressed on the gas pedal."
gas_nf_1853_748464.txt-1180-15_gases_mag_1845_555359.txt-260-45,Identical,"-- I shall here refer to but a single experiment in which I employed chlorine gas for coating the plate || According to the theory of the Professors Rogers, the wavelike fiexures, above alluded to, are explained by supposing the strata, when in a plastic state, to have rested on a widely-extended surface of fluid lava, and elastic vapors and gases."
gas_nf_1853_748464.txt-606-21_gas_mag_2005_378206.txt-13-11,Unrelated,"On the application of the heat from a spirit lamp to the bottom of the flask, a current of chlorine gas will be disengaged, and pass into the bromine, when it readily combines, and gives off a vapor, which, when condensed in the third vessel, forms a volatile yellowish-red liquid. || The 400h handled well, accelerated quickly and quietly engaged its gas engine."
gas_nf_1855_754781.txt-497-17_gas_fic_2002_29934.txt-464-10,Unrelated,"Although considerable ingenuity was displayed in the plan of expanding the Parachute by the sudden discharge of gas from the balloon; still the very fact of a woman being exposed to such danger by her husband, will, we trust, hereafter prevent Englishmen from countenancing such an exhibition by their presence. || He watched her thigh move as she pressed on the gas pedal."
gas_nf_1855_771880.txt-1665-9_gas_mag_1963_478096.txt-209-12,Undecidable,"How did they attempt to prepare some of this gas? || Although the University's permanent endowment, which derives from oil and gas leases on its land holdings, ranks second only to Harvard, only the income from the endowment can be spent, and one-third of that income must be given to the University's rural and somewhat decadent kinsman, Texas A &; M. The source of about 60 per cent of the school's income is state appropriations, and in comparison with the funds granted to eminent state universities, those appropriations have been"
gas_nf_1973_773651.txt-803-20_gas_fic_2002_29934.txt-464-10,Unrelated,The required applied voltage varies considerably with the geometry of the electrodes and the nature and pressure of the filler gas and may vary from perhaps a few hundred volts up to two thousand volts. || He watched her thigh move as she pressed on the gas pedal.
gases_nf_1855_748018.txt-2310-17_gas_news_1980_734565.txt-34-7,Unrelated,"The commonly admitted belief is, that they are produced by the expansive force of steam and gases, as we shall show hereafter. || In addition, Rosario's oil, gas and precious metals assets have increased sharply, due to steep price increases in those commodities, since the initial Amax-Rosario agreement to merge."
graft_fic_1967_10488.txt-2994-1_graft_news_1972_730156.txt-21-5,Unrelated,"skin graft from someone else or acquiring someone else's kidney. || This business-like method of collecting graft, in this case in the slums of Bedford StuyVesant and the Fort Greene section of Brooklyn, is far from new."
